SZAVAZOKOR,MEGYEKOD,MEGYE,OEVK,TELEPULES_SORSZAM,TELEPULES,SZAVKORCIM,AKADALYMENTES,ATJELENTKEZOK
05-102-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,102,Gadna,Fõ utca 8. (Önkormányzati Hivatal),Igen,Igen
05-103-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,103,Gagyapáti,Kossuth út 15. (Községháza),Igen,Igen
05-104-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,104,Gagybátor,Fõ tér 10. (Kultúrház),Igen,Igen
05-105-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,105,Gagyvendégi,Báthori utca 2. (Kultúrház),Igen,Igen
05-106-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,106,Galvács,Bereg u. 10.  (Faluház),Igen,Igen
05-107-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,107,Garadna,Fõ út 56. (Kultúrház),Igen,Igen
05-108-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,108,Gelej,Petõfi utca 22. (Községháza),Igen,Igen
05-109-001,05,BORSOD-ABAÚJ-ZEMPLÉN,06,109,Gesztely,Kossuth utca 36. (Mûv. Ház),Nem,Nem
05-109-002,05,BORSOD-ABAÚJ-ZEMPLÉN,06,109,Gesztely,Petõfi utca 44. (Gondozási Központ),Igen,Nem
05-109-003,05,BORSOD-ABAÚJ-ZEMPLÉN,06,109,Gesztely,Temetõalja utca 2. (napközi),Nem,Igen
05-109-004,05,BORSOD-ABAÚJ-ZEMPLÉN,06,109,Gesztely,Újharangod Béke utca 33. (Óvoda),Nem,Nem
05-110-001,05,BORSOD-ABAÚJ-ZEMPLÉN,06,110,Girincs,Kossuth u. 68. (régi Óvoda),Igen,Igen
05-111-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,111,Golop,Fõ u. 1. (Községháza),Igen,Igen
05-112-001,05,BORSOD-ABAÚJ-ZEMPLÉN,03,112,Gömörszõlõs,Kassai u. 20. (Polgármesteri Hivatal),Igen,Igen
05-113-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,113,Gönc,Kossuth Lajos utca 71. (Önkormányzati Hivatal),Igen,Igen
05-113-002,05,BORSOD-ABAÚJ-ZEMPLÉN,05,113,Gönc,Kossuth Lajos utca 68. (Könyvtár),Igen,Nem
05-114-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,114,Göncruszka,Fõ út. 83. (Közös Önkormányzati Hivatal Kirend.),Igen,Igen
05-115-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,115,Györgytarló,Széchenyi út 1. (Iskola),Igen,Igen
05-116-001,05,BORSOD-ABAÚJ-ZEMPLÉN,06,116,Halmaj,Petõfi út 14. (Közösségi Ház),Igen,Igen
05-116-002,05,BORSOD-ABAÚJ-ZEMPLÉN,06,116,Halmaj,Fõ út 17. (Általános Iskola),Igen,Nem
05-117-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,117,Hangács,Szabadság u. 21. (Önk. Hiv. házasságkötõ terem),Igen,Igen
05-118-001,05,BORSOD-ABAÚJ-ZEMPLÉN,03,118,Hangony,Rákóczi Ferenc út 72. (Mûvelõdési Otthon),Igen,Igen
05-118-002,05,BORSOD-ABAÚJ-ZEMPLÉN,03,118,Hangony,Rákóczi Ferenc út 136. (Általános Iskola),Nem,Nem
05-119-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,119,Harsány,Munkácsy M. u. 2. (Általános Iskola),Igen,Igen
05-119-002,05,BORSOD-ABAÚJ-ZEMPLÉN,07,119,Harsány,Munkácsy M u. 2. (Általános Iskola),Igen,Nem
05-120-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,120,Háromhuta,Rákóczi út 20. (Mûv. Ház),Igen,Igen
05-121-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,121,Hegymeg,Petõfi S. út 18. (Önkormányzati Hivatal),Igen,Igen
05-122-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,122,Hejce,Fõ út 5. (Községháza),Igen,Igen
05-123-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,123,Hejõbába,Fõ utca 15. (Általános Isk.),Igen,Igen
05-123-002,05,BORSOD-ABAÚJ-ZEMPLÉN,07,123,Hejõbába,Iskola utca 9. (Mesevár Óvoda),Igen,Nem
05-124-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,124,Hejõkeresztúr,Petõfi u. 115. (Orvosi rendelõ),Igen,Igen
05-125-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,125,Hejõkürt,Szent István út 62. (Mûv. Ház),Igen,Igen
05-126-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,126,Hejõpapi,Templom u. 2. (Általános Iskola),Igen,Igen
05-127-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,127,Hejõszalonta,Rákóczi u. 10. (Önkormányzati Konyha),Igen,Igen
05-128-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,128,Hercegkút,Kossuth u 7. (Mûv. Ház),Igen,Igen
05-129-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,129,Hernádbûd,Rákóczi út 43. (Iskola),Igen,Igen
05-130-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,130,Hernádcéce,Árpád út 31. (Községháza),Igen,Igen
05-131-001,05,BORSOD-ABAÚJ-ZEMPLÉN,06,131,Hernádkak,Dózsa György utca 9. (Ifjúsági klub),Nem,Nem
05-131-002,05,BORSOD-ABAÚJ-ZEMPLÉN,06,131,Hernádkak,Petõfi utca 16. (Általános Iskola),Igen,Igen
05-132-001,05,BORSOD-ABAÚJ-ZEMPLÉN,06,132,Hernádkércs,Kossuth út 72. (Mûv. Ház),Igen,Igen
05-133-001,05,BORSOD-ABAÚJ-ZEMPLÉN,06,133,Hernádnémeti,Petõfi utca 1. (Óvoda),Nem,Nem
05-133-002,05,BORSOD-ABAÚJ-ZEMPLÉN,06,133,Hernádnémeti,Kossuth utca 71. (Mini Bölcsõde),Igen,Igen
05-133-003,05,BORSOD-ABAÚJ-ZEMPLÉN,06,133,Hernádnémeti,Petõfi utca 85. (Általános Iskola),Igen,Nem
05-134-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,134,Hernádpetri,Rákóczi út 30. (Iskola),Igen,Igen
05-135-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,135,Hernádszentandrás,Fõ út 142. (Kultúrház),Igen,Igen
05-136-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,136,Hernádszurdok,Csokonai út 2. (volt Iskola épülete),Igen,Igen
05-137-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,137,Hernádvécse,Rákóczi út 16. (Könyvtár),Igen,Igen
05-138-001,05,BORSOD-ABAÚJ-ZEMPLÉN,03,138,Hét,Kossuth út 76. (Önkormányzat Hivatala),Igen,Igen
05-139-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,139,Hidasnémeti,Iskola út 1. (Iskola épülete),Igen,Igen
05-140-001,05,BORSOD-ABAÚJ-ZEMPLÉN,03,140,Hidvégardó,Tornai út 21. (Rendezvények Háza),Igen,Igen
05-141-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,141,Hollóháza,Szent László út 15.,Igen,Igen
05-142-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,142,Homrogd,Kossuth út 121. (Közösségi ház),Igen,Igen
05-143-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,143,Igrici,Kossuth utca 57. (Házasságkötõ Terem),Igen,Igen
05-144-001,05,BORSOD-ABAÚJ-ZEMPLÉN,03,144,Imola,Kossuth L. u. 35. (könyvtár),Igen,Igen
05-145-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,145,Ináncs,Rákóczi út 7. (Közmûvelõdési Központ),Igen,Igen
05-146-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,146,Irota,Petõfi u. 104. (Közösségi Ház),Igen,Igen
05-147-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,147,Izsófalva,Izsó M. u. 64. (Mûv. Ház),Igen,Igen
05-147-002,05,BORSOD-ABAÚJ-ZEMPLÉN,04,147,Izsófalva,Izsó M. u. 175. (Iskola),Igen,Nem
05-148-001,05,BORSOD-ABAÚJ-ZEMPLÉN,03,148,Jákfalva,Dózsa Gy. u. 12. (Községháza),Igen,Igen
05-149-001,05,BORSOD-ABAÚJ-ZEMPLÉN,03,149,Járdánháza,IV. Béla út 27. (Járdánházai Közös Önkorm. Hiv.),Igen,Igen
05-149-002,05,BORSOD-ABAÚJ-ZEMPLÉN,03,149,Járdánháza,IV. Béla út 131. (IV. Béla Általános Iskola),Igen,Nem
05-150-001,05,BORSOD-ABAÚJ-ZEMPLÉN,03,150,Jósvafõ,Petõfi út 42. (Községháza),Igen,Igen
05-151-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,151,Karcsa,Szabadság u. 9. (Új Iskola),Igen,Igen
05-151-002,05,BORSOD-ABAÚJ-ZEMPLÉN,05,151,Karcsa,Szabadság u. 9. (Új Iskola),Igen,Nem
05-152-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,152,Karos,Szabadság tér 1/A (Új Iskola),Igen,Igen
05-153-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Herbolyai út 5. (P.M.Á. Isk. Kazinczy F. Tagisk.),Igen,Nem
05-153-002,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Herbolyai út 5. (P.M.Á. Isk. Kazinczy F. Tagisk.),Igen,Nem
05-153-003,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Illyés Gy. út 1. (Közösségi Ház),Igen,Nem
05-153-004,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Akácfa út 12. (Kb-i Összev. Ó. Százsz. Tagóvodája),Nem,Nem
05-153-005,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Akácfa út 12. (Kb-i Összev. Ó. Százsz. Tagóvodája),Nem,Nem
05-153-006,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Akácfa út 12. (Kb-i Összev. Ó. Százsz. Tagóvodája),Nem,Nem
05-153-007,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Építõk útja 2.(Kb-i Összev. Ó. Eszter. Tagóvodája),Nem,Nem
05-153-008,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,"Május 1. út 11. (Don Bosco Ált. Isk., Szakköz.)",Igen,Nem
05-153-009,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,"Május 1. út 11. (Don Bosco Ált. Isk., Szakköz.)",Igen,Nem
05-153-010,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,"Május 1. út 11. (Don Bosco Ált. Isk., Szakköz.)",Igen,Nem
05-153-011,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Alsóvárosi krt. 39/A. (Irinyi J. Ref. Okt. Közp.),Nem,Nem
05-153-012,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Táncsics M. út 54. (Táncsics Mihály Mûv. Ház),Nem,Nem
05-153-013,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Csokonai út 1. (Kb-i Összevont Óvodák Székh. Ó.),Igen,Nem
05-153-014,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Csokonai út 1. (Kb-i Összevont Óvodák Székh. Ó.),Igen,Nem
05-153-015,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Csokonai út 1. (Kb-i Összevont Óvodák Székh. Ó.),Igen,Nem
05-153-016,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Jószerencsét út 4. (Kb-i Összev.Ó.Napsugár Tagóv.),Igen,Nem
05-153-017,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Fõ tér 5. (Egressy Béni Mûvelõdési Ház),Nem,Nem
05-153-018,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Jószerencsét út 4. (Kb-i Összev.Ó.Napsugár Tagóv.),Igen,Igen
05-153-019,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Pollack M. út 29. (Kb-i Pollack Mihály Ált. Isk.),Igen,Nem
05-153-020,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Pollack M. út 29. (Kb-i Pollack Mihály Ált. Isk.),Igen,Nem
05-153-021,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Pollack M. út 29. (Kb-i Pollack Mihály Ált. Isk.),Igen,Nem
05-153-022,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Lini I. tér 3. (Kb-i Kodály Z. Alapfokú Mûv. Isk.),Igen,Nem
05-153-023,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Árpád fej. tér 7/A. (P.M. Á.Isk. Árpád F. Tagisk.),Igen,Nem
05-153-024,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Árpád fej. tér 7/A. (P.M. Á.Isk. Árpád F. Tagisk.),Igen,Nem
05-153-025,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Irinyi J. út 1. (OSZC Surányi E. Szakgim. Szakk.),Igen,Nem
05-153-026,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Dózsa Gy. út 39. (P.M. Á.Isk. Dózsa Gy. Tagisk.),Igen,Nem
05-153-027,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Mikszáth K. út 2. (P.M. Á.Isk. Ádám J. Tagisk.),Igen,Nem
05-153-028,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Dózsa Gy. út 39. (P.M. Á.Isk. Dózsa Gy. Tagisk.),Igen,Nem
05-153-029,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Dózsa Gy. út 39. (P.M. Á.Isk. Dózsa Gy. Tagisk.),Igen,Nem
05-153-030,05,BORSOD-ABAÚJ-ZEMPLÉN,04,153,Kazincbarcika,Dózsa Gy. út 39. (P.M. Á.Isk. Dózsa Gy. Tagisk.),Igen,Nem
05-154-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,154,Kács,Fõ u. 60. (Polg. Hiv. tanácsterem),Nem,Igen
05-155-001,05,BORSOD-ABAÚJ-ZEMPLÉN,03,155,Kánó,Kossuth Lajos utca 19/A.,Igen,Igen
05-156-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,156,Kány,Fõ utca 10. (Községháza),Igen,Igen
05-157-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,157,Kázsmárk,Fõ út 61. (Mûvelõdési Ház),Igen,Igen
05-158-001,05,BORSOD-ABAÚJ-ZEMPLÉN,03,158,Kelemér,Tompa út 25. (Mûvelõdési Ház),Igen,Igen
05-159-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,159,Kenézlõ,Rózsa út 1. (Óvoda),Igen,Igen
05-160-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,160,Keresztéte,Fõ utca 1. (Közösségi Ház),Igen,Igen
05-161-001,05,BORSOD-ABAÚJ-ZEMPLÉN,06,161,Kesznyéten,Béke tér 33. (Napköziotthon),Igen,Igen
05-161-002,05,BORSOD-ABAÚJ-ZEMPLÉN,06,161,Kesznyéten,Szabadság u. 13-15. (Általános Iskola),Igen,Nem
05-162-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,162,Kéked,Fõ út 60. (Mûvelõdési Ház),Igen,Igen
05-163-001,05,BORSOD-ABAÚJ-ZEMPLÉN,03,163,Királd,Kossuth út 47.,Igen,Igen
05-163-002,05,BORSOD-ABAÚJ-ZEMPLÉN,03,163,Királd,Alsótelep utca 26. (Polgármesteri Hivatal),Igen,Nem
05-164-001,05,BORSOD-ABAÚJ-ZEMPLÉN,06,164,Kiscsécs,Dózsa Gy. u. 9. (Községháza),Igen,Igen
05-165-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,165,Kisgyõr,Dózsa Gy. u. 11. (Polgármesteri Hivatal),Igen,Igen
05-165-002,05,BORSOD-ABAÚJ-ZEMPLÉN,07,165,Kisgyõr,Dózsa György utca 26. (Általános Iskola),Nem,Nem
05-166-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,166,Kishuta,Kossuth Lajos utca 51. (Kultúrház),Igen,Igen
05-167-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,167,Kiskinizs,Rákóczi út 58. (Mûvelõdési  Ház),Igen,Igen
05-168-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,168,Kisrozvágy,Petõfi u. 3. (Kultúrház),Igen,Igen
05-169-001,05,BORSOD-ABAÚJ-ZEMPLÉN,03,169,Kissikátor,Táncsics út 57. (Kultúrház),Igen,Igen
05-170-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,170,Kistokaj,Széchenyi István u. 43. sz. Óvoda és Bölcsõde,Igen,Igen
05-170-002,05,BORSOD-ABAÚJ-ZEMPLÉN,07,170,Kistokaj,Széchenyi István u. 43. sz. Óvoda és Bölcsõde,Igen,Nem
05-171-001,05,BORSOD-ABAÚJ-ZEMPLÉN,03,171,Komjáti,Petõfi S. út 13. (Önkorm. Hivatal),Igen,Igen
05-172-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,172,Komlóska,Rákóczi u. 27. (Önkorm. Hivatala),Igen,Igen
05-173-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,173,Kondó,Szabadság u.28. (Orvosi rendelõ),Igen,Igen
05-174-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,174,Korlát,Kossuth L. út 36. (Községháza),Igen,Igen
05-175-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,175,Kovácsvágás,Kossuth Lajos utca 2. (Mûvelõdési Ház),Igen,Igen
05-176-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,176,Köröm,Rákóczi Ferenc utca 11. (Községháza),Igen,Igen
05-177-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,177,Krasznokvajda,Kossuth út 6. (Mûvelõdési Ház),Igen,Igen
05-178-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,178,Kupa,Rákóczi u. 20. (Kultúrház),Igen,Igen
05-179-001,05,BORSOD-ABAÚJ-ZEMPLÉN,03,179,Kurityán,Kossuth u. 136. (Mûvelõdési Ház),Igen,Nem
05-179-002,05,BORSOD-ABAÚJ-ZEMPLÉN,03,179,Kurityán,Kossuth u. 75. (Egészségház),Igen,Igen
05-180-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,180,Lak,Kossuth u. 18. (Önk. Hivatal),Igen,Igen
05-181-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,181,Lácacséke,Fõ utca 19. (Mûvelõdési Ház),Igen,Igen
05-182-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,182,Ládbesenyõ,Kossuth L. u. 64. (Községi Önkormányzat),Igen,Igen
05-183-001,05,BORSOD-ABAÚJ-ZEMPLÉN,06,183,Legyesbénye,Rákóczi út 49. (Óvoda),Igen,Igen
05-184-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,184,Léh,Kossuth út 4. (Mûvelõdési Ház),Igen,Igen
05-185-001,05,BORSOD-ABAÚJ-ZEMPLÉN,03,185,Lénárddaróc,Dózsa Gy. út 66. (Mûvelõdési Ház),Igen,Igen
05-186-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,186,Litka,Fõ u. 58. (Községháza),Igen,Igen
05-187-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,187,Makkoshotyka,Rákóczi u. 48. (Általános Iskola),Igen,Igen
05-188-001,05,BORSOD-ABAÚJ-ZEMPLÉN,03,188,Martonyi,Fõ út 8. (Tájház),Igen,Igen
05-189-001,05,BORSOD-ABAÚJ-ZEMPLÉN,06,189,Mád,Rákóczi u. 26. (Mûvelõdési Ház),Igen,Igen
05-189-002,05,BORSOD-ABAÚJ-ZEMPLÉN,06,189,Mád,Rákóczi utca 69. (Általános Iskola),Igen,Nem
05-190-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,190,Mályi,Móra F. u. 11. (Ált. Iskola),Nem,Nem
05-190-002,05,BORSOD-ABAÚJ-ZEMPLÉN,07,190,Mályi,Móra F. u. 11. (Ált. Iskola),Igen,Igen
05-190-003,05,BORSOD-ABAÚJ-ZEMPLÉN,07,190,Mályi,Móra F. u. 11. (Ált. Iskola),Nem,Nem
05-190-004,05,BORSOD-ABAÚJ-ZEMPLÉN,07,190,Mályi,Botond u. 7. (Napköziotthonos Óvoda),Nem,Nem
05-190-005,05,BORSOD-ABAÚJ-ZEMPLÉN,07,190,Mályi,Botond u. 3. (Közösségi Ház),Nem,Nem
05-191-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,191,Mályinka,Rákóczi F. u. 5. (Hivatal),Igen,Igen
05-192-001,05,BORSOD-ABAÚJ-ZEMPLÉN,06,192,Megyaszó,Fõ út 24. (Iskola),Igen,Igen
05-192-002,05,BORSOD-ABAÚJ-ZEMPLÉN,06,192,Megyaszó,Fõ út 24. (Iskola),Igen,Nem
05-192-003,05,BORSOD-ABAÚJ-ZEMPLÉN,06,192,Megyaszó,Fõ út 24. (Iskola),Igen,Nem
05-193-001,05,BORSOD-ABAÚJ-ZEMPLÉN,04,193,Meszes,Fõ utca 39. (Kultúrház),Igen,Igen
05-194-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,194,Mezõcsát,Szent I. u. 35. (Általános Iskola),Igen,Igen
05-194-002,05,BORSOD-ABAÚJ-ZEMPLÉN,07,194,Mezõcsát,Bacsó Béla u.10. (Idõsek Klubja),Igen,Nem
05-194-003,05,BORSOD-ABAÚJ-ZEMPLÉN,07,194,Mezõcsát,Széchenyi u. 50. (Városgondnokság),Nem,Nem
05-194-004,05,BORSOD-ABAÚJ-ZEMPLÉN,07,194,Mezõcsát,Kossuth u. 12. (Gimnázium),Nem,Nem
05-194-005,05,BORSOD-ABAÚJ-ZEMPLÉN,07,194,Mezõcsát,Árpád u. 6. (Óvoda),Nem,Nem
05-195-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,195,Mezõkeresztes,Táncsics Mihály u. 1. (MESZI),Igen,Nem
05-195-002,05,BORSOD-ABAÚJ-ZEMPLÉN,07,195,Mezõkeresztes,Összekötõ u. 28. (Iskola),Nem,Nem
05-195-003,05,BORSOD-ABAÚJ-ZEMPLÉN,07,195,Mezõkeresztes,Dózsa György u. 30. (Városháza  Udvari Tanácskozó),Igen,Igen
05-195-004,05,BORSOD-ABAÚJ-ZEMPLÉN,07,195,Mezõkeresztes,Dózsa György u. 101.,Nem,Nem
05-195-005,05,BORSOD-ABAÚJ-ZEMPLÉN,07,195,Mezõkeresztes,Szentistváni u. 74. (Óvoda),Igen,Nem
05-196-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,196,Mezõkövesd,Jezsuiták tere 3. (Katolikus Általános Iskola),Igen,Nem
05-196-002,05,BORSOD-ABAÚJ-ZEMPLÉN,07,196,Mezõkövesd,Egri út 3. (Egri úti Tagóvoda),Igen,Nem
05-196-003,05,BORSOD-ABAÚJ-ZEMPLÉN,07,196,Mezõkövesd,Mátyás király út 90. (Szociális Gondozási Központ),Igen,Nem
05-196-004,05,BORSOD-ABAÚJ-ZEMPLÉN,07,196,Mezõkövesd,Mátyás király út 114. (Közös Önkorm. Hiv. ""B"" ép.),Igen,Igen
05-196-005,05,BORSOD-ABAÚJ-ZEMPLÉN,07,196,Mezõkövesd,Mátyás király út 130. (Városi Zeneiskola),Nem,Nem
05-196-006,05,BORSOD-ABAÚJ-ZEMPLÉN,07,196,Mezõkövesd,Madách Imre utca 1. (Városi Könyvtár),Igen,Nem
05-196-007,05,BORSOD-ABAÚJ-ZEMPLÉN,07,196,Mezõkövesd,Mátyás király út 146. (Szent László Gimnázium),Nem,Nem
05-196-008,05,BORSOD-ABAÚJ-ZEMPLÉN,07,196,Mezõkövesd,Móra Ferenc utca 2. (Móra Ferenc úti Tagóvoda),Nem,Nem
05-196-009,05,BORSOD-ABAÚJ-ZEMPLÉN,07,196,Mezõkövesd,Mátyás király út 223. (Szent Imre Tagiskola),Igen,Nem
05-196-010,05,BORSOD-ABAÚJ-ZEMPLÉN,07,196,Mezõkövesd,Mátyás utca 71. (Nevelési Tanácsadó),Nem,Nem
05-196-011,05,BORSOD-ABAÚJ-ZEMPLÉN,07,196,Mezõkövesd,Hõsök tere 14. (Bárdos Lajos Tagiskola),Igen,Nem
05-196-012,05,BORSOD-ABAÚJ-ZEMPLÉN,07,196,Mezõkövesd,László Károly utca 1. (László Károly úti Tagóvoda),Nem,Nem
05-196-013,05,BORSOD-ABAÚJ-ZEMPLÉN,07,196,Mezõkövesd,Lövõi út 52. (Kovács Kft. telephelye),Nem,Nem
05-196-014,05,BORSOD-ABAÚJ-ZEMPLÉN,07,196,Mezõkövesd,Lövõi út 52. (Kovács Kft. telephelye),Nem,Nem
05-196-015,05,BORSOD-ABAÚJ-ZEMPLÉN,07,196,Mezõkövesd,Építõk útja 1. (Mezõ Ferenc Tagiskola),Igen,Nem
05-196-016,05,BORSOD-ABAÚJ-ZEMPLÉN,07,196,Mezõkövesd,Építõk útja 1. (Mezõ Ferenc Tagiskola),Igen,Nem
05-197-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,197,Mezõnagymihály,Kossuth u. 56. (Házasságkötõ terem),Igen,Igen
05-198-001,05,BORSOD-ABAÚJ-ZEMPLÉN,07,198,Mezõnyárád,Szent István kir. út 109.,Igen,Igen
05-198-002,05,BORSOD-ABAÚJ-ZEMPLÉN,07,198,Mezõnyárád,Szent István kir. út 69.,Igen,Nem
05-199-001,05,BORSOD-ABAÚJ-ZEMPLÉN,06,199,Mezõzombor,Mátyás u. 23. (Óvoda),Igen,Igen
05-199-002,05,BORSOD-ABAÚJ-ZEMPLÉN,06,199,Mezõzombor,Kölcsey u. 7. (Ált. Iskola),Igen,Nem
05-200-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,200,Méra,Vasút út 16. (Mérai Óvoda),Igen,Igen
05-200-002,05,BORSOD-ABAÚJ-ZEMPLÉN,05,200,Méra,Fõ út 106. (Központi konyha),Nem,Nem
05-201-001,05,BORSOD-ABAÚJ-ZEMPLÉN,05,201,Mikóháza,Gábor Áron u. 48. (Közösségi Ház),Igen,Igen
05-202-001,05,BORSOD-ABAÚJ-ZEMPLÉN,01,202,Miskolc,Bajcsy-Zsilinszky út 33. (Petõfi Fiúkollégium),Nem,Nem
05-202-002,05,BORSOD-ABAÚJ-ZEMPLÉN,01,202,Miskolc,Bajcsy-Zsilinszky út 33. (Petõfi Fiúkollégium),Nem,Nem
05-202-003,05,BORSOD-ABAÚJ-ZEMPLÉN,01,202,Miskolc,Éder György u. 1. (Szalay Sámuel Ref. Ált. Iskola),Nem,Nem
05-202-004,05,BORSOD-ABAÚJ-ZEMPLÉN,01,202,Miskolc,Éder György u. 1. (Szalay Sámuel Ref. Ált. Iskola),Nem,Nem
05-202-005,05,BORSOD-ABAÚJ-ZEMPLÉN,01,202,Miskolc,Selyemrét utca 1. (Tehetséggondozó Kollégium),Nem,Nem
