SZAVAZOKOR,MEGYE,TELEPULES,OEVK14,OEVK26,OEVK
15-235-001,SOMOGY,Vízvár,02,02,02
15-236-001,SOMOGY,Vörs,03,03,03
15-237-001,SOMOGY,Zala,04,04,04
15-238-001,SOMOGY,Zamárdi,04,04,04
15-238-002,SOMOGY,Zamárdi,04,04,04
15-239-001,SOMOGY,Zákány,02,02,02
15-239-002,SOMOGY,Zákány,02,02,02
15-240-001,SOMOGY,Zics,04,04,04
15-241-001,SOMOGY,Zimány,04,04,04
15-242-001,SOMOGY,Zselickisfalud,01,01,01
15-243-001,SOMOGY,Zselickislak,01,01,01
15-244-001,SOMOGY,Zselicszentpál,01,01,01
15-245-001,SOMOGY,Zákányfalu,02,02,02
15-246-001,SOMOGY,Balatonvilágos,04,04,04
16-001-001,SZABOLCS,Ajak,03,03,03
16-001-002,SZABOLCS,Ajak,03,03,03
16-001-003,SZABOLCS,Ajak,03,03,03
16-002-001,SZABOLCS,Anarcs,03,03,03
16-002-002,SZABOLCS,Anarcs,03,03,03
16-003-001,SZABOLCS,Apagy,05,05,05
16-003-002,SZABOLCS,Apagy,05,05,05
16-003-003,SZABOLCS,Apagy,05,05,05
16-004-001,SZABOLCS,Aranyosapáti,04,04,04
16-004-002,SZABOLCS,Aranyosapáti,04,04,04
16-005-001,SZABOLCS,Baktalórántháza,05,05,05
16-005-002,SZABOLCS,Baktalórántháza,05,05,05
16-005-003,SZABOLCS,Baktalórántháza,05,05,05
16-006-001,SZABOLCS,Balkány,06,06,06
16-006-002,SZABOLCS,Balkány,06,06,06
16-006-003,SZABOLCS,Balkány,06,06,06
16-006-004,SZABOLCS,Balkány,06,06,06
16-006-005,SZABOLCS,Balkány,06,06,06
16-006-006,SZABOLCS,Balkány,06,06,06
16-007-001,SZABOLCS,Balsa,02,02,02
16-008-001,SZABOLCS,Barabás,04,04,04
16-009-001,SZABOLCS,Bátorliget,06,06,06
16-010-001,SZABOLCS,Benk,04,04,04
16-011-001,SZABOLCS,Beregdaróc,04,04,04
16-012-001,SZABOLCS,Beregsurány,04,04,04
16-013-001,SZABOLCS,Berkesz,03,03,03
16-014-001,SZABOLCS,Besenyõd,05,05,05
16-015-001,SZABOLCS,Beszterec,03,03,03
16-016-001,SZABOLCS,Biri,06,06,06
16-017-001,SZABOLCS,Botpalád,04,04,04
16-018-001,SZABOLCS,Bököny,06,06,06
16-018-002,SZABOLCS,Bököny,06,06,06
16-018-003,SZABOLCS,Bököny,06,06,06
16-018-004,SZABOLCS,Bököny,06,06,06
16-019-001,SZABOLCS,Buj,02,02,02
16-019-002,SZABOLCS,Buj,02,02,02
16-019-003,SZABOLCS,Buj,02,02,02
16-020-001,SZABOLCS,Cégénydányád,04,04,04
16-021-001,SZABOLCS,Csaholc,04,04,04
16-022-001,SZABOLCS,Csaroda,04,04,04
16-023-001,SZABOLCS,Császló,04,04,04
16-024-001,SZABOLCS,Csegöld,04,04,04
16-025-001,SZABOLCS,Csenger,05,05,05
16-025-002,SZABOLCS,Csenger,05,05,05
16-025-003,SZABOLCS,Csenger,05,05,05
16-025-004,SZABOLCS,Csenger,05,05,05
16-025-005,SZABOLCS,Csenger,05,05,05
16-026-001,SZABOLCS,Csengersima,05,05,05
16-027-001,SZABOLCS,Csengerújfalu,05,05,05
16-028-001,SZABOLCS,Darnó,04,04,04
16-029-001,SZABOLCS,Demecser,03,03,03
16-029-002,SZABOLCS,Demecser,03,03,03
16-029-003,SZABOLCS,Demecser,03,03,03
16-029-004,SZABOLCS,Demecser,03,03,03
16-029-005,SZABOLCS,Demecser,03,03,03
16-030-001,SZABOLCS,Dombrád,03,03,03
16-030-002,SZABOLCS,Dombrád,03,03,03
16-030-003,SZABOLCS,Dombrád,03,03,03
16-031-001,SZABOLCS,Döge,03,03,03
16-031-002,SZABOLCS,Döge,03,03,03
16-032-001,SZABOLCS,Encsencs,06,06,06
16-032-002,SZABOLCS,Encsencs,06,06,06
16-033-001,SZABOLCS,Eperjeske,04,04,04
16-034-001,SZABOLCS,Érpatak,06,06,06
16-034-002,SZABOLCS,Érpatak,06,06,06
16-035-001,SZABOLCS,Fábiánháza,06,06,06
16-035-002,SZABOLCS,Fábiánháza,06,06,06
16-035-003,SZABOLCS,Fábiánháza,06,06,06
16-036-001,SZABOLCS,Fehérgyarmat,04,04,04
16-036-002,SZABOLCS,Fehérgyarmat,04,04,04
16-036-003,SZABOLCS,Fehérgyarmat,04,04,04
16-036-004,SZABOLCS,Fehérgyarmat,04,04,04
16-036-005,SZABOLCS,Fehérgyarmat,04,04,04
16-036-006,SZABOLCS,Fehérgyarmat,04,04,04
16-036-007,SZABOLCS,Fehérgyarmat,04,04,04
16-037-001,SZABOLCS,Fényeslitke,03,03,03
16-037-002,SZABOLCS,Fényeslitke,03,03,03
16-038-001,SZABOLCS,Fülesd,04,04,04
16-039-001,SZABOLCS,Fülpösdaróc,05,05,05
16-040-001,SZABOLCS,Gacsály,04,04,04
16-041-001,SZABOLCS,Garbolc,04,04,04
16-042-001,SZABOLCS,Gávavencsellõ,02,02,02
16-042-002,SZABOLCS,Gávavencsellõ,02,02,02
16-042-003,SZABOLCS,Gávavencsellõ,02,02,02
16-043-001,SZABOLCS,Gelénes,04,04,04
16-044-001,SZABOLCS,Gemzse,03,03,03
16-045-001,SZABOLCS,Geszteréd,06,06,06
16-045-002,SZABOLCS,Geszteréd,06,06,06
16-046-001,SZABOLCS,Géberjén,05,05,05
16-047-001,SZABOLCS,Gégény,03,03,03
16-047-002,SZABOLCS,Gégény,03,03,03
16-048-001,SZABOLCS,Gulács,04,04,04
16-049-001,SZABOLCS,Gyõröcske,04,04,04
16-050-001,SZABOLCS,Gyõrtelek,05,05,05
16-051-001,SZABOLCS,Gyulaháza,03,03,03
16-051-002,SZABOLCS,Gyulaháza,03,03,03
16-052-001,SZABOLCS,Gyügye,04,04,04
16-053-001,SZABOLCS,Gyüre,04,04,04
16-054-001,SZABOLCS,Hermánszeg,04,04,04
16-055-001,SZABOLCS,Hetefejércse,04,04,04
16-056-001,SZABOLCS,Hodász,05,05,05
16-056-002,SZABOLCS,Hodász,05,05,05
16-056-003,SZABOLCS,Hodász,05,05,05
16-057-001,SZABOLCS,Ibrány,02,02,02
16-057-002,SZABOLCS,Ibrány,02,02,02
16-057-003,SZABOLCS,Ibrány,02,02,02
16-057-004,SZABOLCS,Ibrány,02,02,02
16-057-005,SZABOLCS,Ibrány,02,02,02
16-057-006,SZABOLCS,Ibrány,02,02,02
16-058-001,SZABOLCS,Ilk,04,04,04
16-059-001,SZABOLCS,Jánd,04,04,04
16-060-001,SZABOLCS,Jánkmajtis,04,04,04
16-061-001,SZABOLCS,Jármi,05,05,05
16-062-001,SZABOLCS,Jéke,03,03,03
16-063-001,SZABOLCS,Kállósemjén,06,06,06
16-063-002,SZABOLCS,Kállósemjén,06,06,06
16-063-003,SZABOLCS,Kállósemjén,06,06,06
16-063-004,SZABOLCS,Kállósemjén,06,06,06
16-063-005,SZABOLCS,Kállósemjén,06,06,06
16-064-001,SZABOLCS,Kálmánháza,02,02,02
16-064-002,SZABOLCS,Kálmánháza,02,02,02
16-064-003,SZABOLCS,Kálmánháza,02,02,02
16-065-001,SZABOLCS,Kántorjánosi,05,05,05
16-065-002,SZABOLCS,Kántorjánosi,05,05,05
16-066-001,SZABOLCS,Kemecse,03,03,03
16-066-002,SZABOLCS,Kemecse,03,03,03
16-066-003,SZABOLCS,Kemecse,03,03,03
16-066-004,SZABOLCS,Kemecse,03,03,03
16-067-001,SZABOLCS,Kék,03,03,03
16-067-002,SZABOLCS,Kék,03,03,03
16-068-001,SZABOLCS,Kékcse,03,03,03
16-068-002,SZABOLCS,Kékcse,03,03,03
16-069-001,SZABOLCS,Kérsemjén,04,04,04
16-070-001,SZABOLCS,Kisar,04,04,04
16-071-001,SZABOLCS,Kishódos,04,04,04
16-072-001,SZABOLCS,Kisléta,06,06,06
16-073-001,SZABOLCS,Kisnamény,04,04,04
16-074-001,SZABOLCS,Kispalád,04,04,04
16-075-001,SZABOLCS,Kisszekeres,04,04,04
16-076-001,SZABOLCS,Kisvarsány,04,04,04
16-077-001,SZABOLCS,Kisvárda,03,03,03
16-077-002,SZABOLCS,Kisvárda,03,03,03
16-077-003,SZABOLCS,Kisvárda,03,03,03
16-077-004,SZABOLCS,Kisvárda,03,03,03
16-077-005,SZABOLCS,Kisvárda,03,03,03
16-077-006,SZABOLCS,Kisvárda,03,03,03
16-077-007,SZABOLCS,Kisvárda,03,03,03
16-077-008,SZABOLCS,Kisvárda,03,03,03
16-077-009,SZABOLCS,Kisvárda,03,03,03
16-077-010,SZABOLCS,Kisvárda,03,03,03
16-077-011,SZABOLCS,Kisvárda,03,03,03
16-077-012,SZABOLCS,Kisvárda,03,03,03
16-077-013,SZABOLCS,Kisvárda,03,03,03
16-077-014,SZABOLCS,Kisvárda,03,03,03
16-077-015,SZABOLCS,Kisvárda,03,03,03
16-077-016,SZABOLCS,Kisvárda,03,03,03
16-078-001,SZABOLCS,Kocsord,05,05,05
16-078-002,SZABOLCS,Kocsord,05,05,05
16-078-003,SZABOLCS,Kocsord,05,05,05
16-079-001,SZABOLCS,Komlódtótfalu,05,05,05
16-080-001,SZABOLCS,Komoró,03,03,03
16-081-001,SZABOLCS,Kótaj,02,02,02
16-081-002,SZABOLCS,Kótaj,02,02,02
16-081-003,SZABOLCS,Kótaj,02,02,02
16-082-001,SZABOLCS,Kölcse,04,04,04
16-083-001,SZABOLCS,Kömörõ,04,04,04
16-084-001,SZABOLCS,Laskod,05,05,05
16-085-001,SZABOLCS,Levelek,05,05,05
16-085-002,SZABOLCS,Levelek,05,05,05
16-085-003,SZABOLCS,Levelek,05,05,05
16-086-001,SZABOLCS,Lónya,04,04,04
16-087-001,SZABOLCS,Lövõpetri,03,03,03
16-088-001,SZABOLCS,Magosliget,04,04,04
16-089-001,SZABOLCS,Magy,05,05,05
16-090-001,SZABOLCS,Mánd,04,04,04
16-091-001,SZABOLCS,Mándok,04,04,04
16-091-002,SZABOLCS,Mándok,04,04,04
16-091-003,SZABOLCS,Mándok,04,04,04
16-091-004,SZABOLCS,Mándok,04,04,04
16-092-001,SZABOLCS,Máriapócs,06,06,06
16-092-002,SZABOLCS,Máriapócs,06,06,06
16-093-001,SZABOLCS,Márokpapi,04,04,04
16-094-001,SZABOLCS,Mátészalka,05,05,05
16-094-002,SZABOLCS,Mátészalka,05,05,05
16-094-003,SZABOLCS,Mátészalka,05,05,05
16-094-004,SZABOLCS,Mátészalka,05,05,05
16-094-005,SZABOLCS,Mátészalka,05,05,05
16-094-006,SZABOLCS,Mátészalka,05,05,05
16-094-007,SZABOLCS,Mátészalka,05,05,05
16-094-008,SZABOLCS,Mátészalka,05,05,05
16-094-009,SZABOLCS,Mátészalka,05,05,05
16-094-010,SZABOLCS,Mátészalka,05,05,05
16-094-011,SZABOLCS,Mátészalka,05,05,05
16-094-012,SZABOLCS,Mátészalka,05,05,05
16-094-013,SZABOLCS,Mátészalka,05,05,05
16-094-014,SZABOLCS,Mátészalka,05,05,05
16-094-015,SZABOLCS,Mátészalka,05,05,05
16-094-016,SZABOLCS,Mátészalka,05,05,05
16-095-001,SZABOLCS,Mátyus,04,04,04
16-096-001,SZABOLCS,Mezõladány,03,03,03
16-097-001,SZABOLCS,Méhtelek,04,04,04
16-098-001,SZABOLCS,Mérk,06,06,06
16-098-002,SZABOLCS,Mérk,06,06,06
16-099-001,SZABOLCS,Milota,04,04,04
16-100-001,SZABOLCS,Nagyar,04,04,04
16-101-001,SZABOLCS,Nagycserkesz,02,02,02
16-101-002,SZABOLCS,Nagycserkesz,02,02,02
16-101-003,SZABOLCS,Nagycserkesz,02,02,02
16-102-001,SZABOLCS,Nagydobos,04,04,04
16-102-002,SZABOLCS,Nagydobos,04,04,04
16-103-001,SZABOLCS,Nagyecsed,05,05,05
16-103-002,SZABOLCS,Nagyecsed,05,05,05
16-103-003,SZABOLCS,Nagyecsed,05,05,05
16-103-004,SZABOLCS,Nagyecsed,05,05,05
16-103-005,SZABOLCS,Nagyecsed,05,05,05
16-103-006,SZABOLCS,Nagyecsed,05,05,05
16-104-001,SZABOLCS,Nagyhalász,03,03,03
16-104-002,SZABOLCS,Nagyhalász,03,03,03
16-104-003,SZABOLCS,Nagyhalász,03,03,03
16-104-004,SZABOLCS,Nagyhalász,03,03,03
16-104-005,SZABOLCS,Nagyhalász,03,03,03
16-104-006,SZABOLCS,Nagyhalász,03,03,03
16-105-001,SZABOLCS,Nagyhódos,04,04,04
16-106-001,SZABOLCS,Nagykálló,06,06,06
16-106-002,SZABOLCS,Nagykálló,06,06,06
16-106-003,SZABOLCS,Nagykálló,06,06,06
16-106-004,SZABOLCS,Nagykálló,06,06,06
16-106-005,SZABOLCS,Nagykálló,06,06,06
16-106-006,SZABOLCS,Nagykálló,06,06,06
16-106-007,SZABOLCS,Nagykálló,06,06,06
16-106-008,SZABOLCS,Nagykálló,06,06,06
16-107-001,SZABOLCS,Nagyszekeres,04,04,04
16-108-001,SZABOLCS,Nagyvarsány,04,04,04
16-109-001,SZABOLCS,Napkor,03,03,03
16-109-002,SZABOLCS,Napkor,03,03,03
16-109-003,SZABOLCS,Napkor,03,03,03
16-110-001,SZABOLCS,Nábrád,04,04,04
16-111-001,SZABOLCS,Nemesborzova,04,04,04
16-112-001,SZABOLCS,Nyírbátor,06,06,06
16-112-002,SZABOLCS,Nyírbátor,06,06,06
16-112-003,SZABOLCS,Nyírbátor,06,06,06
16-112-004,SZABOLCS,Nyírbátor,06,06,06
16-112-005,SZABOLCS,Nyírbátor,06,06,06
16-112-006,SZABOLCS,Nyírbátor,06,06,06
16-112-007,SZABOLCS,Nyírbátor,06,06,06
16-112-008,SZABOLCS,Nyírbátor,06,06,06
16-113-001,SZABOLCS,Nyírbéltek,06,06,06
16-113-002,SZABOLCS,Nyírbéltek,06,06,06
16-113-003,SZABOLCS,Nyírbéltek,06,06,06
16-114-001,SZABOLCS,Nyírbogát,06,06,06
16-114-002,SZABOLCS,Nyírbogát,06,06,06
16-114-003,SZABOLCS,Nyírbogát,06,06,06
16-115-001,SZABOLCS,Nyírbogdány,03,03,03
16-115-002,SZABOLCS,Nyírbogdány,03,03,03
16-115-003,SZABOLCS,Nyírbogdány,03,03,03
16-116-001,SZABOLCS,Nyírcsaholy,05,05,05
16-116-002,SZABOLCS,Nyírcsaholy,05,05,05
16-117-001,SZABOLCS,Nyírcsászári,06,06,06
16-118-001,SZABOLCS,Nyírderzs,06,06,06
16-119-001,SZABOLCS,Nyíregyháza,01,01,01
16-119-002,SZABOLCS,Nyíregyháza,01,01,01
16-119-003,SZABOLCS,Nyíregyháza,01,01,01
16-119-004,SZABOLCS,Nyíregyháza,01,01,01
16-119-005,SZABOLCS,Nyíregyháza,01,01,01
16-119-006,SZABOLCS,Nyíregyháza,01,01,01
16-119-007,SZABOLCS,Nyíregyháza,01,01,01
16-119-008,SZABOLCS,Nyíregyháza,01,01,01
16-119-009,SZABOLCS,Nyíregyháza,01,01,01
16-119-010,SZABOLCS,Nyíregyháza,01,01,01
16-119-011,SZABOLCS,Nyíregyháza,01,01,01
16-119-012,SZABOLCS,Nyíregyháza,01,01,01
16-119-013,SZABOLCS,Nyíregyháza,01,01,01
16-119-014,SZABOLCS,Nyíregyháza,01,01,01
16-119-015,SZABOLCS,Nyíregyháza,01,01,01
16-119-016,SZABOLCS,Nyíregyháza,01,01,01
16-119-017,SZABOLCS,Nyíregyháza,01,01,01
16-119-018,SZABOLCS,Nyíregyháza,01,01,01
16-119-019,SZABOLCS,Nyíregyháza,01,01,01
16-119-020,SZABOLCS,Nyíregyháza,02,02,02
16-119-021,SZABOLCS,Nyíregyháza,01,01,01
16-119-022,SZABOLCS,Nyíregyháza,02,02,02
16-119-023,SZABOLCS,Nyíregyháza,01,01,01
16-119-024,SZABOLCS,Nyíregyháza,01,01,01
16-119-025,SZABOLCS,Nyíregyháza,01,01,01
16-119-026,SZABOLCS,Nyíregyháza,01,01,01
16-119-027,SZABOLCS,Nyíregyháza,01,01,01
16-119-028,SZABOLCS,Nyíregyháza,02,02,02
16-119-029,SZABOLCS,Nyíregyháza,01,01,01
16-119-030,SZABOLCS,Nyíregyháza,01,01,01
16-119-031,SZABOLCS,Nyíregyháza,01,01,01
16-119-032,SZABOLCS,Nyíregyháza,01,02,01
16-119-033,SZABOLCS,Nyíregyháza,01,02,01
16-119-034,SZABOLCS,Nyíregyháza,01,01,01
16-119-035,SZABOLCS,Nyíregyháza,01,02,01
16-119-036,SZABOLCS,Nyíregyháza,01,01,01
16-119-037,SZABOLCS,Nyíregyháza,01,01,01
16-119-038,SZABOLCS,Nyíregyháza,01,01,01
16-119-039,SZABOLCS,Nyíregyháza,02,02,02
16-119-040,SZABOLCS,Nyíregyháza,02,02,02
16-119-041,SZABOLCS,Nyíregyháza,02,02,02
16-119-042,SZABOLCS,Nyíregyháza,02,02,02
16-119-043,SZABOLCS,Nyíregyháza,02,02,02
16-119-044,SZABOLCS,Nyíregyháza,01,01,01
16-119-045,SZABOLCS,Nyíregyháza,01,01,01
16-119-046,SZABOLCS,Nyíregyháza,01,01,01
16-119-047,SZABOLCS,Nyíregyháza,01,01,01
16-119-048,SZABOLCS,Nyíregyháza,01,01,01
16-119-049,SZABOLCS,Nyíregyháza,01,01,01
16-119-050,SZABOLCS,Nyíregyháza,01,01,01
16-119-051,SZABOLCS,Nyíregyháza,01,01,01
16-119-052,SZABOLCS,Nyíregyháza,01,01,01
16-119-053,SZABOLCS,Nyíregyháza,01,01,01
16-119-054,SZABOLCS,Nyíregyháza,01,01,01
16-119-055,SZABOLCS,Nyíregyháza,01,01,01
16-119-056,SZABOLCS,Nyíregyháza,01,01,01
16-119-057,SZABOLCS,Nyíregyháza,01,01,01
16-119-058,SZABOLCS,Nyíregyháza,01,01,01
16-119-059,SZABOLCS,Nyíregyháza,01,01,01
16-119-060,SZABOLCS,Nyíregyháza,01,01,01
16-119-061,SZABOLCS,Nyíregyháza,01,01,01
16-119-062,SZABOLCS,Nyíregyháza,01,01,01
16-119-063,SZABOLCS,Nyíregyháza,01,01,01
16-119-064,SZABOLCS,Nyíregyháza,01,01,01
16-119-065,SZABOLCS,Nyíregyháza,01,01,01
16-119-066,SZABOLCS,Nyíregyháza,01,01,01
16-119-067,SZABOLCS,Nyíregyháza,01,01,01
16-119-068,SZABOLCS,Nyíregyháza,01,01,01
16-119-069,SZABOLCS,Nyíregyháza,01,01,01
16-119-070,SZABOLCS,Nyíregyháza,02,02,02
16-119-071,SZABOLCS,Nyíregyháza,02,02,02
16-119-072,SZABOLCS,Nyíregyháza,02,02,02
16-119-073,SZABOLCS,Nyíregyháza,02,02,02
16-119-074,SZABOLCS,Nyíregyháza,02,02,02
16-119-075,SZABOLCS,Nyíregyháza,02,02,02
16-119-076,SZABOLCS,Nyíregyháza,02,02,02
16-119-077,SZABOLCS,Nyíregyháza,02,02,02
16-119-078,SZABOLCS,Nyíregyháza,01,01,01
16-119-079,SZABOLCS,Nyíregyháza,01,01,01
16-119-080,SZABOLCS,Nyíregyháza,01,01,01
16-119-081,SZABOLCS,Nyíregyháza,01,01,01
16-119-082,SZABOLCS,Nyíregyháza,01,01,01
16-119-083,SZABOLCS,Nyíregyháza,02,02,02
16-119-084,SZABOLCS,Nyíregyháza,02,02,02
16-119-085,SZABOLCS,Nyíregyháza,02,02,02
16-119-086,SZABOLCS,Nyíregyháza,02,02,02
16-119-087,SZABOLCS,Nyíregyháza,01,01,01
16-119-088,SZABOLCS,Nyíregyháza,01,01,01
16-119-089,SZABOLCS,Nyíregyháza,01,01,01
16-119-090,SZABOLCS,Nyíregyháza,01,01,01
16-119-091,SZABOLCS,Nyíregyháza,01,01,01
16-119-092,SZABOLCS,Nyíregyháza,01,01,01
16-119-093,SZABOLCS,Nyíregyháza,01,01,01
16-119-094,SZABOLCS,Nyíregyháza,01,01,01
16-119-095,SZABOLCS,Nyíregyháza,01,01,01
16-119-096,SZABOLCS,Nyíregyháza,01,01,01
16-119-097,SZABOLCS,Nyíregyháza,01,01,01
16-119-098,SZABOLCS,Nyíregyháza,01,01,01
16-119-099,SZABOLCS,Nyíregyháza,01,01,01
16-119-100,SZABOLCS,Nyíregyháza,02,02,02
16-119-101,SZABOLCS,Nyíregyháza,01,01,01
16-120-001,SZABOLCS,Nyírgelse,06,06,06
16-120-002,SZABOLCS,Nyírgelse,06,06,06
16-121-001,SZABOLCS,Nyírgyulaj,06,06,06
16-121-002,SZABOLCS,Nyírgyulaj,06,06,06
16-122-001,SZABOLCS,Nyíribrony,03,03,03
16-123-001,SZABOLCS,Nyírjákó,05,05,05
16-124-001,SZABOLCS,Nyírkarász,05,05,05
16-124-002,SZABOLCS,Nyírkarász,05,05,05
16-125-001,SZABOLCS,Nyírkáta,06,06,06
16-125-002,SZABOLCS,Nyírkáta,06,06,06
16-126-001,SZABOLCS,Nyírkércs,05,05,05
16-127-001,SZABOLCS,Nyírlövõ,03,03,03
16-128-001,SZABOLCS,Nyírlugos,06,06,06
16-128-002,SZABOLCS,Nyírlugos,06,06,06
16-128-003,SZABOLCS,Nyírlugos,06,06,06
16-129-001,SZABOLCS,Nyírmada,05,05,05
16-129-002,SZABOLCS,Nyírmada,05,05,05
16-129-003,SZABOLCS,Nyírmada,05,05,05
16-129-004,SZABOLCS,Nyírmada,05,05,05
16-129-005,SZABOLCS,Nyírmada,05,05,05
16-130-001,SZABOLCS,Nyírmeggyes,05,05,05
16-130-002,SZABOLCS,Nyírmeggyes,05,05,05
16-131-001,SZABOLCS,Nyírmihálydi,06,06,06
16-131-002,SZABOLCS,Nyírmihálydi,06,06,06
16-132-001,SZABOLCS,Nyírparasznya,05,05,05
16-133-001,SZABOLCS,Nyírpazony,03,03,03
16-133-002,SZABOLCS,Nyírpazony,03,03,03
16-133-003,SZABOLCS,Nyírpazony,03,03,03
16-133-004,SZABOLCS,Nyírpazony,03,03,03
16-134-001,SZABOLCS,Nyírpilis,06,06,06
16-135-001,SZABOLCS,Nyírtass,03,03,03
16-135-002,SZABOLCS,Nyírtass,03,03,03
16-136-001,SZABOLCS,Nyírtelek,02,02,02
16-136-002,SZABOLCS,Nyírtelek,02,02,02
16-136-003,SZABOLCS,Nyírtelek,02,02,02
16-136-004,SZABOLCS,Nyírtelek,02,02,02
16-136-005,SZABOLCS,Nyírtelek,02,02,02
16-136-006,SZABOLCS,Nyírtelek,02,02,02
16-137-001,SZABOLCS,Nyírtét,03,03,03
16-138-001,SZABOLCS,Nyírtura,03,03,03
16-138-002,SZABOLCS,Nyírtura,03,03,03
16-139-001,SZABOLCS,Nyírvasvári,06,06,06
16-139-002,SZABOLCS,Nyírvasvári,06,06,06
16-140-001,SZABOLCS,Olcsva,04,04,04
16-141-001,SZABOLCS,Olcsvaapáti,04,04,04
16-142-001,SZABOLCS,Ófehértó,05,05,05
16-142-002,SZABOLCS,Ófehértó,05,05,05
16-143-001,SZABOLCS,Ópályi,05,05,05
16-143-002,SZABOLCS,Ópályi,05,05,05
16-144-001,SZABOLCS,Ököritófülpös,05,05,05
16-144-002,SZABOLCS,Ököritófülpös,05,05,05
16-145-001,SZABOLCS,Ömböly,06,06,06
16-146-001,SZABOLCS,Õr,05,05,05
16-146-002,SZABOLCS,Õr,05,05,05
16-147-001,SZABOLCS,Panyola,04,04,04
16-148-001,SZABOLCS,Pap,03,03,03
16-148-002,SZABOLCS,Pap,03,03,03
16-149-001,SZABOLCS,Papos,05,05,05
16-150-001,SZABOLCS,Paszab,02,02,02
16-151-001,SZABOLCS,Pátroha,03,03,03
16-151-002,SZABOLCS,Pátroha,03,03,03
16-151-003,SZABOLCS,Pátroha,03,03,03
16-152-001,SZABOLCS,Pátyod,05,05,05
16-153-001,SZABOLCS,Penészlek,06,06,06
16-154-001,SZABOLCS,Penyige,04,04,04
16-155-001,SZABOLCS,Petneháza,05,05,05
16-155-002,SZABOLCS,Petneháza,05,05,05
16-156-001,SZABOLCS,Piricse,06,06,06
16-156-002,SZABOLCS,Piricse,06,06,06
16-157-001,SZABOLCS,Porcsalma,05,05,05
16-157-002,SZABOLCS,Porcsalma,05,05,05
16-157-003,SZABOLCS,Porcsalma,05,05,05
16-158-001,SZABOLCS,Pócspetri,06,06,06
16-158-002,SZABOLCS,Pócspetri,06,06,06
16-159-001,SZABOLCS,Pusztadobos,05,05,05
16-160-001,SZABOLCS,Rakamaz,02,02,02
16-160-002,SZABOLCS,Rakamaz,02,02,02
16-160-003,SZABOLCS,Rakamaz,02,02,02
16-160-004,SZABOLCS,Rakamaz,02,02,02
16-160-005,SZABOLCS,Rakamaz,02,02,02
16-161-001,SZABOLCS,Ramocsaháza,03,03,03
16-162-001,SZABOLCS,Rápolt,05,05,05
16-163-001,SZABOLCS,Rétközberencs,03,03,03
16-164-001,SZABOLCS,Rohod,05,05,05
16-165-001,SZABOLCS,Rozsály,04,04,04
16-166-001,SZABOLCS,Sényõ,03,03,03
16-167-001,SZABOLCS,Sonkád,04,04,04
16-168-001,SZABOLCS,Szabolcs,02,02,02
16-169-001,SZABOLCS,Szabolcsbáka,03,03,03
16-170-001,SZABOLCS,Szabolcsveresmart,03,03,03
16-170-002,SZABOLCS,Szabolcsveresmart,03,03,03
16-171-001,SZABOLCS,Szakoly,06,06,06
16-171-002,SZABOLCS,Szakoly,06,06,06
16-171-003,SZABOLCS,Szakoly,06,06,06
16-172-001,SZABOLCS,Szamosangyalos,05,05,05
16-173-001,SZABOLCS,Szamosbecs,05,05,05
16-174-001,SZABOLCS,Szamoskér,04,04,04
16-175-001,SZABOLCS,Szamossályi,04,04,04
16-176-001,SZABOLCS,Szamosszeg,04,04,04
16-176-002,SZABOLCS,Szamosszeg,04,04,04
16-177-001,SZABOLCS,Szamostatárfalva,05,05,05
16-178-001,SZABOLCS,Szamosújlak,04,04,04
16-179-001,SZABOLCS,Szatmárcseke,04,04,04
16-179-002,SZABOLCS,Szatmárcseke,04,04,04
16-180-001,SZABOLCS,Székely,03,03,03
16-181-001,SZABOLCS,Tarpa,04,04,04
16-181-002,SZABOLCS,Tarpa,04,04,04
16-182-001,SZABOLCS,Tákos,04,04,04
16-183-001,SZABOLCS,Terem,06,06,06
16-184-001,SZABOLCS,Tiborszállás,05,05,05
16-185-001,SZABOLCS,Timár,02,02,02
16-186-001,SZABOLCS,Tiszaadony,04,04,04
16-187-001,SZABOLCS,Tiszabecs,04,04,04
16-188-001,SZABOLCS,Tiszabercel,02,02,02
16-188-002,SZABOLCS,Tiszabercel,02,02,02
16-189-001,SZABOLCS,Tiszabezdéd,04,04,04
16-189-002,SZABOLCS,Tiszabezdéd,04,04,04
16-190-001,SZABOLCS,Tiszacsécse,04,04,04
16-191-001,SZABOLCS,Tiszadada,02,02,02
16-191-002,SZABOLCS,Tiszadada,02,02,02
16-191-003,SZABOLCS,Tiszadada,02,02,02
16-192-001,SZABOLCS,Tiszadob,02,02,02
16-192-002,SZABOLCS,Tiszadob,02,02,02
16-192-003,SZABOLCS,Tiszadob,02,02,02
16-192-004,SZABOLCS,Tiszadob,02,02,02
16-193-001,SZABOLCS,Tiszaeszlár,02,02,02
16-193-002,SZABOLCS,Tiszaeszlár,02,02,02
16-193-003,SZABOLCS,Tiszaeszlár,02,02,02
16-193-004,SZABOLCS,Tiszaeszlár,02,02,02
16-194-001,SZABOLCS,Tiszakanyár,03,03,03
16-194-002,SZABOLCS,Tiszakanyár,03,03,03
16-195-001,SZABOLCS,Tiszakerecseny,04,04,04
16-196-001,SZABOLCS,Tiszakóród,04,04,04
16-197-001,SZABOLCS,Tiszalök,02,02,02
16-197-002,SZABOLCS,Tiszalök,02,02,02
16-197-003,SZABOLCS,Tiszalök,02,02,02
