JKV_AZONOSITO,SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_LEVO,ELTERES,ERVENYTELEN,ERVENYES,TIPUS,ERVENYES_SZAVAZASI_IRATOK,IRATOKBAN_LEVO_SZAVAZOLAP
62307,07-061-013,710,562,561,-1,2,559,EGYENI,,
62309,07-061-014,685,572,572,0,6,566,EGYENI,,
62311,07-061-015,174,110,109,-1,1,108,EGYENI,,
62313,07-062-001,449,379,379,0,4,375,EGYENI,,
62315,07-063-001,474,308,308,0,6,302,EGYENI,,
62317,07-063-002,507,336,336,0,4,332,EGYENI,,
62319,07-063-003,148,94,94,0,2,92,EGYENI,,
62321,07-064-001,885,515,515,0,7,508,EGYENI,,
62323,07-065-001,503,381,381,0,1,380,EGYENI,,
62325,07-066-001,761,560,560,0,0,560,EGYENI,,
62327,07-066-002,829,637,637,0,3,634,EGYENI,,
62329,07-066-003,827,657,657,0,10,647,EGYENI,,
62331,07-066-004,785,585,585,0,2,583,EGYENI,,
62333,07-066-005,104,57,57,0,3,54,EGYENI,,
62335,07-067-001,413,267,267,0,0,267,EGYENI,,
62337,07-067-002,530,366,366,0,3,363,EGYENI,,
62339,07-067-003,475,323,323,0,3,320,EGYENI,,
62341,07-068-001,428,316,316,0,2,314,EGYENI,,
62343,07-068-002,193,127,127,0,2,125,EGYENI,,
62345,07-069-001,866,669,669,0,4,665,EGYENI,,
62347,07-069-002,892,668,668,0,4,664,EGYENI,,
62349,07-069-003,758,569,569,0,6,563,EGYENI,,
62351,07-070-001,691,504,503,-1,2,501,EGYENI,,
62353,07-070-002,674,454,454,0,2,452,EGYENI,,
62355,07-071-001,911,725,725,0,3,722,EGYENI,,
62357,07-071-002,776,594,594,0,7,587,EGYENI,,
62359,07-072-001,731,437,437,0,8,429,EGYENI,,
62361,07-072-002,710,461,461,0,20,441,EGYENI,,
62363,07-072-003,782,493,493,0,16,477,EGYENI,,
62365,07-072-004,871,494,494,0,12,482,EGYENI,,
62367,07-073-001,308,167,167,0,2,165,EGYENI,,
62369,07-073-002,921,602,600,-2,3,597,EGYENI,,
62371,07-073-003,1018,659,659,0,6,653,EGYENI,,
62373,07-073-004,944,561,561,0,8,553,EGYENI,,
62375,07-073-005,787,479,478,-1,5,473,EGYENI,,
62377,07-073-006,1100,730,730,0,12,718,EGYENI,,
62379,07-073-007,212,118,118,0,4,114,EGYENI,,
62381,07-074-001,992,624,624,0,6,618,EGYENI,,
62383,07-074-002,728,470,464,-6,3,461,EGYENI,,
62385,07-074-003,989,604,604,0,6,598,EGYENI,,
62387,07-074-004,972,590,590,0,3,587,EGYENI,,
62389,07-074-005,1113,697,697,0,7,690,EGYENI,,
62391,07-075-001,727,556,556,0,7,549,EGYENI,,
62393,07-075-002,618,452,452,0,16,436,EGYENI,,
62395,07-075-003,558,408,408,0,6,402,EGYENI,,
62397,07-076-001,903,658,658,0,1,657,EGYENI,,
62399,07-076-002,931,645,645,0,8,637,EGYENI,,
62401,07-076-003,925,707,707,0,6,701,EGYENI,,
62403,07-076-004,936,754,753,-1,6,747,EGYENI,,
62405,07-077-001,860,546,546,0,1,545,EGYENI,,
62407,07-077-002,866,533,533,0,4,529,EGYENI,,
62409,07-077-003,950,604,604,0,1,603,EGYENI,,
62411,07-078-001,695,430,430,0,2,428,EGYENI,,
62413,07-078-002,639,432,432,0,3,429,EGYENI,,
62415,07-078-003,484,319,319,0,2,317,EGYENI,,
62417,07-078-004,662,422,422,0,8,414,EGYENI,,
62419,07-078-005,602,417,417,0,2,415,EGYENI,,
62421,07-078-006,512,374,374,0,6,368,EGYENI,,
62423,07-078-007,539,380,380,0,5,375,EGYENI,,
62425,07-078-008,580,388,387,-1,3,384,EGYENI,,
62427,07-078-009,597,442,441,-1,1,440,EGYENI,,
62429,07-078-010,645,468,468,0,2,466,EGYENI,,
62431,07-078-011,692,497,496,-1,4,492,EGYENI,,
62433,07-078-012,694,471,471,0,3,468,EGYENI,,
62435,07-078-013,466,327,327,0,9,318,EGYENI,,
62573,07-078-014,640,420,420,0,6,414,EGYENI,,
62575,07-078-015,212,141,141,0,0,141,EGYENI,,
62577,07-078-016,174,101,101,0,2,99,EGYENI,,
62579,07-078-017,503,337,337,0,6,331,EGYENI,,
62581,07-078-018,192,121,121,0,1,120,EGYENI,,
62583,07-078-019,1608,1430,1423,-7,12,1411,EGYENI,,
62585,07-079-001,560,385,385,0,4,381,EGYENI,,
62587,07-080-001,1238,970,970,0,7,963,EGYENI,,
62589,07-081-001,631,322,321,-1,3,318,EGYENI,,
62591,07-081-002,1039,515,513,-2,10,503,EGYENI,,
62593,07-082-001,479,323,323,0,2,321,EGYENI,,
62595,07-083-001,1044,628,628,0,8,620,EGYENI,,
62597,07-083-002,804,509,509,0,12,497,EGYENI,,
62599,07-083-003,758,424,424,0,11,413,EGYENI,,
62601,07-084-001,943,615,615,0,3,612,EGYENI,,
62603,07-084-002,160,126,126,0,4,122,EGYENI,,
62605,07-085-001,826,580,579,-1,9,570,EGYENI,,
62607,07-085-002,895,652,651,-1,1,650,EGYENI,,
62609,07-085-003,737,467,466,-1,9,457,EGYENI,,
62611,07-086-001,969,674,674,0,7,667,EGYENI,,
62613,07-086-002,1096,695,693,-2,9,684,EGYENI,,
62615,07-086-003,859,561,560,-1,13,547,EGYENI,,
62617,07-086-004,686,399,399,0,4,395,EGYENI,,
62619,07-087-001,739,466,466,0,6,460,EGYENI,,
62621,07-087-002,762,535,535,0,5,530,EGYENI,,
62623,07-088-001,396,309,309,0,4,305,EGYENI,,
62625,07-089-001,1242,1036,1036,0,2,1034,EGYENI,,
62627,07-090-001,936,618,618,0,5,613,EGYENI,,
62629,07-090-002,923,693,693,0,1,692,EGYENI,,
62631,07-090-003,979,661,651,-10,3,648,EGYENI,,
62633,07-090-004,970,648,648,0,7,641,EGYENI,,
62635,07-091-001,1283,816,815,-1,11,804,EGYENI,,
62637,07-091-002,489,276,276,0,3,273,EGYENI,,
62639,07-092-001,574,344,344,0,13,331,EGYENI,,
62641,07-092-002,69,45,45,0,0,45,EGYENI,,
62643,07-093-001,606,462,462,0,6,456,EGYENI,,
62645,07-093-002,685,500,500,0,17,483,EGYENI,,
62647,07-094-001,811,606,604,-2,4,600,EGYENI,,
62649,07-094-002,806,577,576,-1,1,575,EGYENI,,
62651,07-094-003,1004,709,709,0,5,704,EGYENI,,
62653,07-094-004,283,236,236,0,2,234,EGYENI,,
62655,07-094-005,694,522,514,-8,0,514,EGYENI,,
62657,07-094-006,736,576,576,0,5,571,EGYENI,,
62659,07-094-007,730,558,563,5,36,527,EGYENI,,
62661,07-094-008,784,607,607,0,6,601,EGYENI,,
62663,07-094-009,867,631,631,0,7,624,EGYENI,,
62665,07-094-010,828,595,592,-3,0,592,EGYENI,,
62667,07-094-011,776,560,560,0,2,558,EGYENI,,
62669,07-094-012,824,626,626,0,3,623,EGYENI,,
62671,07-094-013,920,675,675,0,6,669,EGYENI,,
62673,07-094-014,787,570,569,-1,2,567,EGYENI,,
62675,07-094-015,657,502,502,0,3,499,EGYENI,,
62677,07-094-016,717,545,535,-10,3,532,EGYENI,,
62679,07-094-017,751,505,505,0,12,493,EGYENI,,
62681,07-094-018,846,632,629,-3,3,626,EGYENI,,
62683,07-094-019,804,586,586,0,6,580,EGYENI,,
62685,07-094-020,797,551,551,0,5,546,EGYENI,,
62687,07-094-021,941,718,713,-5,2,711,EGYENI,,
62689,07-094-022,863,625,621,-4,6,615,EGYENI,,
62691,07-094-023,954,712,710,-2,4,706,EGYENI,,
62693,07-094-024,597,451,448,-3,6,442,EGYENI,,
62695,07-094-025,553,394,394,0,3,391,EGYENI,,
62833,07-094-026,686,509,509,0,3,506,EGYENI,,
62835,07-094-027,801,623,619,-4,5,614,EGYENI,,
62837,07-094-028,691,518,518,0,1,517,EGYENI,,
62839,07-094-029,836,595,595,0,3,592,EGYENI,,
62841,07-094-030,1099,742,742,0,3,739,EGYENI,,
62843,07-094-031,824,610,609,-1,3,606,EGYENI,,
62845,07-094-032,880,645,641,-4,2,639,EGYENI,,
62847,07-094-033,1162,518,517,-1,4,513,EGYENI,,
62849,07-094-034,971,741,740,-1,7,733,EGYENI,,
62851,07-094-035,922,671,671,0,5,666,EGYENI,,
62853,07-094-036,768,549,550,1,7,543,EGYENI,,
62855,07-094-037,818,610,610,0,5,605,EGYENI,,
62857,07-094-038,889,655,655,0,6,649,EGYENI,,
62859,07-094-039,945,698,698,0,7,691,EGYENI,,
62861,07-094-040,1186,900,900,0,10,890,EGYENI,,
62863,07-094-041,1068,784,784,0,3,781,EGYENI,,
62865,07-094-042,1070,724,723,-1,5,718,EGYENI,,
62867,07-094-043,914,745,745,0,5,740,EGYENI,,
62869,07-094-044,984,711,711,0,8,703,EGYENI,,
62871,07-094-045,695,510,510,0,3,507,EGYENI,,
62873,07-094-046,864,611,610,-1,3,607,EGYENI,,
62875,07-094-047,833,620,618,-2,3,615,EGYENI,,
62877,07-094-048,1123,896,896,0,7,889,EGYENI,,
62879,07-094-049,1192,936,935,-1,6,929,EGYENI,,
62881,07-094-050,758,577,577,0,5,572,EGYENI,,
62883,07-094-051,1180,782,782,0,5,777,EGYENI,,
62885,07-094-052,646,496,495,-1,3,492,EGYENI,,
62887,07-094-053,851,654,653,-1,4,649,EGYENI,,
62889,07-094-054,1057,820,818,-2,13,805,EGYENI,,
62891,07-094-055,742,596,595,-1,7,588,EGYENI,,
62893,07-094-056,2675,2400,2392,-8,16,2376,EGYENI,,
62895,07-094-057,564,446,446,0,1,445,EGYENI,,
62897,07-094-058,949,765,761,-4,6,755,EGYENI,,
62899,07-094-059,652,512,508,-4,1,507,EGYENI,,
62901,07-094-060,552,433,433,0,2,431,EGYENI,,
62903,07-094-061,615,492,491,-1,4,487,EGYENI,,
62905,07-094-062,701,591,591,0,10,581,EGYENI,,
62907,07-094-063,868,687,684,-3,9,675,EGYENI,,
62909,07-094-064,971,788,788,0,3,785,EGYENI,,
62911,07-094-065,695,567,565,-2,0,565,EGYENI,,
62913,07-094-066,1152,975,971,-4,10,961,EGYENI,,
62915,07-094-067,1135,888,888,0,6,882,EGYENI,,
62917,07-094-068,882,710,709,-1,7,702,EGYENI,,
62919,07-094-069,849,700,701,1,16,685,EGYENI,,
62921,07-094-070,921,789,785,-4,4,781,EGYENI,,
62923,07-094-071,692,557,556,-1,3,553,EGYENI,,
62925,07-094-072,887,758,756,-2,1,755,EGYENI,,
62927,07-094-073,1084,898,897,-1,6,891,EGYENI,,
62929,07-094-074,675,529,529,0,3,526,EGYENI,,
62931,07-094-075,355,270,270,0,3,267,EGYENI,,
62933,07-094-076,1152,783,783,0,7,776,EGYENI,,
62935,07-094-077,997,815,812,-3,5,807,EGYENI,,
62937,07-094-078,1014,777,777,0,5,772,EGYENI,,
62939,07-094-079,872,684,683,-1,5,678,EGYENI,,
62941,07-094-080,1027,800,795,-5,6,789,EGYENI,,
62943,07-094-081,841,623,623,0,3,620,EGYENI,,
59467,07-094-082,578,439,439,0,1,438,EGYENI,,
59469,07-094-083,810,654,658,4,4,654,EGYENI,,
59471,07-094-084,628,454,454,0,10,444,EGYENI,,
59473,07-094-085,939,756,755,-1,2,753,EGYENI,,
59475,07-094-086,809,573,573,0,2,571,EGYENI,,
59477,07-094-087,988,765,764,-1,4,760,EGYENI,,
59479,07-094-088,751,593,592,-1,3,589,EGYENI,,
59481,07-094-089,1172,850,849,-1,4,845,EGYENI,,
59483,07-094-090,1262,950,950,0,10,940,EGYENI,,
59485,07-094-091,2270,1946,1942,-4,9,1933,EGYENI,,
59487,07-094-092,197,154,154,0,3,151,EGYENI,,
59489,07-095-001,755,566,564,-2,4,560,EGYENI,,
59491,07-096-001,699,486,486,0,3,483,EGYENI,,
59493,07-096-002,641,464,464,0,4,460,EGYENI,,
59495,07-097-001,1408,1089,1087,-2,5,1082,EGYENI,,
59497,07-098-001,336,239,239,0,2,237,EGYENI,,
59499,07-099-001,894,667,667,0,3,664,EGYENI,,
59501,07-099-002,975,708,707,-1,2,705,EGYENI,,
59503,07-100-001,658,390,390,0,10,380,EGYENI,,
59505,07-101-001,714,505,505,0,4,501,EGYENI,,
59507,07-101-002,710,514,514,0,9,505,EGYENI,,
59509,07-101-003,559,444,443,-1,0,443,EGYENI,,
59511,07-102-001,1086,828,828,0,4,824,EGYENI,,
59513,07-102-002,758,575,575,0,4,571,EGYENI,,
59515,07-102-003,966,713,712,-1,6,706,EGYENI,,
59517,07-102-004,975,783,783,0,2,781,EGYENI,,
59519,07-102-005,1007,760,760,0,3,757,EGYENI,,
59521,07-103-001,632,433,432,-1,2,430,EGYENI,,
59523,07-104-001,707,444,444,0,6,438,EGYENI,,
59525,07-104-002,696,496,496,0,5,491,EGYENI,,
59527,07-105-001,722,555,555,0,9,546,EGYENI,,
59529,07-106-001,912,590,589,-1,7,582,EGYENI,,
59531,07-106-002,932,676,675,-1,3,672,EGYENI,,
59533,07-107-001,769,494,494,0,3,491,EGYENI,,
59535,07-108-001,537,320,320,0,7,313,EGYENI,,
59537,07-108-002,454,262,262,0,1,261,EGYENI,,
59539,08-001-001,598,462,462,0,6,456,EGYENI,,
59541,08-001-002,653,469,469,0,7,462,EGYENI,,
59543,08-001-003,734,533,533,0,11,522,EGYENI,,
59545,08-001-004,585,439,439,0,7,432,EGYENI,,
59547,08-002-001,382,321,321,0,3,318,EGYENI,,
59549,08-003-001,727,561,560,-1,4,556,EGYENI,,
59551,08-004-001,822,588,588,0,1,587,EGYENI,,
59553,08-004-002,860,660,660,0,4,656,EGYENI,,
59555,08-005-001,207,163,163,0,2,161,EGYENI,,
59557,08-006-001,890,623,623,0,15,608,EGYENI,,
59559,08-006-002,698,508,508,0,3,505,EGYENI,,
59561,08-007-001,936,682,682,0,7,675,EGYENI,,
59563,08-008-001,123,100,100,0,1,99,EGYENI,,
59565,08-009-001,227,167,167,0,1,166,EGYENI,,
59567,08-010-001,798,532,532,0,5,527,EGYENI,,
59569,08-010-002,606,381,381,0,10,371,EGYENI,,
59571,08-011-001,602,418,418,0,2,416,EGYENI,,
59573,08-012-001,545,416,416,0,5,411,EGYENI,,
59575,08-012-002,528,370,370,0,5,365,EGYENI,,
59577,08-013-001,936,700,700,0,5,695,EGYENI,,
59579,08-013-002,932,696,694,-2,6,688,EGYENI,,
59581,08-013-003,259,187,187,0,1,186,EGYENI,,
59583,08-014-001,418,313,313,0,4,309,EGYENI,,
59585,08-014-002,390,296,297,1,10,287,EGYENI,,
59587,08-014-003,149,107,107,0,3,104,EGYENI,,
59589,08-015-001,393,293,293,0,3,290,EGYENI,,
59591,08-016-001,256,192,191,-1,3,188,EGYENI,,
59593,08-017-001,513,381,381,0,4,377,EGYENI,,
59596,08-018-001,998,728,728,0,4,724,EGYENI,,
59598,08-019-001,785,528,528,0,2,526,EGYENI,,
59599,08-019-002,811,536,536,0,9,527,EGYENI,,
59731,08-019-003,183,125,125,0,0,125,EGYENI,,
59733,08-020-001,874,615,615,0,1,614,EGYENI,,
59735,08-020-002,843,596,596,0,4,592,EGYENI,,
59737,08-021-001,40,38,38,0,1,37,EGYENI,,
59739,08-022-001,436,309,309,0,6,303,EGYENI,,
59741,08-023-001,431,310,310,0,4,306,EGYENI,,
59743,08-024-001,170,135,135,0,2,133,EGYENI,,
59745,08-025-001,30,26,26,0,0,26,EGYENI,,
59747,08-026-001,395,275,275,0,6,269,EGYENI,,
59749,08-027-001,1094,839,839,0,7,832,EGYENI,,
59751,08-027-002,2498,2163,2157,-6,26,2131,EGYENI,,
59753,08-027-003,1010,743,743,0,10,733,EGYENI,,
59755,08-027-004,985,776,777,1,11,766,EGYENI,,
59757,08-027-005,1024,794,794,0,5,789,EGYENI,,
59759,08-027-006,966,733,732,-1,3,729,EGYENI,,
59761,08-027-007,967,723,721,-2,5,716,EGYENI,,
59763,08-027-008,1070,781,781,0,3,778,EGYENI,,
59765,08-028-001,611,467,467,0,7,460,EGYENI,,
59767,08-028-002,649,468,468,0,7,461,EGYENI,,
59769,08-029-001,323,226,226,0,0,226,EGYENI,,
59771,08-030-001,486,362,362,0,2,360,EGYENI,,
59773,08-031-001,670,435,435,0,9,426,EGYENI,,
59775,08-031-002,716,506,506,0,8,498,EGYENI,,
59777,08-032-001,196,150,150,0,3,147,EGYENI,,
59779,08-033-001,804,576,576,0,3,573,EGYENI,,
59781,08-033-002,839,597,597,0,8,589,EGYENI,,
59783,08-034-001,576,417,417,0,8,409,EGYENI,,
59785,08-035-001,171,122,122,0,2,120,EGYENI,,
59787,08-035-002,433,314,314,0,4,310,EGYENI,,
59789,08-035-003,577,426,426,0,5,421,EGYENI,,
59791,08-036-001,129,96,96,0,1,95,EGYENI,,
59793,08-037-001,99,80,80,0,0,80,EGYENI,,
59795,08-038-001,441,319,319,0,3,316,EGYENI,,
59797,08-039-001,703,534,528,-6,4,524,EGYENI,,
59799,08-040-001,1397,992,992,0,10,982,EGYENI,,
59801,08-041-001,864,640,637,-3,2,635,EGYENI,,
59803,08-041-002,750,548,548,0,4,544,EGYENI,,
59805,08-042-001,755,588,588,0,7,581,EGYENI,,
59807,08-042-002,792,580,580,0,2,578,EGYENI,,
59809,08-043-001,374,270,269,-1,2,267,EGYENI,,
59811,08-044-001,422,322,322,0,4,318,EGYENI,,
59813,08-045-001,720,524,524,0,4,520,EGYENI,,
59815,08-046-001,91,71,71,0,3,68,EGYENI,,
59817,08-047-001,242,178,177,-1,0,177,EGYENI,,
59819,08-048-001,1069,831,831,0,4,827,EGYENI,,
59821,08-048-002,641,509,509,0,7,502,EGYENI,,
59823,08-048-003,810,595,595,0,1,594,EGYENI,,
59825,08-048-004,101,69,69,0,0,69,EGYENI,,
59827,08-049-001,497,392,392,0,3,389,EGYENI,,
59829,08-050-001,595,453,453,0,0,453,EGYENI,,
59831,08-051-001,922,620,620,0,7,613,EGYENI,,
59833,08-051-002,838,585,581,-4,6,575,EGYENI,,
59835,08-052-001,917,695,695,0,4,691,EGYENI,,
59837,08-052-002,793,619,619,0,5,614,EGYENI,,
59839,08-052-003,654,552,552,0,6,546,EGYENI,,
59841,08-052-004,662,506,506,0,8,498,EGYENI,,
59843,08-053-001,992,739,739,0,8,731,EGYENI,,
59845,08-054-001,844,580,579,-1,6,573,EGYENI,,
59847,08-054-002,865,600,600,0,5,595,EGYENI,,
59849,08-054-003,795,502,502,0,7,495,EGYENI,,
59851,08-055-001,52,42,42,0,0,42,EGYENI,,
59853,08-056-001,1084,796,795,-1,2,793,EGYENI,,
59855,08-057-001,325,225,225,0,0,225,EGYENI,,
59857,08-058-001,970,650,649,-1,3,646,EGYENI,,
59859,08-059-001,972,709,708,-1,1,707,EGYENI,,
59861,08-059-002,1171,755,753,-2,9,744,EGYENI,,
59863,08-059-003,1014,712,712,0,6,706,EGYENI,,
59865,08-059-004,1024,672,672,0,10,662,EGYENI,,
59867,08-059-005,1187,761,760,-1,8,752,EGYENI,,
60009,08-059-006,958,766,766,0,3,763,EGYENI,,
60011,08-059-007,901,653,654,1,16,638,EGYENI,,
60013,08-059-008,624,374,374,0,1,373,EGYENI,,
60015,08-059-009,2955,2585,2585,0,17,2568,EGYENI,,
60017,08-059-010,790,571,571,0,10,561,EGYENI,,
60019,08-059-011,849,442,442,0,3,439,EGYENI,,
60021,08-059-012,1082,554,547,-7,0,547,EGYENI,,
60023,08-059-013,755,595,595,0,10,585,EGYENI,,
60025,08-059-014,877,611,610,-1,3,607,EGYENI,,
60027,08-059-015,1010,786,786,0,5,781,EGYENI,,
60029,08-059-016,850,639,639,0,4,635,EGYENI,,
60031,08-059-017,927,686,686,0,4,682,EGYENI,,
60033,08-059-018,806,667,664,-3,1,663,EGYENI,,
60035,08-059-019,774,627,624,-3,3,621,EGYENI,,
60037,08-059-020,712,577,577,0,2,575,EGYENI,,
60039,08-059-021,1131,853,853,0,7,846,EGYENI,,
60041,08-059-022,1102,896,895,-1,4,891,EGYENI,,
60043,08-059-023,1109,854,854,0,4,850,EGYENI,,
60045,08-059-024,1195,910,909,-1,11,898,EGYENI,,
60047,08-059-025,1037,841,841,0,1,840,EGYENI,,
60049,08-059-026,1165,922,922,0,2,920,EGYENI,,
60051,08-059-027,1232,906,905,-1,6,899,EGYENI,,
60053,08-059-028,1129,887,887,0,9,878,EGYENI,,
60055,08-059-029,1037,786,785,-1,5,780,EGYENI,,
60057,08-059-030,929,750,749,-1,6,743,EGYENI,,
60059,08-059-031,842,602,599,-3,3,596,EGYENI,,
60061,08-059-032,879,621,621,0,9,612,EGYENI,,
60063,08-059-033,951,707,706,-1,6,700,EGYENI,,
60065,08-059-034,1057,732,730,-2,6,724,EGYENI,,
60067,08-059-035,1006,654,654,0,6,648,EGYENI,,
60069,08-059-036,1051,701,697,-4,9,688,EGYENI,,
60071,08-059-037,1082,671,671,0,7,664,EGYENI,,
60073,08-059-038,1005,590,589,-1,7,582,EGYENI,,
60075,08-059-039,1092,789,787,-2,4,783,EGYENI,,
60077,08-059-040,1194,822,822,0,8,814,EGYENI,,
60079,08-059-041,886,603,603,0,8,595,EGYENI,,
60081,08-059-042,1038,716,714,-2,8,706,EGYENI,,
60083,08-059-043,1011,645,645,0,3,642,EGYENI,,
60085,08-059-044,933,659,660,1,18,642,EGYENI,,
60087,08-059-045,958,702,702,0,8,694,EGYENI,,
60089,08-059-046,933,633,633,0,0,633,EGYENI,,
60091,08-059-047,982,673,673,0,7,666,EGYENI,,
60093,08-059-048,913,655,655,0,7,648,EGYENI,,
60095,08-059-049,903,603,603,0,2,601,EGYENI,,
60097,08-059-050,880,599,597,-2,3,594,EGYENI,,
60099,08-059-051,890,626,622,-4,6,616,EGYENI,,
60101,08-059-052,1057,824,819,-5,8,811,EGYENI,,
60103,08-059-053,2617,2261,2254,-7,9,2245,EGYENI,,
60105,08-059-054,1073,791,790,-1,9,781,EGYENI,,
60107,08-059-055,1092,666,664,-2,2,662,EGYENI,,
60109,08-059-056,1016,704,704,0,8,696,EGYENI,,
60111,08-059-057,977,678,678,0,3,675,EGYENI,,
60113,08-059-058,1125,786,785,-1,8,777,EGYENI,,
60115,08-059-059,1064,791,789,-2,4,785,EGYENI,,
60117,08-059-060,1039,729,728,-1,8,720,EGYENI,,
60119,08-059-061,939,729,729,0,9,720,EGYENI,,
60121,08-059-062,1123,828,827,-1,12,815,EGYENI,,
60123,08-059-063,1058,772,769,-3,6,763,EGYENI,,
60125,08-059-064,1123,851,848,-3,8,840,EGYENI,,
60127,08-059-065,1010,684,683,-1,5,678,EGYENI,,
60129,08-059-066,978,719,719,0,5,714,EGYENI,,
60269,08-059-067,1009,707,706,-1,4,702,EGYENI,,
60271,08-059-068,880,687,688,1,18,670,EGYENI,,
60273,08-059-069,870,694,694,0,9,685,EGYENI,,
60275,08-059-070,845,688,688,0,5,683,EGYENI,,
60277,08-059-071,961,586,588,2,20,568,EGYENI,,
60279,08-059-072,1082,724,724,0,4,720,EGYENI,,
60281,08-059-073,1073,720,719,-1,2,717,EGYENI,,
60283,08-059-074,990,716,716,0,4,712,EGYENI,,
60285,08-059-075,863,705,699,-6,6,693,EGYENI,,
60287,08-059-076,965,741,741,0,7,734,EGYENI,,
60289,08-059-077,1123,877,877,0,2,875,EGYENI,,
60291,08-059-078,872,682,682,0,8,674,EGYENI,,
60293,08-059-079,1000,770,770,0,8,762,EGYENI,,
60295,08-059-080,1086,883,881,-2,5,876,EGYENI,,
60297,08-059-081,974,795,795,0,5,790,EGYENI,,
60299,08-059-082,1146,734,730,-4,6,724,EGYENI,,
60301,08-059-083,1122,788,787,-1,5,782,EGYENI,,
60303,08-059-084,1126,784,784,0,4,780,EGYENI,,
60305,08-059-085,1105,796,794,-2,6,788,EGYENI,,
60307,08-059-086,1106,841,841,0,5,836,EGYENI,,
60309,08-059-087,1067,781,779,-2,9,770,EGYENI,,
60311,08-059-088,1228,946,945,-1,10,935,EGYENI,,
60313,08-059-089,1052,779,778,-1,8,770,EGYENI,,
60315,08-059-090,1169,911,911,0,6,905,EGYENI,,
60317,08-059-091,1202,946,946,0,8,938,EGYENI,,
60319,08-059-092,1005,773,773,0,10,763,EGYENI,,
60321,08-059-093,1103,883,881,-2,1,880,EGYENI,,
60323,08-059-094,1249,950,948,-2,5,943,EGYENI,,
60325,08-059-095,1068,821,821,0,9,812,EGYENI,,
60327,08-059-096,1195,906,906,0,8,898,EGYENI,,
60329,08-060-001,431,296,296,0,4,292,EGYENI,,
60331,08-061-001,1340,1020,1019,-1,8,1011,EGYENI,,
60333,08-062-001,1162,840,844,4,6,838,EGYENI,,
60335,08-063-001,635,385,385,0,2,383,EGYENI,,
60337,08-064-001,765,442,442,0,7,435,EGYENI,,
60339,08-064-002,804,475,475,0,7,468,EGYENI,,
60341,08-064-003,937,658,658,0,4,654,EGYENI,,
60343,08-065-001,1208,947,947,0,18,929,EGYENI,,
60345,08-065-002,1599,1265,1264,-1,11,1253,EGYENI,,
60347,08-065-003,1120,920,920,0,7,913,EGYENI,,
60349,08-065-004,1198,938,938,0,12,926,EGYENI,,
60351,08-066-001,1389,1126,1126,0,16,1110,EGYENI,,
60353,08-067-001,1169,887,887,0,5,882,EGYENI,,
60355,08-067-002,965,732,731,-1,7,724,EGYENI,,
60357,08-068-001,1188,838,838,0,1,837,EGYENI,,
60359,08-068-002,1193,849,849,0,9,840,EGYENI,,
60361,08-068-003,124,93,93,0,0,93,EGYENI,,
60363,08-069-001,877,689,688,-1,2,686,EGYENI,,
60365,08-069-002,886,709,709,0,2,707,EGYENI,,
60367,08-070-001,871,617,615,-2,6,609,EGYENI,,
60369,08-070-002,963,661,661,0,6,655,EGYENI,,
60371,08-070-003,778,527,527,0,2,525,EGYENI,,
60373,08-071-001,1138,942,940,-2,4,936,EGYENI,,
60375,08-072-001,958,664,664,0,3,661,EGYENI,,
60377,08-073-001,322,260,260,0,0,260,EGYENI,,
60379,08-074-001,552,400,400,0,0,400,EGYENI,,
60381,08-075-001,249,205,205,0,0,205,EGYENI,,
60383,08-076-001,769,559,559,0,3,556,EGYENI,,
60385,08-076-002,662,521,520,-1,3,517,EGYENI,,
60387,08-077-001,991,614,614,0,3,611,EGYENI,,
60389,08-078-001,831,579,579,0,6,573,EGYENI,,
60391,08-078-002,809,514,514,0,5,509,EGYENI,,
60393,08-078-003,728,495,495,0,5,490,EGYENI,,
60395,08-078-004,838,589,588,-1,2,586,EGYENI,,
60397,08-078-005,807,520,520,0,11,509,EGYENI,,
60527,08-078-006,626,412,412,0,9,403,EGYENI,,
60529,08-078-007,199,114,114,0,1,113,EGYENI,,
60531,08-079-001,466,299,299,0,3,296,EGYENI,,
60533,08-080-001,1029,712,712,0,4,708,EGYENI,,
60535,08-081-001,143,99,99,0,2,97,EGYENI,,
60537,08-081-002,1111,850,848,-2,10,838,EGYENI,,
60539,08-081-003,1006,755,754,-1,6,748,EGYENI,,
60541,08-081-004,964,748,748,0,5,743,EGYENI,,
60543,08-081-005,1012,770,770,0,5,765,EGYENI,,
60545,08-081-006,1094,769,769,0,5,764,EGYENI,,
60547,08-081-007,981,749,749,0,3,746,EGYENI,,
60549,08-081-008,1023,795,795,0,4,791,EGYENI,,
60551,08-081-009,874,653,653,0,11,642,EGYENI,,
60553,08-082-001,670,438,436,-2,6,430,EGYENI,,
60555,08-082-002,920,643,643,0,5,638,EGYENI,,
60557,08-082-003,199,135,135,0,11,124,EGYENI,,
60559,08-083-001,187,149,149,0,0,149,EGYENI,,
60561,08-084-001,693,543,543,0,4,539,EGYENI,,
60563,08-085-001,277,220,220,0,1,219,EGYENI,,
60565,08-086-001,615,488,488,0,4,484,EGYENI,,
60567,08-087-001,823,574,573,-1,2,571,EGYENI,,
60569,08-087-002,858,578,576,-2,7,569,EGYENI,,
60571,08-088-001,1084,794,791,-3,5,786,EGYENI,,
