JKV_AZONOSITO,SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_LEVO,ELTERES,ERVENYTELEN,ERVENYES,TIPUS,ERVENYES_SZAVAZASI_IRATOK,IRATOKBAN_LEVO_SZAVAZOLAP
47630,01-014-034,1216,952,951,0,5,946,LISTAS,,
47632,01-014-035,1244,1027,1026,0,9,1017,LISTAS,,
47634,01-014-036,1119,951,951,0,3,948,LISTAS,,
47636,01-014-037,993,804,804,0,10,794,LISTAS,,
47638,01-014-038,1331,1065,1064,0,2,1062,LISTAS,,
47640,01-014-039,1194,966,965,0,4,961,LISTAS,,
47642,01-014-040,1310,1020,1012,0,9,1003,LISTAS,,
47644,01-014-041,1116,914,913,0,9,904,LISTAS,,
47646,01-014-042,1191,998,998,0,8,990,LISTAS,,
47648,01-014-043,1033,872,867,0,5,862,LISTAS,,
47650,01-014-044,1096,886,885,0,5,880,LISTAS,,
47652,01-014-045,1235,914,913,0,5,908,LISTAS,,
47654,01-014-046,1199,945,945,0,19,926,LISTAS,,
47656,01-014-047,1212,994,994,0,3,991,LISTAS,,
47658,01-014-048,1141,838,838,0,12,826,LISTAS,,
47660,01-014-049,1042,769,768,0,3,765,LISTAS,,
47662,01-014-050,1106,801,800,0,0,800,LISTAS,,
47664,01-014-051,1145,850,850,0,5,845,LISTAS,,
47666,01-014-052,1080,784,792,0,77,715,LISTAS,,
47668,01-014-053,1146,815,814,0,7,807,LISTAS,,
47670,01-014-054,1169,844,843,0,3,840,LISTAS,,
47672,01-014-055,1231,997,997,0,7,990,LISTAS,,
47674,01-014-056,1172,926,924,0,5,919,LISTAS,,
48094,01-014-057,1113,891,889,0,2,887,LISTAS,,
48096,01-014-058,1255,897,875,0,1,874,LISTAS,,
48098,01-014-059,1197,914,913,0,4,909,LISTAS,,
48100,01-014-060,1224,965,965,0,3,962,LISTAS,,
48102,01-014-061,1259,1062,1060,0,4,1056,LISTAS,,
48104,01-014-062,1199,994,991,0,2,989,LISTAS,,
48106,01-014-063,1098,932,932,0,2,930,LISTAS,,
48108,01-014-064,1145,923,923,0,4,919,LISTAS,,
48110,01-014-065,1021,831,831,0,9,822,LISTAS,,
48112,01-014-066,1178,890,889,0,1,888,LISTAS,,
48114,01-014-067,1086,728,728,0,6,722,LISTAS,,
48116,01-014-068,1143,913,913,0,6,907,LISTAS,,
48118,01-014-069,1074,832,832,0,15,817,LISTAS,,
48120,01-014-070,1084,871,871,0,4,867,LISTAS,,
48122,01-014-071,1187,913,913,0,9,904,LISTAS,,
48124,01-014-072,1222,905,905,0,7,898,LISTAS,,
48126,01-014-073,1332,1072,1069,0,8,1061,LISTAS,,
48128,01-014-074,1213,895,895,0,3,892,LISTAS,,
48130,01-014-075,1111,871,871,0,2,869,LISTAS,,
48132,01-015-001,827,662,662,0,0,662,LISTAS,,
48134,01-015-002,848,689,686,0,4,682,LISTAS,,
48136,01-015-003,1127,910,910,0,3,907,LISTAS,,
48138,01-015-004,918,694,694,0,2,692,LISTAS,,
48140,01-015-005,772,626,626,0,0,626,LISTAS,,
48142,01-015-006,1097,853,853,0,2,851,LISTAS,,
48144,01-015-007,784,603,602,0,1,601,LISTAS,,
48146,01-015-008,767,597,597,0,4,593,LISTAS,,
48148,01-015-009,843,610,610,0,2,608,LISTAS,,
48150,01-015-010,818,594,593,0,3,590,LISTAS,,
48152,01-015-011,819,605,605,0,3,602,LISTAS,,
48154,01-015-012,1105,763,762,0,4,758,LISTAS,,
48156,01-015-013,1191,793,792,0,6,786,LISTAS,,
48158,01-015-014,811,595,595,0,1,594,LISTAS,,
48160,01-015-015,1079,587,587,0,2,585,LISTAS,,
48162,01-015-016,1126,847,847,0,5,842,LISTAS,,
48164,01-015-017,766,573,573,0,2,571,LISTAS,,
48166,01-015-018,782,569,569,0,2,567,LISTAS,,
48168,01-015-019,987,710,710,0,3,707,LISTAS,,
48170,01-015-020,1097,718,718,0,3,715,LISTAS,,
48172,01-015-021,1020,680,680,0,2,678,LISTAS,,
48174,01-015-022,1074,806,805,0,3,802,LISTAS,,
48176,01-015-023,763,594,594,0,2,592,LISTAS,,
48178,01-015-024,981,749,749,0,2,747,LISTAS,,
48180,01-015-025,943,766,766,0,6,760,LISTAS,,
48182,01-015-026,827,651,651,0,3,648,LISTAS,,
48184,01-015-027,901,703,702,0,2,700,LISTAS,,
48186,01-015-028,865,666,665,0,5,660,LISTAS,,
48188,01-015-029,841,613,613,0,2,611,LISTAS,,
48190,01-015-030,701,549,549,0,0,549,LISTAS,,
48192,01-015-031,823,603,602,0,2,600,LISTAS,,
48194,01-015-032,797,569,568,0,1,567,LISTAS,,
48196,01-015-033,837,647,647,0,4,643,LISTAS,,
48198,01-015-034,689,570,570,0,5,565,LISTAS,,
48200,01-015-035,1100,839,839,0,4,835,LISTAS,,
48202,01-015-036,851,657,657,0,5,652,LISTAS,,
48204,01-015-037,759,606,606,0,0,606,LISTAS,,
48206,01-015-038,959,715,715,0,1,714,LISTAS,,
48208,01-015-039,927,685,685,0,4,681,LISTAS,,
48210,01-015-040,750,520,520,0,3,517,LISTAS,,
48212,01-015-041,808,539,538,0,5,533,LISTAS,,
48214,01-015-042,936,652,651,0,6,645,LISTAS,,
48216,01-015-043,932,654,654,0,8,646,LISTAS,,
48218,01-015-044,908,652,652,0,6,646,LISTAS,,
48220,01-015-045,770,531,531,0,6,525,LISTAS,,
48618,01-015-046,918,648,646,0,0,646,LISTAS,,
48620,01-015-047,860,604,604,0,2,602,LISTAS,,
48622,01-015-048,751,541,541,0,3,538,LISTAS,,
48624,01-015-049,800,587,584,0,13,571,LISTAS,,
48626,01-015-050,714,480,480,0,10,470,LISTAS,,
48628,01-015-051,2627,2228,2224,-4,8,2216,LISTAS,,
48630,01-015-052,876,584,584,0,1,583,LISTAS,,
48632,01-015-053,782,569,569,0,3,566,LISTAS,,
48634,01-015-054,1014,686,685,0,7,678,LISTAS,,
48636,01-015-055,854,611,611,0,4,607,LISTAS,,
48638,01-015-056,885,665,665,0,2,663,LISTAS,,
48640,01-015-057,977,617,618,0,19,599,LISTAS,,
48642,01-015-058,838,588,588,0,6,582,LISTAS,,
48644,01-015-059,831,567,567,0,27,540,LISTAS,,
48646,01-015-060,903,605,605,0,4,601,LISTAS,,
48648,01-015-061,1067,761,761,0,2,759,LISTAS,,
48650,01-015-062,810,560,560,0,1,559,LISTAS,,
48652,01-015-063,1202,862,862,0,7,855,LISTAS,,
48654,01-015-064,987,716,716,0,2,714,LISTAS,,
48656,01-015-065,796,595,595,0,3,592,LISTAS,,
48658,01-015-066,860,662,662,0,1,661,LISTAS,,
48660,01-015-067,980,698,696,0,6,690,LISTAS,,
48662,01-015-068,793,557,557,0,4,553,LISTAS,,
48664,01-015-069,839,593,593,0,3,590,LISTAS,,
48666,01-015-070,926,604,604,0,1,603,LISTAS,,
48668,01-016-001,1028,859,859,0,4,855,LISTAS,,
48670,01-016-002,1001,786,786,0,4,782,LISTAS,,
48672,01-016-003,1005,797,797,0,3,794,LISTAS,,
48674,01-016-004,883,676,676,0,1,675,LISTAS,,
48676,01-016-005,860,690,690,0,7,683,LISTAS,,
48678,01-016-006,1030,843,843,0,8,835,LISTAS,,
48680,01-016-007,1046,800,800,0,4,796,LISTAS,,
48682,01-016-008,1013,797,797,0,3,794,LISTAS,,
48684,01-016-009,1001,817,817,0,4,813,LISTAS,,
48686,01-016-010,978,795,795,0,6,789,LISTAS,,
48688,01-016-011,986,806,806,0,7,799,LISTAS,,
48690,01-016-012,1027,853,853,0,3,850,LISTAS,,
48692,01-016-013,875,701,701,0,7,694,LISTAS,,
48694,01-016-014,927,773,773,0,5,768,LISTAS,,
48696,01-016-015,1044,849,848,0,3,845,LISTAS,,
48698,01-016-016,802,626,624,0,3,621,LISTAS,,
48700,01-016-017,830,589,589,0,2,587,LISTAS,,
48702,01-016-018,877,720,720,0,4,716,LISTAS,,
48704,01-016-019,758,581,577,0,5,572,LISTAS,,
48706,01-016-020,728,592,592,0,4,588,LISTAS,,
48708,01-016-021,719,565,564,0,5,559,LISTAS,,
48710,01-016-022,2760,2445,2440,-5,8,2432,LISTAS,,
48712,01-016-023,890,717,717,0,2,715,LISTAS,,
48714,01-016-024,861,676,676,0,1,675,LISTAS,,
48716,01-016-025,847,683,683,0,3,680,LISTAS,,
48718,01-016-026,976,763,761,0,3,758,LISTAS,,
48720,01-016-027,995,815,814,0,2,812,LISTAS,,
48722,01-016-028,761,631,630,0,3,627,LISTAS,,
48724,01-016-029,833,680,680,0,4,676,LISTAS,,
48726,01-016-030,980,787,785,0,1,784,LISTAS,,
48728,01-016-031,847,681,680,0,1,679,LISTAS,,
48730,01-016-032,1037,849,848,0,2,846,LISTAS,,
48732,01-016-033,1097,865,865,0,3,862,LISTAS,,
48734,01-016-034,924,760,760,0,4,756,LISTAS,,
48736,01-016-035,1073,848,848,0,3,845,LISTAS,,
48738,01-016-036,848,701,701,0,5,696,LISTAS,,
48740,01-016-037,719,579,579,0,3,576,LISTAS,,
48742,01-016-038,918,762,763,0,16,747,LISTAS,,
48744,01-016-039,764,610,610,0,3,607,LISTAS,,
48746,01-016-040,961,779,778,0,6,772,LISTAS,,
48748,01-016-041,830,581,581,0,4,577,LISTAS,,
48750,01-016-042,915,704,704,0,4,700,LISTAS,,
49158,01-016-043,934,781,780,0,3,777,LISTAS,,
49160,01-016-044,1016,782,782,0,2,780,LISTAS,,
49162,01-016-045,978,796,796,0,1,795,LISTAS,,
49164,01-016-046,738,539,539,0,5,534,LISTAS,,
49166,01-016-047,686,538,538,0,2,536,LISTAS,,
49168,01-016-048,925,748,744,0,5,739,LISTAS,,
49170,01-016-049,965,810,810,0,6,804,LISTAS,,
49172,01-016-050,832,664,664,0,2,662,LISTAS,,
49174,01-016-051,1040,808,807,0,8,799,LISTAS,,
49176,01-016-052,837,706,706,0,3,703,LISTAS,,
49178,01-016-053,768,626,626,0,6,620,LISTAS,,
49180,01-016-054,943,791,788,0,11,777,LISTAS,,
49182,01-016-055,894,715,715,0,4,711,LISTAS,,
49184,01-016-056,1356,1114,1114,0,8,1106,LISTAS,,
49186,01-016-057,1112,812,811,0,7,804,LISTAS,,
49188,01-016-058,800,645,645,0,2,643,LISTAS,,
49190,01-016-059,897,698,698,0,3,695,LISTAS,,
49192,01-016-060,1046,814,814,0,7,807,LISTAS,,
49194,01-017-001,851,712,711,0,5,706,LISTAS,,
49196,01-017-002,846,696,696,0,10,686,LISTAS,,
49198,01-017-003,950,742,740,0,4,736,LISTAS,,
49200,01-017-004,867,696,694,0,4,690,LISTAS,,
49202,01-017-005,730,628,628,0,0,628,LISTAS,,
49204,01-017-006,856,719,719,0,0,719,LISTAS,,
49206,01-017-007,964,731,731,0,2,729,LISTAS,,
49208,01-017-008,963,698,698,0,3,695,LISTAS,,
49210,01-017-009,984,691,690,0,7,683,LISTAS,,
49212,01-017-010,992,670,670,0,1,669,LISTAS,,
49214,01-017-011,991,678,677,0,3,674,LISTAS,,
49216,01-017-012,923,691,689,0,12,677,LISTAS,,
49218,01-017-013,934,617,617,0,0,617,LISTAS,,
49220,01-017-014,960,694,692,0,2,690,LISTAS,,
49222,01-017-015,874,661,661,0,6,655,LISTAS,,
49224,01-017-016,2461,1994,1994,0,9,1985,LISTAS,,
49226,01-017-017,707,501,501,0,38,463,LISTAS,,
49228,01-017-018,878,657,657,0,5,652,LISTAS,,
49230,01-017-019,997,688,688,0,15,673,LISTAS,,
49232,01-017-020,803,544,543,0,1,542,LISTAS,,
49234,01-017-021,1027,421,425,0,42,383,LISTAS,,
49236,01-017-022,956,706,706,0,13,693,LISTAS,,
49238,01-017-023,1017,718,717,0,5,712,LISTAS,,
49240,01-017-024,890,727,725,0,1,724,LISTAS,,
49242,01-017-025,1071,841,839,0,2,837,LISTAS,,
49244,01-017-026,892,767,767,0,2,765,LISTAS,,
49246,01-017-027,650,520,520,0,2,518,LISTAS,,
49248,01-017-028,701,550,550,0,0,550,LISTAS,,
49250,01-017-029,916,688,688,0,5,683,LISTAS,,
49252,01-017-030,911,734,734,0,3,731,LISTAS,,
49254,01-017-031,883,698,698,0,6,692,LISTAS,,
49256,01-017-032,824,665,664,0,3,661,LISTAS,,
49258,01-017-033,887,710,710,0,11,699,LISTAS,,
49260,01-017-034,866,652,652,0,8,644,LISTAS,,
49262,01-017-035,1064,730,730,0,4,726,LISTAS,,
49264,01-017-036,984,724,723,0,2,721,LISTAS,,
49266,01-017-037,1024,760,760,0,10,750,LISTAS,,
49268,01-017-038,1061,791,791,0,15,776,LISTAS,,
49270,01-017-039,953,786,785,0,3,782,LISTAS,,
49272,01-017-040,1078,868,868,0,3,865,LISTAS,,
49274,01-017-041,1063,815,814,0,4,810,LISTAS,,
49276,01-017-042,1145,912,911,0,3,908,LISTAS,,
49278,01-017-043,970,754,753,0,6,747,LISTAS,,
49280,01-017-044,744,544,544,0,4,540,LISTAS,,
49282,01-017-045,772,578,578,0,3,575,LISTAS,,
49284,01-017-046,991,789,789,0,2,787,LISTAS,,
49286,01-017-047,1041,839,834,0,10,824,LISTAS,,
49288,01-017-048,806,638,638,0,1,637,LISTAS,,
49686,01-017-049,880,707,707,0,1,706,LISTAS,,
49688,01-017-050,758,587,587,0,1,586,LISTAS,,
49690,01-017-051,1150,897,897,0,7,890,LISTAS,,
49692,01-017-052,1008,842,841,0,4,837,LISTAS,,
49694,01-017-053,877,685,685,0,2,683,LISTAS,,
49696,01-017-054,762,602,601,0,6,595,LISTAS,,
49698,01-017-055,935,755,755,0,6,749,LISTAS,,
49700,01-017-056,1044,817,817,0,8,809,LISTAS,,
49702,01-017-057,800,616,616,0,5,611,LISTAS,,
49704,01-017-058,949,729,728,0,4,724,LISTAS,,
49706,01-017-059,1053,806,805,0,5,800,LISTAS,,
49708,01-017-060,908,684,684,0,7,677,LISTAS,,
49710,01-017-061,1053,768,768,0,2,766,LISTAS,,
49712,01-017-062,721,529,528,0,2,526,LISTAS,,
49714,01-017-063,889,695,695,0,5,690,LISTAS,,
49716,01-017-064,973,796,796,0,12,784,LISTAS,,
49718,01-017-065,927,745,743,0,5,738,LISTAS,,
49720,01-017-066,924,733,733,0,5,728,LISTAS,,
49722,01-017-067,929,762,762,0,6,756,LISTAS,,
49724,01-017-068,939,737,736,0,4,732,LISTAS,,
49726,01-017-069,862,680,680,0,2,678,LISTAS,,
49728,01-017-070,874,726,726,0,6,720,LISTAS,,
49730,01-017-071,896,699,699,0,7,692,LISTAS,,
49732,01-017-072,974,822,822,0,5,817,LISTAS,,
49734,01-017-073,995,833,833,0,21,812,LISTAS,,
49736,01-017-074,717,554,554,0,3,551,LISTAS,,
49738,01-017-075,967,796,796,0,3,793,LISTAS,,
49740,01-018-001,1088,844,844,0,1,843,LISTAS,,
49742,01-018-002,879,694,694,0,4,690,LISTAS,,
49744,01-018-003,1094,841,841,0,4,837,LISTAS,,
49746,01-018-004,1081,837,827,0,8,819,LISTAS,,
49748,01-018-005,1153,883,883,0,9,874,LISTAS,,
49750,01-018-006,992,756,756,0,0,756,LISTAS,,
49752,01-018-007,927,705,704,0,6,698,LISTAS,,
49754,01-018-008,935,705,705,0,12,693,LISTAS,,
49756,01-018-009,835,589,589,0,5,584,LISTAS,,
49758,01-018-010,989,798,798,0,17,781,LISTAS,,
49760,01-018-011,976,566,566,0,1,565,LISTAS,,
49762,01-018-012,839,706,706,0,4,702,LISTAS,,
49764,01-018-013,1017,806,806,0,7,799,LISTAS,,
49766,01-018-014,884,711,711,0,7,704,LISTAS,,
49768,01-018-015,941,727,727,0,5,722,LISTAS,,
49770,01-018-016,839,659,659,0,3,656,LISTAS,,
49772,01-018-017,838,676,678,0,32,646,LISTAS,,
49774,01-018-018,986,785,782,0,5,777,LISTAS,,
49776,01-018-019,1088,868,868,0,3,865,LISTAS,,
49778,01-018-020,854,685,685,0,8,677,LISTAS,,
49780,01-018-021,1005,799,799,0,4,795,LISTAS,,
49782,01-018-022,855,656,656,0,8,648,LISTAS,,
49784,01-018-023,926,732,732,0,3,729,LISTAS,,
49786,01-018-024,1083,718,716,0,7,709,LISTAS,,
49788,01-018-025,982,779,779,0,4,775,LISTAS,,
49790,01-018-026,1009,714,713,0,3,710,LISTAS,,
49792,01-018-027,1218,880,878,0,8,870,LISTAS,,
49794,01-018-028,1025,790,790,0,6,784,LISTAS,,
49796,01-018-029,1227,821,820,0,6,814,LISTAS,,
49798,01-018-030,1125,806,806,0,7,799,LISTAS,,
49800,01-018-031,1285,836,836,0,4,832,LISTAS,,
49802,01-018-032,1059,684,684,0,11,673,LISTAS,,
49804,01-018-033,1074,691,691,0,2,689,LISTAS,,
49806,01-018-034,2871,2365,2358,-7,12,2346,LISTAS,,
49808,01-018-035,1017,670,670,0,5,665,LISTAS,,
49810,01-018-036,1030,668,668,0,7,661,LISTAS,,
49812,01-018-037,960,667,663,0,9,654,LISTAS,,
49814,01-018-038,1083,703,703,0,4,699,LISTAS,,
49816,01-018-039,904,620,619,0,4,615,LISTAS,,
49818,01-018-040,1059,814,814,0,5,809,LISTAS,,
49820,01-018-041,1147,871,871,0,1,870,LISTAS,,
50202,01-018-042,1194,911,911,0,4,907,LISTAS,,
50204,01-018-043,847,669,668,0,4,664,LISTAS,,
50206,01-018-044,1244,974,972,0,9,963,LISTAS,,
50208,01-018-045,713,520,520,0,3,517,LISTAS,,
50210,01-018-046,823,639,635,0,8,627,LISTAS,,
50212,01-018-047,1047,808,808,0,7,801,LISTAS,,
50214,01-018-048,784,636,636,0,4,632,LISTAS,,
50216,01-018-049,1035,771,772,0,16,756,LISTAS,,
50218,01-018-050,1068,883,883,0,3,880,LISTAS,,
50220,01-018-051,924,749,749,0,9,740,LISTAS,,
50222,01-018-052,1010,838,837,0,5,832,LISTAS,,
50224,01-018-053,1140,953,953,0,10,943,LISTAS,,
50226,01-018-054,1042,877,877,0,2,875,LISTAS,,
50228,01-018-055,1139,918,918,0,4,914,LISTAS,,
50230,01-018-056,1289,1019,1018,0,3,1015,LISTAS,,
50232,01-018-057,1104,937,929,0,16,913,LISTAS,,
50234,01-018-058,1050,792,792,0,7,785,LISTAS,,
50236,01-018-059,1254,1010,1009,0,5,1004,LISTAS,,
50238,01-018-060,1199,899,890,0,4,886,LISTAS,,
50240,01-018-061,1280,958,958,0,7,951,LISTAS,,
50242,01-018-062,1181,899,896,0,1,895,LISTAS,,
50244,01-018-063,1125,857,855,0,12,843,LISTAS,,
50246,01-018-064,897,674,674,0,4,670,LISTAS,,
50248,01-018-065,1127,842,842,0,2,840,LISTAS,,
50250,01-018-066,702,518,517,0,5,512,LISTAS,,
50252,01-018-067,1031,803,803,0,7,796,LISTAS,,
50254,01-018-068,929,713,713,0,4,709,LISTAS,,
50256,01-018-069,1156,880,880,0,0,880,LISTAS,,
50258,01-018-070,1046,809,809,0,7,802,LISTAS,,
50260,01-018-071,855,647,647,0,4,643,LISTAS,,
50262,01-018-072,1122,832,832,0,7,825,LISTAS,,
50264,01-018-073,1061,811,809,0,3,806,LISTAS,,
50266,01-018-074,1176,864,864,0,3,861,LISTAS,,
50268,01-018-075,1209,975,975,0,16,959,LISTAS,,
50270,01-018-076,954,711,711,0,1,710,LISTAS,,
50272,01-019-001,797,554,553,0,2,551,LISTAS,,
50274,01-019-002,990,695,695,0,3,692,LISTAS,,
50276,01-019-003,906,664,664,0,2,662,LISTAS,,
50278,01-019-004,890,636,635,0,5,630,LISTAS,,
50280,01-019-005,923,663,663,0,5,658,LISTAS,,
50282,01-019-006,871,653,651,0,6,645,LISTAS,,
50284,01-019-007,840,617,617,0,1,616,LISTAS,,
50286,01-019-008,890,643,643,0,5,638,LISTAS,,
50288,01-019-009,1046,796,797,0,16,781,LISTAS,,
50290,01-019-010,974,709,708,0,3,705,LISTAS,,
50292,01-019-011,961,691,691,0,3,688,LISTAS,,
50294,01-019-012,989,706,706,0,5,701,LISTAS,,
50296,01-019-013,880,661,661,0,0,661,LISTAS,,
50298,01-019-014,909,631,631,0,4,627,LISTAS,,
50300,01-019-015,1010,789,789,0,3,786,LISTAS,,
50302,01-019-016,906,666,670,0,46,624,LISTAS,,
50304,01-019-017,978,690,688,0,8,680,LISTAS,,
50306,01-019-018,829,604,604,0,2,602,LISTAS,,
50308,01-019-019,797,621,621,0,3,618,LISTAS,,
50310,01-019-020,884,686,688,0,24,664,LISTAS,,
50312,01-019-021,796,630,630,0,3,627,LISTAS,,
50314,01-019-022,776,557,557,0,1,556,LISTAS,,
50316,01-019-023,1041,648,648,0,1,647,LISTAS,,
50318,01-019-024,895,649,649,0,4,645,LISTAS,,
50320,01-019-025,832,602,602,0,2,600,LISTAS,,
50322,01-019-026,853,625,624,0,2,622,LISTAS,,
50324,01-019-027,726,518,518,0,1,517,LISTAS,,
50326,01-019-028,980,649,648,0,3,645,LISTAS,,
50328,01-019-029,908,711,711,0,10,701,LISTAS,,
50330,01-019-030,975,753,753,0,2,751,LISTAS,,
50332,01-019-031,882,706,705,0,5,700,LISTAS,,
50712,01-019-032,1182,951,951,0,7,944,LISTAS,,
50714,01-019-033,995,811,811,0,2,809,LISTAS,,
50716,01-019-034,967,757,757,0,5,752,LISTAS,,
50718,01-019-035,1097,882,881,0,2,879,LISTAS,,
50720,01-019-036,1171,895,892,0,4,888,LISTAS,,
50722,01-019-037,1063,760,758,0,5,753,LISTAS,,
50724,01-019-038,1183,873,874,0,16,858,LISTAS,,
50726,01-019-039,920,693,693,0,10,683,LISTAS,,
50728,01-019-040,1072,794,794,0,8,786,LISTAS,,
50730,01-019-041,1197,872,872,0,2,870,LISTAS,,
50732,01-019-042,1047,774,774,0,7,767,LISTAS,,
50734,01-019-043,836,615,615,0,1,614,LISTAS,,
50736,01-019-044,1006,730,729,0,5,724,LISTAS,,
50738,01-019-045,1010,617,617,0,7,610,LISTAS,,
50740,01-019-046,982,774,772,0,5,767,LISTAS,,
50742,01-019-047,944,779,779,0,6,773,LISTAS,,
50744,01-019-048,1221,992,995,0,46,949,LISTAS,,
50746,01-020-001,841,589,589,0,8,581,LISTAS,,
50748,01-020-002,1025,839,838,0,1,837,LISTAS,,
50750,01-020-003,612,415,415,0,1,414,LISTAS,,
50752,01-020-004,665,461,461,0,1,460,LISTAS,,
50754,01-020-005,872,624,624,0,3,621,LISTAS,,
50756,01-020-006,2781,2387,2384,-3,24,2360,LISTAS,,
50758,01-020-007,690,507,507,0,2,505,LISTAS,,
50760,01-020-008,980,717,717,0,3,714,LISTAS,,
50762,01-020-009,867,617,617,0,4,613,LISTAS,,
50764,01-020-010,709,508,508,0,0,508,LISTAS,,
50766,01-020-011,1022,570,570,0,15,555,LISTAS,,
50768,01-020-012,852,558,558,0,3,555,LISTAS,,
50770,01-020-013,1023,765,763,0,3,760,LISTAS,,
50772,01-020-014,767,505,501,0,0,501,LISTAS,,
50774,01-020-015,762,446,446,0,3,443,LISTAS,,
50776,01-020-016,914,506,507,0,17,490,LISTAS,,
50778,01-020-017,905,558,558,0,6,552,LISTAS,,
50780,01-020-018,722,406,405,0,3,402,LISTAS,,
50782,01-020-019,1331,929,926,0,5,921,LISTAS,,
50784,01-020-020,1117,740,738,0,6,732,LISTAS,,
50786,01-020-021,834,621,620,0,4,616,LISTAS,,
50788,01-020-022,859,613,613,0,1,612,LISTAS,,
50790,01-020-023,648,492,492,0,2,490,LISTAS,,
50792,01-020-024,649,485,485,0,16,469,LISTAS,,
50794,01-020-025,810,582,582,0,4,578,LISTAS,,
50796,01-020-026,853,594,593,0,0,593,LISTAS,,
50798,01-020-027,809,547,546,0,3,543,LISTAS,,
50800,01-020-028,771,556,556,0,1,555,LISTAS,,
50802,01-020-029,648,484,484,0,4,480,LISTAS,,
50804,01-020-030,739,548,548,0,1,547,LISTAS,,
50806,01-020-031,636,471,471,0,1,470,LISTAS,,
50808,01-020-032,614,430,430,0,4,426,LISTAS,,
50810,01-020-033,599,462,461,0,4,457,LISTAS,,
50812,01-020-034,808,566,561,0,5,556,LISTAS,,
50814,01-020-035,880,610,610,0,4,606,LISTAS,,
50816,01-020-036,869,540,537,0,4,533,LISTAS,,
50818,01-020-037,876,592,592,0,7,585,LISTAS,,
50820,01-020-038,701,490,490,0,8,482,LISTAS,,
50822,01-020-039,947,651,651,0,4,647,LISTAS,,
50824,01-020-040,903,653,653,0,6,647,LISTAS,,
50826,01-020-041,752,547,547,0,1,546,LISTAS,,
50828,01-020-042,957,692,692,0,5,687,LISTAS,,
50830,01-020-043,758,535,535,0,2,533,LISTAS,,
50832,01-020-044,756,547,547,0,2,545,LISTAS,,
50834,01-020-045,987,647,649,0,33,616,LISTAS,,
50836,01-020-046,627,466,465,0,4,461,LISTAS,,
50838,01-020-047,858,656,656,0,4,652,LISTAS,,
50840,01-020-048,686,506,506,0,1,505,LISTAS,,
50842,01-020-049,885,699,699,0,5,694,LISTAS,,
50844,01-020-050,1026,749,749,0,4,745,LISTAS,,
50846,01-020-051,749,578,578,0,1,577,LISTAS,,
50848,01-020-052,804,595,595,0,4,591,LISTAS,,
50850,01-020-053,624,462,462,0,0,462,LISTAS,,
42786,01-020-054,851,627,627,0,2,625,LISTAS,,
42788,01-020-055,780,528,528,0,1,527,LISTAS,,
42790,01-020-056,901,638,638,0,12,626,LISTAS,,
42792,01-020-057,801,578,578,0,1,577,LISTAS,,
42794,01-020-058,1020,672,672,0,9,663,LISTAS,,
42796,01-020-059,806,614,614,0,3,611,LISTAS,,
42798,01-020-060,875,619,619,0,4,615,LISTAS,,
42800,01-020-061,652,426,426,0,0,426,LISTAS,,
42802,01-021-001,836,676,675,0,2,673,LISTAS,,
42804,01-021-002,838,670,670,0,8,662,LISTAS,,
42806,01-021-003,771,624,623,0,11,612,LISTAS,,
42808,01-021-004,764,603,603,0,3,600,LISTAS,,
42810,01-021-005,858,685,685,0,10,675,LISTAS,,
42812,01-021-006,818,623,623,0,1,622,LISTAS,,
42814,01-021-007,722,567,567,0,18,549,LISTAS,,
42816,01-021-008,962,744,741,0,3,738,LISTAS,,
42818,01-021-009,947,732,731,0,3,728,LISTAS,,
42820,01-021-010,992,790,790,0,0,790,LISTAS,,
42822,01-021-011,762,607,610,0,33,577,LISTAS,,
42824,01-021-012,834,676,674,0,8,666,LISTAS,,
42826,01-021-013,823,629,629,0,3,626,LISTAS,,
42828,01-021-014,932,728,728,0,1,727,LISTAS,,
42830,01-021-015,2816,2457,2452,-5,10,2442,LISTAS,,
42832,01-021-016,810,615,615,0,3,612,LISTAS,,
42834,01-021-017,1016,800,799,0,2,797,LISTAS,,
42836,01-021-018,921,719,719,0,4,715,LISTAS,,
42838,01-021-019,756,604,603,0,0,603,LISTAS,,
42840,01-021-020,670,542,542,0,1,541,LISTAS,,
42842,01-021-021,799,614,613,0,1,612,LISTAS,,
42844,01-021-022,886,680,680,0,8,672,LISTAS,,
42846,01-021-023,821,589,589,0,4,585,LISTAS,,
42848,01-021-024,786,526,526,0,2,524,LISTAS,,
42850,01-021-025,848,609,606,0,9,597,LISTAS,,
42852,01-021-026,855,622,621,0,2,619,LISTAS,,
42854,01-021-027,739,556,555,0,4,551,LISTAS,,
42856,01-021-028,970,683,682,0,5,677,LISTAS,,
42858,01-021-029,706,460,460,0,2,458,LISTAS,,
42860,01-021-030,764,493,493,0,4,489,LISTAS,,
42862,01-021-031,783,548,548,0,4,544,LISTAS,,
42864,01-021-032,991,702,701,0,3,698,LISTAS,,
42866,01-021-033,879,588,586,0,4,582,LISTAS,,
42868,01-021-034,744,366,365,0,4,361,LISTAS,,
42870,01-021-035,736,380,380,0,39,341,LISTAS,,
42872,01-021-036,840,555,555,0,4,551,LISTAS,,
42874,01-021-037,859,581,580,0,6,574,LISTAS,,
42876,01-021-038,810,324,323,0,5,318,LISTAS,,
42878,01-021-039,716,504,504,0,10,494,LISTAS,,
