JKV_AZONOSITO,SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_LEVO,ELTERES,ERVENYTELEN,ERVENYES,TIPUS,HATARIDOBEN_BEERKEZETT_SZAVAZASI_IRATOK,ERVENYES_SZAVAZASI_IRATOK,IRATOKBAN_LEVO_SZAVAZOLAP
236542,07-094-086,1113,765,764,-1,3,761,EGYENI,,,
236544,07-094-087,715,609,609,0,2,607,EGYENI,,,
236546,07-094-088,774,600,598,-2,1,597,EGYENI,,,
236548,07-094-089,1597,1173,1174,1,7,1167,EGYENI,,,
236550,07-094-090,1328,1000,999,-1,4,995,EGYENI,,,
236552,07-094-091,2013,1702,1695,-7,15,1680,EGYENI,,,
236554,07-094-092,189,147,147,0,0,147,EGYENI,,,
236556,07-094-200,0,0,0,0,0,0,EGYENI,,,
236558,07-095-001,746,557,557,0,2,555,EGYENI,,,
236560,07-096-001,686,513,513,0,3,510,EGYENI,,,
236562,07-096-002,658,476,475,-1,1,474,EGYENI,,,
236564,07-097-001,734,582,582,0,4,578,EGYENI,,,
236566,07-097-002,780,625,625,0,1,624,EGYENI,,,
236568,07-098-001,379,286,286,0,9,277,EGYENI,,,
236570,07-099-001,970,726,726,0,9,717,EGYENI,,,
236572,07-099-002,1001,763,763,0,6,757,EGYENI,,,
236575,07-100-001,638,397,398,1,9,389,EGYENI,,,
236577,07-101-001,719,520,520,0,4,516,EGYENI,,,
236578,07-101-002,720,511,511,0,5,506,EGYENI,,,
236580,07-101-003,612,466,466,0,4,462,EGYENI,,,
236582,07-102-001,1150,893,893,0,7,886,EGYENI,,,
236584,07-102-002,998,754,754,0,8,746,EGYENI,,,
236586,07-102-003,1046,812,812,0,8,804,EGYENI,,,
236588,07-102-004,1114,892,891,-1,7,884,EGYENI,,,
236590,07-102-005,1052,807,807,0,4,803,EGYENI,,,
236592,07-103-001,634,467,467,0,3,464,EGYENI,,,
236594,07-104-001,674,449,449,0,1,448,EGYENI,,,
236596,07-104-002,711,510,510,0,9,501,EGYENI,,,
236598,07-105-001,708,558,557,-1,8,549,EGYENI,,,
236600,07-106-001,902,591,589,-2,6,583,EGYENI,,,
236602,07-106-002,929,680,680,0,3,677,EGYENI,,,
236604,07-107-001,726,509,508,-1,4,504,EGYENI,,,
236606,07-108-001,571,345,345,0,6,339,EGYENI,,,
236608,07-108-002,411,251,251,0,4,247,EGYENI,,,
236610,08-001-001,588,440,441,1,10,431,EGYENI,,,
236612,08-001-002,694,484,484,0,7,477,EGYENI,,,
236614,08-001-003,762,564,564,0,11,553,EGYENI,,,
236616,08-001-004,550,409,409,0,6,403,EGYENI,,,
236618,08-002-001,398,327,327,0,2,325,EGYENI,,,
236620,08-003-001,769,601,601,0,13,588,EGYENI,,,
236622,08-004-001,801,570,570,0,4,566,EGYENI,,,
236624,08-004-002,922,711,711,0,2,709,EGYENI,,,
236626,08-005-001,206,161,161,0,0,161,EGYENI,,,
236628,08-006-001,885,622,622,0,5,617,EGYENI,,,
236630,08-006-002,776,552,550,-2,4,546,EGYENI,,,
236632,08-007-001,879,630,630,0,6,624,EGYENI,,,
236634,08-008-001,135,105,105,0,1,104,EGYENI,,,
236636,08-009-001,235,168,168,0,1,167,EGYENI,,,
236638,08-010-001,798,536,536,0,3,533,EGYENI,,,
236640,08-010-002,595,372,372,0,6,366,EGYENI,,,
236642,08-011-001,620,441,441,0,7,434,EGYENI,,,
236644,08-012-001,564,444,444,0,4,440,EGYENI,,,
236646,08-012-002,507,356,356,0,4,352,EGYENI,,,
236648,08-013-001,912,660,660,0,11,649,EGYENI,,,
236650,08-013-002,927,700,700,0,5,695,EGYENI,,,
236652,08-013-003,233,164,164,0,0,164,EGYENI,,,
236654,08-014-001,409,311,309,-2,2,307,EGYENI,,,
236656,08-014-002,366,293,293,0,2,291,EGYENI,,,
236658,08-014-003,133,97,97,0,3,94,EGYENI,,,
236660,08-015-001,391,296,296,0,2,294,EGYENI,,,
236662,08-016-001,265,198,198,0,1,197,EGYENI,,,
236664,08-017-001,514,369,369,0,8,361,EGYENI,,,
236666,08-018-001,1060,751,751,0,5,746,EGYENI,,,
236668,08-019-001,753,512,511,-1,4,507,EGYENI,,,
236670,08-019-002,790,513,513,0,18,495,EGYENI,,,
236672,08-019-003,212,155,153,-2,2,151,EGYENI,,,
236674,08-020-001,840,645,645,0,5,640,EGYENI,,,
236676,08-020-002,852,659,660,1,10,650,EGYENI,,,
236678,08-021-001,38,34,34,0,0,34,EGYENI,,,
236680,08-022-001,421,329,329,0,2,327,EGYENI,,,
236682,08-023-001,435,317,317,0,4,313,EGYENI,,,
236684,08-024-001,170,132,132,0,5,127,EGYENI,,,
236686,08-025-001,25,23,23,0,0,23,EGYENI,,,
236688,08-026-001,402,280,276,-4,1,275,EGYENI,,,
236690,08-027-001,1054,832,833,1,12,821,EGYENI,,,
236692,08-027-002,1045,856,857,1,13,844,EGYENI,,,
236694,08-027-003,2140,1827,1818,-9,27,1791,EGYENI,,,
236696,08-027-004,916,729,729,0,2,727,EGYENI,,,
236698,08-027-005,956,730,730,0,2,728,EGYENI,,,
236700,08-027-006,884,692,692,0,20,672,EGYENI,,,
236702,08-027-007,947,698,698,0,5,693,EGYENI,,,
236704,08-027-008,1010,742,742,0,5,737,EGYENI,,,
236706,08-028-001,631,479,479,0,7,472,EGYENI,,,
236708,08-028-002,646,475,475,0,7,468,EGYENI,,,
236710,08-029-001,323,230,230,0,5,225,EGYENI,,,
236712,08-030-001,486,376,376,0,3,373,EGYENI,,,
236715,08-031-001,668,452,452,0,7,445,EGYENI,,,
236717,08-031-002,742,529,528,-1,5,523,EGYENI,,,
236718,08-032-001,211,172,172,0,3,169,EGYENI,,,
236720,08-033-001,935,730,730,0,6,724,EGYENI,,,
236722,08-033-002,847,622,622,0,10,612,EGYENI,,,
236724,08-034-001,582,422,421,-1,7,414,EGYENI,,,
236726,08-035-001,204,139,139,0,2,137,EGYENI,,,
236728,08-035-002,427,342,342,0,4,338,EGYENI,,,
236730,08-035-003,576,433,432,-1,6,426,EGYENI,,,
236732,08-036-001,127,95,95,0,2,93,EGYENI,,,
236734,08-037-001,100,82,82,0,0,82,EGYENI,,,
236736,08-038-001,417,305,303,-2,1,302,EGYENI,,,
236738,08-039-001,709,530,530,0,10,520,EGYENI,,,
236740,08-040-001,1413,1037,1037,0,7,1030,EGYENI,,,
236742,08-041-001,869,641,641,0,6,635,EGYENI,,,
236744,08-041-002,806,619,619,0,6,613,EGYENI,,,
236746,08-042-001,747,597,597,0,6,591,EGYENI,,,
236748,08-042-002,785,620,620,0,9,611,EGYENI,,,
236750,08-043-001,360,260,259,-1,2,257,EGYENI,,,
236752,08-044-001,434,343,343,0,3,340,EGYENI,,,
236754,08-045-001,746,553,552,-1,3,549,EGYENI,,,
236756,08-046-001,72,46,46,0,1,45,EGYENI,,,
236758,08-047-001,233,177,176,-1,2,174,EGYENI,,,
236760,08-048-001,1061,815,815,0,12,803,EGYENI,,,
236762,08-048-002,619,504,504,0,7,497,EGYENI,,,
236764,08-048-003,812,583,583,0,3,580,EGYENI,,,
236766,08-048-004,96,62,62,0,0,62,EGYENI,,,
236768,08-049-001,505,407,407,0,10,397,EGYENI,,,
236770,08-050-001,678,541,540,-1,8,532,EGYENI,,,
236772,08-051-001,994,696,696,0,4,692,EGYENI,,,
236774,08-051-002,806,564,563,-1,7,556,EGYENI,,,
236776,08-052-001,872,679,677,-2,8,669,EGYENI,,,
236778,08-052-002,760,585,585,0,7,578,EGYENI,,,
236780,08-052-003,775,636,636,0,2,634,EGYENI,,,
236782,08-052-004,649,498,498,0,6,492,EGYENI,,,
236784,08-053-001,1013,742,741,-1,9,732,EGYENI,,,
236786,08-054-001,835,588,588,0,4,584,EGYENI,,,
236788,08-054-002,873,604,603,-1,6,597,EGYENI,,,
236790,08-054-003,853,595,595,0,8,587,EGYENI,,,
236792,08-055-001,53,45,45,0,2,43,EGYENI,,,
236794,08-056-001,1090,777,777,0,12,765,EGYENI,,,
236796,08-057-001,316,232,232,0,2,230,EGYENI,,,
236798,08-058-001,957,645,638,-7,5,633,EGYENI,,,
236800,08-059-001,1038,810,810,0,6,804,EGYENI,,,
236802,08-059-002,1123,789,788,-1,8,780,EGYENI,,,
236804,08-059-003,965,697,697,0,5,692,EGYENI,,,
236806,08-059-004,970,636,637,1,14,623,EGYENI,,,
236808,08-059-005,946,634,634,0,5,629,EGYENI,,,
236810,08-059-006,1211,986,986,0,8,978,EGYENI,,,
236812,08-059-007,859,608,604,-4,7,597,EGYENI,,,
236814,08-059-008,692,360,359,-1,3,356,EGYENI,,,
236816,08-059-009,2608,2275,2279,4,38,2241,EGYENI,,,
236818,08-059-010,814,569,570,1,10,560,EGYENI,,,
236820,08-059-011,1067,695,695,0,6,689,EGYENI,,,
236822,08-059-012,933,496,496,0,7,489,EGYENI,,,
236824,08-059-013,915,706,706,0,12,694,EGYENI,,,
236826,08-059-014,932,670,670,0,4,666,EGYENI,,,
236828,08-059-015,885,691,691,0,4,687,EGYENI,,,
236830,08-059-016,888,670,670,0,12,658,EGYENI,,,
236832,08-059-017,926,695,694,-1,5,689,EGYENI,,,
236834,08-059-018,789,643,643,0,2,641,EGYENI,,,
236836,08-059-019,905,720,718,-2,6,712,EGYENI,,,
236838,08-059-020,787,614,614,0,2,612,EGYENI,,,
236840,08-059-021,1129,843,843,0,4,839,EGYENI,,,
236842,08-059-022,1086,861,861,0,4,857,EGYENI,,,
236844,08-059-023,1207,946,943,-3,7,936,EGYENI,,,
236846,08-059-024,1200,892,889,-3,6,883,EGYENI,,,
236848,08-059-025,974,778,778,0,3,775,EGYENI,,,
236850,08-059-026,1193,959,958,-1,6,952,EGYENI,,,
236852,08-059-027,1328,1011,1007,-4,13,994,EGYENI,,,
236854,08-059-028,1049,809,809,0,7,802,EGYENI,,,
236856,08-059-029,1050,794,794,0,5,789,EGYENI,,,
236858,08-059-030,864,679,674,-5,11,663,EGYENI,,,
236860,08-059-031,779,566,565,-1,4,561,EGYENI,,,
236862,08-059-032,777,520,520,0,4,516,EGYENI,,,
236864,08-059-033,920,660,660,0,5,655,EGYENI,,,
236866,08-059-034,986,688,687,-1,4,683,EGYENI,,,
236868,08-059-035,954,603,603,0,5,598,EGYENI,,,
236870,08-059-036,961,619,619,0,7,612,EGYENI,,,
236872,08-059-037,1022,645,645,0,6,639,EGYENI,,,
236874,08-059-038,1032,610,611,1,11,600,EGYENI,,,
236876,08-059-039,968,633,634,1,7,627,EGYENI,,,
236878,08-059-040,1110,765,763,-2,4,759,EGYENI,,,
236880,08-059-041,802,553,554,1,10,544,EGYENI,,,
236882,08-059-042,972,603,603,0,5,598,EGYENI,,,
236884,08-059-043,953,586,582,-4,1,581,EGYENI,,,
236886,08-059-044,854,579,578,-1,7,571,EGYENI,,,
236888,08-059-045,888,640,630,-10,5,625,EGYENI,,,
236890,08-059-046,886,573,572,-1,3,569,EGYENI,,,
236892,08-059-047,905,565,565,0,1,564,EGYENI,,,
236894,08-059-048,848,606,606,0,6,600,EGYENI,,,
236896,08-059-049,822,522,522,0,7,515,EGYENI,,,
236898,08-059-050,833,536,534,-2,8,526,EGYENI,,,
236900,08-059-051,835,536,536,0,7,529,EGYENI,,,
236902,08-059-052,981,757,755,-2,6,749,EGYENI,,,
236904,08-059-053,2392,2029,2032,3,37,1995,EGYENI,,,
236906,08-059-054,1066,739,737,-2,7,730,EGYENI,,,
236908,08-059-055,1003,622,622,0,7,615,EGYENI,,,
236910,08-059-056,931,666,666,0,2,664,EGYENI,,,
236912,08-059-057,880,609,608,-1,5,603,EGYENI,,,
236914,08-059-058,1034,702,702,0,8,694,EGYENI,,,
236916,08-059-059,947,686,685,-1,6,679,EGYENI,,,
236918,08-059-060,953,664,662,-2,14,648,EGYENI,,,
236920,08-059-061,880,651,651,0,2,649,EGYENI,,,
236922,08-059-062,1034,739,739,0,0,739,EGYENI,,,
236924,08-059-063,939,669,668,-1,4,664,EGYENI,,,
236926,08-059-064,1003,745,744,-1,5,739,EGYENI,,,
236928,08-059-065,940,671,670,-1,8,662,EGYENI,,,
236930,08-059-066,875,655,655,0,3,652,EGYENI,,,
236932,08-059-067,962,693,690,-3,5,685,EGYENI,,,
236934,08-059-068,826,629,628,-1,3,625,EGYENI,,,
236936,08-059-069,1074,849,848,-1,14,834,EGYENI,,,
236938,08-059-070,828,669,669,0,6,663,EGYENI,,,
236940,08-059-071,1081,645,645,0,7,638,EGYENI,,,
236942,08-059-072,1082,720,720,0,13,707,EGYENI,,,
236944,08-059-073,981,612,612,0,6,606,EGYENI,,,
236946,08-059-074,994,716,716,0,6,710,EGYENI,,,
236948,08-059-075,841,672,671,-1,6,665,EGYENI,,,
236950,08-059-076,1101,827,826,-1,4,822,EGYENI,,,
236952,08-059-077,993,784,781,-3,1,780,EGYENI,,,
236954,08-059-078,882,683,682,-1,10,672,EGYENI,,,
236956,08-059-079,883,663,663,0,10,653,EGYENI,,,
236958,08-059-080,1094,865,865,0,5,860,EGYENI,,,
236960,08-059-081,1203,966,966,0,12,954,EGYENI,,,
236962,08-059-082,1296,809,808,-1,6,802,EGYENI,,,
236964,08-059-083,1117,799,797,-2,5,792,EGYENI,,,
236966,08-059-084,1131,815,815,0,12,803,EGYENI,,,
236968,08-059-085,1111,782,780,-2,6,774,EGYENI,,,
236970,08-059-086,1084,810,810,0,8,802,EGYENI,,,
236972,08-059-087,1058,783,783,0,8,775,EGYENI,,,
236974,08-059-088,1276,951,951,0,4,947,EGYENI,,,
236976,08-059-089,1272,964,967,3,20,947,EGYENI,,,
236978,08-059-090,1062,832,828,-4,6,822,EGYENI,,,
236980,08-059-091,1164,954,951,-3,14,937,EGYENI,,,
236982,08-059-092,1083,863,863,0,6,857,EGYENI,,,
236984,08-059-093,1187,975,977,2,22,955,EGYENI,,,
236986,08-059-094,1137,876,875,-1,5,870,EGYENI,,,
236988,08-059-095,1152,910,911,1,15,896,EGYENI,,,
236990,08-059-096,1380,1104,1097,-7,11,1086,EGYENI,,,
236992,08-059-097,0,0,0,0,0,0,EGYENI,,,
236994,08-060-001,397,270,270,0,3,267,EGYENI,,,
236996,08-061-001,681,525,525,0,3,522,EGYENI,,,
236998,08-061-002,692,524,525,1,11,514,EGYENI,,,
237000,08-062-001,1206,917,917,0,7,910,EGYENI,,,
237002,08-063-001,635,426,426,0,4,422,EGYENI,,,
237004,08-064-001,755,429,428,-1,3,425,EGYENI,,,
237006,08-064-002,945,642,642,0,9,633,EGYENI,,,
237008,08-064-003,554,430,430,0,7,423,EGYENI,,,
237010,08-064-004,474,386,386,0,5,381,EGYENI,,,
237012,08-065-001,1187,931,932,1,8,924,EGYENI,,,
237014,08-065-002,1185,951,950,-1,10,940,EGYENI,,,
237016,08-065-003,1140,908,908,0,2,906,EGYENI,,,
237018,08-065-004,1145,890,887,-3,11,876,EGYENI,,,
237020,08-065-005,1187,961,961,0,9,952,EGYENI,,,
237022,08-066-001,848,694,694,0,5,689,EGYENI,,,
237024,08-066-002,866,714,714,0,9,705,EGYENI,,,
237026,08-067-001,878,682,682,0,3,679,EGYENI,,,
237028,08-067-002,899,690,690,0,8,682,EGYENI,,,
237030,08-067-003,868,697,697,0,8,689,EGYENI,,,
237032,08-068-001,1157,835,831,-4,20,811,EGYENI,,,
237034,08-068-002,1237,890,889,-1,6,883,EGYENI,,,
237036,08-068-003,142,112,112,0,2,110,EGYENI,,,
237038,08-069-001,1174,922,921,-1,15,906,EGYENI,,,
237040,08-069-002,976,768,764,-4,15,749,EGYENI,,,
237042,08-070-001,934,656,656,0,6,650,EGYENI,,,
237044,08-070-002,937,637,635,-2,16,619,EGYENI,,,
237046,08-070-003,810,538,538,0,4,534,EGYENI,,,
237048,08-071-001,1229,961,961,0,11,950,EGYENI,,,
237050,08-072-001,981,715,715,0,2,713,EGYENI,,,
237052,08-073-001,349,272,272,0,4,268,EGYENI,,,
237054,08-074-001,530,369,369,0,3,366,EGYENI,,,
237056,08-075-001,265,219,219,0,1,218,EGYENI,,,
237058,08-076-001,784,564,564,0,13,551,EGYENI,,,
237060,08-076-002,698,551,551,0,7,544,EGYENI,,,
237062,08-077-001,959,627,626,-1,6,620,EGYENI,,,
237064,08-078-001,858,626,626,0,14,612,EGYENI,,,
237066,08-078-002,782,517,517,0,5,512,EGYENI,,,
237068,08-078-003,703,480,479,-1,2,477,EGYENI,,,
237070,08-078-004,782,573,573,0,3,570,EGYENI,,,
237072,08-078-005,770,503,503,0,7,496,EGYENI,,,
237074,08-078-006,594,421,421,0,10,411,EGYENI,,,
237076,08-078-007,210,126,126,0,7,119,EGYENI,,,
237078,08-079-001,447,326,326,0,4,322,EGYENI,,,
237080,08-080-001,1023,708,708,0,2,706,EGYENI,,,
237082,08-081-001,140,98,98,0,1,97,EGYENI,,,
237084,08-081-002,1110,858,845,-13,10,835,EGYENI,,,
237086,08-081-003,908,656,656,0,3,653,EGYENI,,,
237088,08-081-004,966,766,766,0,7,759,EGYENI,,,
237090,08-081-005,971,760,760,0,9,751,EGYENI,,,
237092,08-081-006,1044,745,745,0,17,728,EGYENI,,,
237094,08-081-007,991,751,751,0,11,740,EGYENI,,,
237096,08-081-008,1056,808,808,0,7,801,EGYENI,,,
237098,08-081-009,849,626,624,-2,6,618,EGYENI,,,
237100,08-082-001,673,467,467,0,3,464,EGYENI,,,
237102,08-082-002,934,652,652,0,10,642,EGYENI,,,
237104,08-082-003,176,122,122,0,1,121,EGYENI,,,
237106,08-083-001,198,161,161,0,2,159,EGYENI,,,
237108,08-084-001,728,591,590,-1,5,585,EGYENI,,,
237110,08-085-001,290,238,238,0,2,236,EGYENI,,,
237112,08-086-001,601,473,473,0,8,465,EGYENI,,,
237114,08-087-001,859,600,600,0,6,594,EGYENI,,,
237116,08-087-002,1035,727,726,-1,7,719,EGYENI,,,
237118,08-088-001,1073,785,785,0,6,779,EGYENI,,,
237120,08-088-002,1075,815,813,-2,10,803,EGYENI,,,
237122,08-089-001,839,664,664,0,10,654,EGYENI,,,
237124,08-089-002,763,607,607,0,8,599,EGYENI,,,
237126,08-090-001,1046,797,797,0,7,790,EGYENI,,,
237128,08-091-001,434,269,269,0,3,266,EGYENI,,,
237130,08-092-001,694,466,466,0,9,457,EGYENI,,,
237132,08-092-002,855,571,571,0,9,562,EGYENI,,,
237134,08-093-001,1100,815,815,0,12,803,EGYENI,,,
237136,08-093-002,671,458,458,0,3,455,EGYENI,,,
237138,08-093-003,742,525,525,0,6,519,EGYENI,,,
237140,08-094-001,615,472,472,0,9,463,EGYENI,,,
237142,08-095-001,1159,877,871,-6,14,857,EGYENI,,,
237144,08-096-001,84,55,55,0,2,53,EGYENI,,,
237146,08-097-001,357,266,266,0,6,260,EGYENI,,,
237148,08-098-001,408,290,290,0,1,289,EGYENI,,,
237150,08-099-001,694,508,508,0,4,504,EGYENI,,,
237152,08-099-002,867,632,632,0,5,627,EGYENI,,,
237154,08-100-001,500,381,381,0,12,369,EGYENI,,,
237156,08-101-001,758,522,522,0,7,515,EGYENI,,,
237158,08-102-001,78,63,63,0,1,62,EGYENI,,,
237160,08-103-001,883,705,705,0,7,698,EGYENI,,,
237162,08-104-001,803,630,630,0,4,626,EGYENI,,,
237164,08-104-002,690,384,384,0,4,380,EGYENI,,,
237166,08-104-003,811,558,560,2,17,543,EGYENI,,,
237168,08-104-004,1253,986,984,-2,9,975,EGYENI,,,
237170,08-104-005,859,641,639,-2,5,634,EGYENI,,,
237172,08-104-006,839,585,585,0,3,582,EGYENI,,,
237174,08-104-007,939,657,654,-3,8,646,EGYENI,,,
237176,08-104-008,1215,924,921,-3,10,911,EGYENI,,,
237178,08-104-009,728,499,500,1,12,488,EGYENI,,,
237180,08-104-010,870,543,542,-1,6,536,EGYENI,,,
237182,08-104-011,841,545,540,-5,4,536,EGYENI,,,
237184,08-104-012,759,573,572,-1,8,564,EGYENI,,,
237186,08-104-013,920,666,668,2,29,639,EGYENI,,,
237188,08-104-014,914,679,679,0,5,674,EGYENI,,,
237190,08-104-015,697,499,499,0,7,492,EGYENI,,,
237192,08-104-016,675,504,504,0,6,498,EGYENI,,,
237194,08-104-017,755,511,509,-2,3,506,EGYENI,,,
237196,08-104-018,817,539,538,-1,8,530,EGYENI,,,
237198,08-104-019,809,532,532,0,6,526,EGYENI,,,
237200,08-104-020,742,510,509,-1,6,503,EGYENI,,,
237202,08-104-021,722,468,468,0,9,459,EGYENI,,,
237204,08-104-022,865,568,568,0,7,561,EGYENI,,,
237206,08-104-023,636,418,418,0,5,413,EGYENI,,,
237208,08-104-024,685,493,492,-1,4,488,EGYENI,,,
237210,08-104-025,778,476,476,0,10,466,EGYENI,,,
237212,08-104-026,793,553,553,0,5,548,EGYENI,,,
237214,08-104-027,856,537,536,-1,8,528,EGYENI,,,
237216,08-104-028,807,525,524,-1,5,519,EGYENI,,,
237218,08-104-029,765,516,514,-2,5,509,EGYENI,,,
237220,08-104-030,2185,1864,1857,-7,13,1844,EGYENI,,,
237222,08-105-001,936,669,669,0,6,663,EGYENI,,,
237224,08-105-002,1085,705,705,0,10,695,EGYENI,,,
237226,08-106-001,665,476,475,-1,9,466,EGYENI,,,
237228,08-106-002,702,506,506,0,5,501,EGYENI,,,
237230,08-107-001,666,527,527,0,4,523,EGYENI,,,
237232,08-108-001,838,666,666,0,4,662,EGYENI,,,
237234,08-109-001,955,708,708,0,14,694,EGYENI,,,
237236,08-109-002,987,778,776,-2,7,769,EGYENI,,,
237238,08-110-001,795,580,580,0,8,572,EGYENI,,,
237240,08-111-001,666,468,465,-3,9,456,EGYENI,,,
237242,08-111-002,835,592,592,0,5,587,EGYENI,,,
237244,08-112-001,169,133,133,0,0,133,EGYENI,,,
237246,08-113-001,394,309,309,0,4,305,EGYENI,,,
237248,08-114-001,927,730,729,-1,5,724,EGYENI,,,
237250,08-114-002,982,724,724,0,7,717,EGYENI,,,
237252,08-114-003,1089,804,799,-5,6,793,EGYENI,,,
237254,08-114-004,547,433,433,0,5,428,EGYENI,,,
237256,08-115-001,700,520,520,0,9,511,EGYENI,,,
237258,08-116-001,833,609,605,-4,5,600,EGYENI,,,
237260,08-116-002,759,572,572,0,6,566,EGYENI,,,
237262,08-116-003,808,596,596,0,5,591,EGYENI,,,
237264,08-117-001,1007,687,680,-7,9,671,EGYENI,,,
237266,08-117-002,713,511,510,-1,12,498,EGYENI,,,
237268,08-117-003,796,565,561,-4,4,557,EGYENI,,,
237270,08-117-004,185,150,150,0,2,148,EGYENI,,,
237272,08-118-001,295,218,218,0,1,217,EGYENI,,,
237274,08-119-001,246,183,183,0,1,182,EGYENI,,,
237276,08-120-001,870,583,582,-1,4,578,EGYENI,,,
237278,08-121-001,1161,865,865,0,6,859,EGYENI,,,
237280,08-122-001,860,679,675,-4,11,664,EGYENI,,,
237282,08-123-001,881,618,615,-3,4,611,EGYENI,,,
237284,08-123-002,895,613,613,0,5,608,EGYENI,,,
237286,08-123-003,255,179,179,0,1,178,EGYENI,,,
237288,08-124-001,278,226,226,0,5,221,EGYENI,,,
237290,08-125-001,87,69,69,0,2,67,EGYENI,,,
237292,08-126-001,226,184,184,0,2,182,EGYENI,,,
237294,08-127-001,514,388,388,0,6,382,EGYENI,,,
237296,08-128-001,409,291,291,0,3,288,EGYENI,,,
237298,08-128-002,557,434,434,0,8,426,EGYENI,,,
237300,08-128-003,399,302,298,-4,5,293,EGYENI,,,
237302,08-129-001,1006,702,701,-1,7,694,EGYENI,,,
237304,08-130-001,437,310,310,0,2,308,EGYENI,,,
237306,08-131-001,482,368,367,-1,2,365,EGYENI,,,
237308,08-132-001,564,454,454,0,5,449,EGYENI,,,
237310,08-133-001,1111,792,792,0,12,780,EGYENI,,,
237312,08-133-002,1010,755,754,-1,4,750,EGYENI,,,
237314,08-134-001,808,611,611,0,9,602,EGYENI,,,
237316,08-135-001,70,55,55,0,0,55,EGYENI,,,
237318,08-136-001,364,282,282,0,2,280,EGYENI,,,
237320,08-137-001,413,325,325,0,3,322,EGYENI,,,
237322,08-138-001,119,99,99,0,2,97,EGYENI,,,
237324,08-139-001,798,621,620,-1,8,612,EGYENI,,,
237326,08-140-001,131,102,102,0,2,100,EGYENI,,,
237328,08-141-001,226,181,181,0,0,181,EGYENI,,,
237330,08-142-001,270,230,230,0,2,228,EGYENI,,,
237332,08-143-001,440,294,294,0,2,292,EGYENI,,,
237334,08-144-001,263,201,201,0,4,197,EGYENI,,,
237336,08-145-001,338,268,268,0,6,262,EGYENI,,,
237338,08-146-001,470,376,376,0,6,370,EGYENI,,,
237340,08-146-002,178,147,147,0,0,147,EGYENI,,,
237342,08-146-003,71,59,59,0,2,57,EGYENI,,,
237344,08-147-001,261,170,170,0,2,168,EGYENI,,,
237346,08-148-001,227,154,154,0,1,153,EGYENI,,,
237348,08-149-001,913,637,637,0,7,630,EGYENI,,,
237350,08-150-001,840,480,480,0,6,474,EGYENI,,,
237352,08-150-002,901,614,614,0,2,612,EGYENI,,,
237354,08-150-003,1024,693,693,0,6,687,EGYENI,,,
237356,08-150-004,880,670,662,-8,8,654,EGYENI,,,
237358,08-150-005,763,550,550,0,6,544,EGYENI,,,
237360,08-150-006,862,655,654,-1,6,648,EGYENI,,,
237362,08-150-007,943,706,706,0,7,699,EGYENI,,,
237364,08-150-008,759,565,565,0,7,558,EGYENI,,,
237366,08-150-009,1021,760,760,0,9,751,EGYENI,,,
237368,08-150-010,716,508,508,0,4,504,EGYENI,,,
237370,08-150-011,749,504,504,0,5,499,EGYENI,,,
237372,08-150-012,789,601,601,0,6,595,EGYENI,,,
237374,08-150-013,732,489,489,0,14,475,EGYENI,,,
237376,08-150-014,716,531,531,0,4,527,EGYENI,,,
237378,08-150-015,731,515,509,-6,8,501,EGYENI,,,
237380,08-150-016,848,620,620,0,6,614,EGYENI,,,
237382,08-150-017,633,496,496,0,6,490,EGYENI,,,
237384,08-150-018,900,709,709,0,11,698,EGYENI,,,
237386,08-150-019,1122,910,908,-2,4,904,EGYENI,,,
237388,08-150-020,851,652,651,-1,3,648,EGYENI,,,
237390,08-150-021,920,726,726,0,6,720,EGYENI,,,
237392,08-150-022,899,708,708,0,12,696,EGYENI,,,
237394,08-150-023,1106,851,845,-6,9,836,EGYENI,,,
237396,08-150-024,811,570,570,0,3,567,EGYENI,,,
237398,08-150-025,685,505,505,0,5,500,EGYENI,,,
237400,08-150-026,2452,2178,2174,-4,24,2150,EGYENI,,,
237402,08-150-027,783,617,617,0,5,612,EGYENI,,,
237404,08-150-028,938,594,592,-2,17,575,EGYENI,,,
237406,08-150-029,1274,959,952,-7,8,944,EGYENI,,,
237408,08-150-030,708,472,472,0,6,466,EGYENI,,,
237410,08-150-031,993,717,712,-5,15,697,EGYENI,,,
237412,08-150-032,926,693,693,0,10,683,EGYENI,,,
237414,08-150-033,988,775,776,1,11,765,EGYENI,,,
237416,08-150-034,923,605,604,-1,10,594,EGYENI,,,
237418,08-150-035,910,659,660,1,14,646,EGYENI,,,
237420,08-150-036,991,770,770,0,22,748,EGYENI,,,
237422,08-150-037,901,645,645,0,8,637,EGYENI,,,
237424,08-150-038,916,716,715,-1,6,709,EGYENI,,,
237426,08-150-039,995,803,803,0,6,797,EGYENI,,,
237428,08-150-040,1201,978,978,0,9,969,EGYENI,,,
237430,08-150-041,954,813,812,-1,7,805,EGYENI,,,
237432,08-150-042,804,645,644,-1,12,632,EGYENI,,,
237434,08-150-043,939,731,731,0,6,725,EGYENI,,,
237436,08-150-044,886,663,662,-1,13,649,EGYENI,,,
237438,08-150-045,711,560,558,-2,9,549,EGYENI,,,
237440,08-150-046,742,562,564,2,18,546,EGYENI,,,
237442,08-150-047,944,701,700,-1,3,697,EGYENI,,,
237444,08-150-048,1396,1084,1083,-1,9,1074,EGYENI,,,
