JKV_AZONOSITO,SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_LEVO,ELTERES,ERVENYTELEN,ERVENYES,TIPUS,HATARIDOBEN_BEERKEZETT_SZAVAZASI_IRATOK,ERVENYES_SZAVAZASI_IRATOK,IRATOKBAN_LEVO_SZAVAZOLAP
239875,12-006-001,707,513,513,0,9,504,LISTAS,,,
239877,12-006-002,663,497,497,0,13,484,LISTAS,,,
239879,12-006-003,882,649,649,0,8,641,LISTAS,,,
239881,12-007-001,805,549,549,0,1,548,LISTAS,,,
239883,12-007-002,720,523,523,0,11,512,LISTAS,,,
239885,12-008-001,1242,776,774,0,11,763,LISTAS,,,
239887,12-009-001,327,204,204,0,3,201,LISTAS,,,
239889,12-010-001,759,558,559,0,11,548,LISTAS,,,
239892,12-011-001,559,306,306,0,2,304,LISTAS,,,
239890,12-011-002,557,365,364,0,7,357,LISTAS,,,
239895,12-012-001,656,442,442,0,3,439,LISTAS,,,
239897,12-012-002,613,411,409,0,1,408,LISTAS,,,
239899,12-013-001,743,567,567,0,6,561,LISTAS,,,
239901,12-013-002,610,414,414,0,4,410,LISTAS,,,
239903,12-013-003,638,377,377,0,0,377,LISTAS,,,
239905,12-013-004,718,552,552,0,4,548,LISTAS,,,
239907,12-014-001,634,376,375,0,16,359,LISTAS,,,
239909,12-015-001,845,634,633,0,1,632,LISTAS,,,
239911,12-015-002,880,585,585,0,4,581,LISTAS,,,
239913,12-016-001,185,132,132,0,4,128,LISTAS,,,
239915,12-017-001,648,444,442,0,6,436,LISTAS,,,
239917,12-017-002,824,547,547,0,6,541,LISTAS,,,
239919,12-018-001,331,235,235,0,3,232,LISTAS,,,
239921,12-019-001,284,188,188,0,1,187,LISTAS,,,
239923,12-020-001,975,674,674,0,14,660,LISTAS,,,
239925,12-020-002,755,493,493,0,7,486,LISTAS,,,
239927,12-020-003,849,575,574,0,5,569,LISTAS,,,
239929,12-021-001,818,626,626,0,1,625,LISTAS,,,
239931,12-022-001,749,540,542,0,24,518,LISTAS,,,
239933,12-023-001,991,690,690,0,2,688,LISTAS,,,
239935,12-023-002,1080,719,718,0,3,715,LISTAS,,,
239937,12-023-003,1076,781,781,0,14,767,LISTAS,,,
239939,12-023-004,598,390,385,0,1,384,LISTAS,,,
239941,12-023-005,714,490,490,0,1,489,LISTAS,,,
239943,12-023-006,594,402,402,0,4,398,LISTAS,,,
239945,12-023-007,659,416,416,0,4,412,LISTAS,,,
239947,12-023-008,1278,785,785,0,5,780,LISTAS,,,
239949,12-023-009,966,590,590,0,4,586,LISTAS,,,
239951,12-023-010,1188,777,776,0,1,775,LISTAS,,,
239953,12-024-001,925,619,619,0,4,615,LISTAS,,,
239955,12-025-001,694,465,464,0,3,461,LISTAS,,,
239957,12-025-002,619,442,442,0,5,437,LISTAS,,,
239959,12-026-001,373,288,288,0,2,286,LISTAS,,,
239961,12-027-001,495,374,374,0,1,373,LISTAS,,,
239963,12-028-001,798,591,591,0,11,580,LISTAS,,,
239965,12-028-002,788,634,634,0,3,631,LISTAS,,,
239967,12-028-003,753,612,612,0,3,609,LISTAS,,,
239969,12-028-004,1244,912,911,0,7,904,LISTAS,,,
239971,12-028-005,1159,900,896,0,4,892,LISTAS,,,
239973,12-028-006,848,609,605,0,2,603,LISTAS,,,
239975,12-028-007,856,649,649,0,1,648,LISTAS,,,
239977,12-028-008,604,457,457,0,7,450,LISTAS,,,
239979,12-028-009,575,423,423,0,2,421,LISTAS,,,
239981,12-028-010,634,458,461,0,20,441,LISTAS,,,
239983,12-028-011,2587,2231,2239,8,67,2172,LISTAS,,,
239985,12-028-012,882,369,371,0,13,358,LISTAS,,,
239987,12-028-013,686,478,478,0,8,470,LISTAS,,,
239989,12-028-014,809,585,584,0,3,581,LISTAS,,,
239991,12-028-015,897,640,640,0,5,635,LISTAS,,,
239993,12-028-016,630,457,457,0,4,453,LISTAS,,,
239995,12-028-017,1098,714,714,0,2,712,LISTAS,,,
239997,12-028-018,1107,808,808,0,5,803,LISTAS,,,
239999,12-028-019,758,583,583,0,3,580,LISTAS,,,
240001,12-028-020,993,751,750,0,4,746,LISTAS,,,
240003,12-028-021,238,171,171,0,0,171,LISTAS,,,
240005,12-028-022,634,328,328,0,9,319,LISTAS,,,
240007,12-028-023,945,625,625,0,1,624,LISTAS,,,
240009,12-028-024,799,563,563,0,3,560,LISTAS,,,
240011,12-028-025,838,547,547,0,14,533,LISTAS,,,
240013,12-028-026,828,480,480,0,4,476,LISTAS,,,
240015,12-028-027,748,371,369,0,11,358,LISTAS,,,
240017,12-029-001,475,360,360,0,2,358,LISTAS,,,
240019,12-030-001,1163,894,894,0,6,888,LISTAS,,,
240021,12-031-001,852,565,566,0,7,559,LISTAS,,,
240023,12-032-001,861,603,603,0,5,598,LISTAS,,,
240025,12-032-002,749,569,568,0,2,566,LISTAS,,,
240027,12-033-001,516,323,323,0,5,318,LISTAS,,,
240029,12-034-001,672,460,460,0,2,458,LISTAS,,,
240031,12-034-002,737,523,523,0,5,518,LISTAS,,,
240033,12-034-003,746,478,478,0,4,474,LISTAS,,,
240035,12-035-001,880,609,609,0,7,602,LISTAS,,,
240037,12-035-002,806,569,570,0,10,560,LISTAS,,,
240039,12-035-003,772,500,499,0,4,495,LISTAS,,,
240041,12-035-004,765,532,532,0,5,527,LISTAS,,,
240043,12-035-005,800,540,540,0,4,536,LISTAS,,,
240045,12-035-006,352,236,235,0,2,233,LISTAS,,,
240047,12-036-001,414,266,266,0,3,263,LISTAS,,,
240049,12-037-001,1037,752,752,0,6,746,LISTAS,,,
240051,12-037-002,1063,757,754,0,8,746,LISTAS,,,
240053,12-038-001,415,278,278,0,1,277,LISTAS,,,
240055,12-038-002,980,721,721,0,6,715,LISTAS,,,
240057,12-038-003,596,452,452,0,3,449,LISTAS,,,
240059,12-038-004,868,599,599,0,8,591,LISTAS,,,
240061,12-038-005,994,720,720,0,1,719,LISTAS,,,
240063,12-038-006,816,602,602,0,1,601,LISTAS,,,
240065,12-038-007,919,687,687,0,4,683,LISTAS,,,
240067,12-038-008,2529,2209,2203,-6,14,2189,LISTAS,,,
240069,12-038-009,643,402,403,0,12,391,LISTAS,,,
240071,12-038-010,1388,1039,1039,0,7,1032,LISTAS,,,
240073,12-038-011,535,345,345,0,1,344,LISTAS,,,
240075,12-038-012,773,569,569,0,9,560,LISTAS,,,
240077,12-038-013,702,490,490,0,4,486,LISTAS,,,
240079,12-038-014,717,479,479,0,3,476,LISTAS,,,
240081,12-038-015,1139,783,783,0,10,773,LISTAS,,,
240083,12-038-016,1286,960,960,0,13,947,LISTAS,,,
240085,12-038-017,826,627,627,0,5,622,LISTAS,,,
240087,12-039-001,832,594,593,0,2,591,LISTAS,,,
240089,12-040-001,933,718,718,0,3,715,LISTAS,,,
240091,12-040-002,863,644,645,0,9,636,LISTAS,,,
240093,12-040-003,915,613,613,0,1,612,LISTAS,,,
240095,12-040-004,1041,635,635,0,11,624,LISTAS,,,
240097,12-041-001,699,440,440,0,2,438,LISTAS,,,
240099,12-041-002,809,534,534,0,4,530,LISTAS,,,
240101,12-041-003,700,383,382,0,4,378,LISTAS,,,
240103,12-041-004,945,638,638,0,5,633,LISTAS,,,
240105,12-041-005,808,568,568,0,5,563,LISTAS,,,
240107,12-042-001,1429,1012,1011,0,13,998,LISTAS,,,
240109,12-043-001,521,352,352,0,5,347,LISTAS,,,
240111,12-044-001,860,592,592,0,5,587,LISTAS,,,
240113,12-044-002,874,642,642,0,6,636,LISTAS,,,
240115,12-045-001,710,533,530,0,4,526,LISTAS,,,
240117,12-046-001,674,485,485,0,5,480,LISTAS,,,
240119,12-046-002,686,483,483,0,2,481,LISTAS,,,
240121,12-046-003,844,614,615,0,8,607,LISTAS,,,
240123,12-046-004,110,61,61,0,3,58,LISTAS,,,
240125,12-047-001,1130,686,688,0,19,669,LISTAS,,,
240127,12-048-001,1071,756,756,0,14,742,LISTAS,,,
240129,12-048-002,865,590,589,0,6,583,LISTAS,,,
240131,12-049-001,552,383,365,0,2,363,LISTAS,,,
240133,12-049-002,513,346,346,0,4,342,LISTAS,,,
240135,12-050-001,749,434,434,0,3,431,LISTAS,,,
240137,12-050-002,891,634,634,0,2,632,LISTAS,,,
240139,12-050-003,947,637,639,0,18,621,LISTAS,,,
240141,12-050-004,951,742,742,0,8,734,LISTAS,,,
240143,12-050-005,868,606,606,0,4,602,LISTAS,,,
240145,12-050-006,718,483,483,0,6,477,LISTAS,,,
240147,12-050-007,672,453,453,0,5,448,LISTAS,,,
240149,12-051-001,919,631,631,0,2,629,LISTAS,,,
240151,12-051-002,856,616,616,0,5,611,LISTAS,,,
240153,12-051-003,932,638,638,0,5,633,LISTAS,,,
240155,12-051-004,1058,592,592,0,7,585,LISTAS,,,
240157,12-051-005,895,522,522,0,4,518,LISTAS,,,
240159,12-051-006,728,429,429,0,4,425,LISTAS,,,
240161,12-051-007,904,497,495,0,3,492,LISTAS,,,
240163,12-051-008,859,505,505,0,4,501,LISTAS,,,
240165,12-051-009,738,500,499,0,10,489,LISTAS,,,
240167,12-051-010,799,519,519,0,4,515,LISTAS,,,
240169,12-051-011,872,604,604,0,7,597,LISTAS,,,
240171,12-051-012,767,488,488,0,10,478,LISTAS,,,
240173,12-051-013,880,566,566,0,4,562,LISTAS,,,
240175,12-051-014,896,654,654,0,3,651,LISTAS,,,
240177,12-051-015,927,669,669,0,2,667,LISTAS,,,
240179,12-051-016,1093,667,667,0,10,657,LISTAS,,,
240181,12-052-001,1059,715,711,0,3,708,LISTAS,,,
240183,12-052-002,975,729,729,0,4,725,LISTAS,,,
240185,12-053-001,810,548,548,0,9,539,LISTAS,,,
240187,12-053-002,852,611,611,0,10,601,LISTAS,,,
240189,12-054-001,1024,740,740,0,5,735,LISTAS,,,
240191,12-055-001,681,462,462,0,15,447,LISTAS,,,
240193,12-055-002,782,497,497,0,2,495,LISTAS,,,
240195,12-055-003,766,473,472,0,7,465,LISTAS,,,
240197,12-056-001,998,605,605,0,10,595,LISTAS,,,
240199,12-057-001,744,501,501,0,5,496,LISTAS,,,
240201,12-057-002,809,566,566,0,2,564,LISTAS,,,
240203,12-058-001,1158,759,767,0,46,721,LISTAS,,,
240205,12-059-001,917,671,673,0,18,655,LISTAS,,,
240207,12-059-002,1008,768,764,0,3,761,LISTAS,,,
240209,12-060-001,892,649,647,0,5,642,LISTAS,,,
240211,12-061-001,859,622,622,0,12,610,LISTAS,,,
240213,12-061-002,929,695,695,0,9,686,LISTAS,,,
240215,12-062-001,1368,964,964,0,11,953,LISTAS,,,
240217,12-063-001,898,668,668,0,12,656,LISTAS,,,
240219,12-063-002,1131,853,852,0,9,843,LISTAS,,,
240221,12-063-003,94,55,55,0,2,53,LISTAS,,,
240223,12-064-001,795,512,515,0,20,495,LISTAS,,,
240225,12-064-002,835,651,653,0,18,635,LISTAS,,,
240227,12-064-003,795,558,558,0,0,558,LISTAS,,,
240229,12-064-004,821,613,613,0,7,606,LISTAS,,,
240231,12-064-005,745,581,580,0,5,575,LISTAS,,,
240233,12-064-006,849,605,605,0,8,597,LISTAS,,,
240235,12-064-007,716,517,517,0,3,514,LISTAS,,,
240237,12-064-008,605,496,496,0,3,493,LISTAS,,,
240239,12-064-009,639,480,479,0,7,472,LISTAS,,,
240241,12-064-010,567,410,410,0,3,407,LISTAS,,,
240243,12-064-011,509,401,401,0,3,398,LISTAS,,,
240245,12-064-012,972,718,712,0,9,703,LISTAS,,,
240247,12-064-013,585,467,466,0,5,461,LISTAS,,,
240249,12-064-014,756,596,596,0,3,593,LISTAS,,,
240251,12-064-015,745,605,604,0,3,601,LISTAS,,,
240253,12-064-016,661,505,505,0,4,501,LISTAS,,,
240255,12-064-017,725,543,543,0,6,537,LISTAS,,,
240257,12-064-018,710,479,479,0,4,475,LISTAS,,,
240259,12-064-019,697,497,497,0,3,494,LISTAS,,,
240261,12-064-020,804,643,643,0,3,640,LISTAS,,,
240263,12-064-021,813,621,621,0,7,614,LISTAS,,,
240265,12-064-022,1057,720,720,0,13,707,LISTAS,,,
240267,12-064-023,947,740,739,0,6,733,LISTAS,,,
240269,12-064-024,487,368,369,0,10,359,LISTAS,,,
240271,12-065-001,1004,682,680,0,4,676,LISTAS,,,
240273,12-065-002,1109,744,743,0,8,735,LISTAS,,,
240275,12-065-003,561,297,297,0,4,293,LISTAS,,,
240277,12-065-004,479,203,203,0,3,200,LISTAS,,,
240279,12-065-005,749,336,335,0,5,330,LISTAS,,,
240281,12-065-006,851,503,502,0,6,496,LISTAS,,,
240283,12-065-007,867,581,581,0,3,578,LISTAS,,,
240285,12-065-008,875,592,592,0,11,581,LISTAS,,,
240287,12-065-009,804,549,549,0,4,545,LISTAS,,,
240289,12-065-010,927,702,702,0,7,695,LISTAS,,,
240291,12-065-011,1029,764,764,0,5,759,LISTAS,,,
240293,12-065-012,976,733,724,0,3,721,LISTAS,,,
240295,12-065-013,888,648,649,0,14,635,LISTAS,,,
240297,12-065-014,824,569,569,0,1,568,LISTAS,,,
240299,12-065-015,692,472,471,0,4,467,LISTAS,,,
240301,12-065-016,615,440,439,0,3,436,LISTAS,,,
240303,12-065-017,1081,796,794,0,4,790,LISTAS,,,
240305,12-065-018,1061,826,826,0,7,819,LISTAS,,,
240307,12-065-019,1078,861,858,0,8,850,LISTAS,,,
240309,12-065-020,1023,757,757,0,2,755,LISTAS,,,
240311,12-065-021,799,599,599,0,4,595,LISTAS,,,
240313,12-065-022,879,601,601,0,5,596,LISTAS,,,
240315,12-065-023,781,558,558,0,9,549,LISTAS,,,
240317,12-065-024,792,542,542,0,2,540,LISTAS,,,
240319,12-065-025,2380,2082,2077,-5,10,2067,LISTAS,,,
240321,12-065-026,667,469,466,0,2,464,LISTAS,,,
240323,12-065-027,804,589,590,0,10,580,LISTAS,,,
240325,12-065-028,941,593,592,0,2,590,LISTAS,,,
240327,12-065-029,804,521,521,0,1,520,LISTAS,,,
240329,12-065-030,764,492,491,0,2,489,LISTAS,,,
240331,12-065-031,828,587,588,0,9,579,LISTAS,,,
240333,12-065-032,782,555,555,0,5,550,LISTAS,,,
240335,12-065-033,792,558,557,0,4,553,LISTAS,,,
240337,12-065-034,943,608,607,0,11,596,LISTAS,,,
240339,12-065-035,882,602,600,0,2,598,LISTAS,,,
240341,12-065-036,817,507,507,0,2,505,LISTAS,,,
240343,12-065-037,1483,571,570,0,4,566,LISTAS,,,
240345,12-065-038,885,604,603,0,6,597,LISTAS,,,
240347,12-065-039,1098,645,644,0,3,641,LISTAS,,,
240349,12-065-040,820,550,550,0,2,548,LISTAS,,,
240351,12-065-041,840,542,542,0,4,538,LISTAS,,,
240353,12-065-042,717,460,460,0,6,454,LISTAS,,,
240355,12-065-043,761,533,532,0,1,531,LISTAS,,,
240357,12-065-044,829,614,613,0,4,609,LISTAS,,,
240359,12-065-045,804,527,526,0,6,520,LISTAS,,,
240361,12-065-046,765,555,554,0,2,552,LISTAS,,,
240363,12-065-047,907,649,649,0,3,646,LISTAS,,,
240365,12-065-048,768,556,556,0,2,554,LISTAS,,,
240367,12-065-049,906,604,604,0,9,595,LISTAS,,,
240369,12-065-050,721,508,508,0,4,504,LISTAS,,,
240371,12-065-051,703,448,448,0,2,446,LISTAS,,,
240373,12-065-052,694,516,516,0,1,515,LISTAS,,,
240375,12-065-053,1433,1070,1064,0,9,1055,LISTAS,,,
240377,12-065-054,911,456,456,0,4,452,LISTAS,,,
240379,12-065-055,921,552,552,0,5,547,LISTAS,,,
240381,12-065-056,828,473,473,0,1,472,LISTAS,,,
240383,12-065-057,979,711,710,0,9,701,LISTAS,,,
240385,12-065-058,1023,760,760,0,6,754,LISTAS,,,
240387,12-065-059,1084,815,815,0,4,811,LISTAS,,,
240389,12-065-060,823,511,511,0,5,506,LISTAS,,,
240391,12-066-001,978,633,633,0,4,629,LISTAS,,,
240393,12-066-002,184,116,115,0,2,113,LISTAS,,,
240395,12-067-001,530,398,398,0,4,394,LISTAS,,,
240397,12-067-002,1065,754,754,0,3,751,LISTAS,,,
240399,12-067-003,734,526,525,0,2,523,LISTAS,,,
240401,12-067-004,764,510,510,0,1,509,LISTAS,,,
240403,12-067-005,724,477,477,0,0,477,LISTAS,,,
240405,12-067-006,584,433,433,0,2,431,LISTAS,,,
240407,12-068-001,191,92,92,0,0,92,LISTAS,,,
240409,12-068-002,707,461,461,0,5,456,LISTAS,,,
240411,12-068-003,738,542,541,0,3,538,LISTAS,,,
240413,12-068-004,712,462,462,0,7,455,LISTAS,,,
240415,12-068-005,1002,654,652,0,8,644,LISTAS,,,
240417,12-069-001,788,439,439,0,2,437,LISTAS,,,
240419,12-069-002,805,529,529,0,9,520,LISTAS,,,
240421,12-069-003,663,460,458,0,4,454,LISTAS,,,
240423,12-070-001,597,418,418,0,9,409,LISTAS,,,
240425,12-071-001,501,380,381,0,7,374,LISTAS,,,
240427,12-072-001,464,318,318,0,1,317,LISTAS,,,
240429,12-073-001,1110,857,857,0,11,846,LISTAS,,,
240431,12-074-001,863,647,647,0,6,641,LISTAS,,,
240433,12-074-002,984,498,496,0,4,492,LISTAS,,,
240435,12-074-003,897,726,726,0,2,724,LISTAS,,,
240437,12-075-001,456,320,320,0,5,315,LISTAS,,,
240439,12-076-001,750,520,520,0,4,516,LISTAS,,,
240441,12-076-002,628,435,435,0,2,433,LISTAS,,,
240443,13-001-001,479,325,325,0,3,322,LISTAS,,,
240445,13-002-001,198,148,148,0,3,145,LISTAS,,,
240447,13-003-001,2749,2385,2375,-10,19,2356,LISTAS,,,
240449,13-003-002,769,509,509,0,4,505,LISTAS,,,
240451,13-003-003,789,590,590,0,1,589,LISTAS,,,
240453,13-003-004,616,418,418,0,5,413,LISTAS,,,
240455,13-003-005,740,586,586,0,3,583,LISTAS,,,
240457,13-003-006,749,550,550,0,4,546,LISTAS,,,
240459,13-003-007,698,475,473,0,2,471,LISTAS,,,
240461,13-003-008,744,495,495,0,5,490,LISTAS,,,
240463,13-003-009,670,494,494,0,11,483,LISTAS,,,
240465,13-003-010,777,477,477,0,4,473,LISTAS,,,
240467,13-003-011,624,459,460,0,9,451,LISTAS,,,
240469,13-003-012,793,607,606,0,4,602,LISTAS,,,
240471,13-003-013,705,558,556,0,5,551,LISTAS,,,
240473,13-003-014,711,550,549,0,5,544,LISTAS,,,
240475,13-003-015,673,516,516,0,4,512,LISTAS,,,
240477,13-003-016,739,571,571,0,2,569,LISTAS,,,
240479,13-004-001,594,452,452,0,0,452,LISTAS,,,
240481,13-005-001,771,503,503,0,4,499,LISTAS,,,
240483,13-006-001,1120,637,647,0,10,637,LISTAS,,,
240485,13-006-002,1185,668,668,0,7,661,LISTAS,,,
240487,13-006-003,1138,667,667,0,6,661,LISTAS,,,
240489,13-006-004,1046,608,608,0,5,603,LISTAS,,,
240491,13-006-005,1144,789,788,0,6,782,LISTAS,,,
240493,13-006-006,1218,796,796,0,10,786,LISTAS,,,
240495,13-006-007,1150,690,689,0,4,685,LISTAS,,,
240497,13-006-008,1272,731,731,0,6,725,LISTAS,,,
240499,13-007-001,436,297,297,0,5,292,LISTAS,,,
240501,13-008-001,621,441,441,0,3,438,LISTAS,,,
240503,13-008-002,703,504,504,0,1,503,LISTAS,,,
240505,13-009-001,551,417,416,0,6,410,LISTAS,,,
240507,13-010-001,286,209,209,0,1,208,LISTAS,,,
240509,13-011-001,84,63,63,0,0,63,LISTAS,,,
240511,13-012-001,764,479,477,0,10,467,LISTAS,,,
240513,13-013-001,850,556,556,0,0,556,LISTAS,,,
240515,13-013-002,778,518,518,0,3,515,LISTAS,,,
240517,13-014-001,832,507,507,0,2,505,LISTAS,,,
240519,13-015-001,291,225,225,0,2,223,LISTAS,,,
240521,13-016-001,605,420,420,0,5,415,LISTAS,,,
240523,13-017-001,102,81,81,0,0,81,LISTAS,,,
240525,13-018-001,257,170,170,0,2,168,LISTAS,,,
240527,13-019-001,709,474,474,0,6,468,LISTAS,,,
240529,13-020-001,307,205,205,0,3,202,LISTAS,,,
240531,13-021-001,72,48,48,0,2,46,LISTAS,,,
240533,13-022-001,1082,686,686,0,5,681,LISTAS,,,
240535,13-023-001,743,462,462,0,5,457,LISTAS,,,
240537,13-023-002,743,486,485,0,9,476,LISTAS,,,
240539,13-023-003,788,545,545,0,4,541,LISTAS,,,
240541,13-024-001,475,319,319,0,4,315,LISTAS,,,
240543,13-024-002,328,212,212,0,0,212,LISTAS,,,
240545,13-025-001,1086,702,702,0,5,697,LISTAS,,,
240547,13-026-001,889,556,555,0,15,540,LISTAS,,,
240549,13-027-001,347,257,248,0,1,247,LISTAS,,,
240551,13-028-001,526,355,356,0,12,344,LISTAS,,,
240553,13-029-001,860,493,492,0,4,488,LISTAS,,,
240555,13-030-001,436,322,320,0,1,319,LISTAS,,,
240557,13-031-001,413,274,274,0,4,270,LISTAS,,,
240559,13-032-001,681,405,405,0,4,401,LISTAS,,,
240561,13-032-002,115,48,48,0,1,47,LISTAS,,,
240563,13-032-003,211,110,110,0,2,108,LISTAS,,,
240565,13-033-001,674,457,458,0,8,450,LISTAS,,,
240567,13-033-002,827,523,523,0,4,519,LISTAS,,,
240569,13-033-003,593,406,406,0,2,404,LISTAS,,,
240571,13-033-004,707,461,461,0,5,456,LISTAS,,,
240573,13-034-001,461,355,355,0,1,354,LISTAS,,,
240575,13-035-001,113,83,83,0,0,83,LISTAS,,,
240577,13-036-001,494,340,340,0,2,338,LISTAS,,,
240579,13-037-001,31,26,26,0,1,25,LISTAS,,,
240581,13-038-001,448,302,302,0,1,301,LISTAS,,,
240583,13-039-001,823,548,548,0,5,543,LISTAS,,,
240585,13-040-001,274,214,214,0,1,213,LISTAS,,,
240587,13-041-001,395,269,269,0,2,267,LISTAS,,,
240589,13-042-001,146,103,103,0,1,102,LISTAS,,,
240591,13-043-001,630,410,410,0,6,404,LISTAS,,,
240593,13-044-001,128,99,99,0,0,99,LISTAS,,,
240595,13-045-001,327,210,210,0,3,207,LISTAS,,,
240597,13-046-001,651,428,428,0,4,424,LISTAS,,,
240599,13-047-001,816,428,428,0,7,421,LISTAS,,,
240601,13-047-002,720,480,480,0,8,472,LISTAS,,,
240603,13-048-001,634,387,387,0,5,382,LISTAS,,,
240605,13-048-002,565,369,369,0,0,369,LISTAS,,,
240607,13-049-001,675,440,440,0,2,438,LISTAS,,,
240609,13-050-001,617,358,358,0,5,353,LISTAS,,,
240611,13-050-002,562,343,342,0,0,342,LISTAS,,,
240613,13-050-003,179,117,117,0,3,114,LISTAS,,,
240615,13-051-001,633,382,382,0,5,377,LISTAS,,,
240617,13-051-002,708,458,458,0,7,451,LISTAS,,,
240619,13-051-003,653,458,458,0,0,458,LISTAS,,,
240621,13-052-001,908,530,530,0,3,527,LISTAS,,,
240623,13-053-001,560,333,333,0,9,324,LISTAS,,,
240625,13-053-002,599,359,359,0,1,358,LISTAS,,,
240627,13-053-003,227,103,103,0,5,98,LISTAS,,,
240629,13-054-001,1078,659,658,0,10,648,LISTAS,,,
240631,13-055-001,577,428,428,0,0,428,LISTAS,,,
240633,13-056-001,384,293,293,0,1,292,LISTAS,,,
240635,13-057-001,328,219,219,0,4,215,LISTAS,,,
240637,13-058-001,130,107,107,0,1,106,LISTAS,,,
240639,13-059-001,154,103,103,0,0,103,LISTAS,,,
240641,13-060-001,447,322,322,0,7,315,LISTAS,,,
240643,13-061-001,142,114,114,0,2,112,LISTAS,,,
240645,13-062-001,81,54,54,0,1,53,LISTAS,,,
240647,13-063-001,377,243,243,0,4,239,LISTAS,,,
240649,13-064-001,582,383,383,0,6,377,LISTAS,,,
240651,13-065-001,467,333,325,0,4,321,LISTAS,,,
240653,13-066-001,625,293,293,0,3,290,LISTAS,,,
240655,13-066-002,386,223,223,0,1,222,LISTAS,,,
240657,13-067-001,466,346,346,0,2,344,LISTAS,,,
240659,13-067-002,133,74,74,0,0,74,LISTAS,,,
240661,13-068-001,896,642,642,0,4,638,LISTAS,,,
240663,13-069-001,183,154,151,0,2,149,LISTAS,,,
240665,13-070-001,603,408,408,0,2,406,LISTAS,,,
240667,13-071-001,884,574,574,0,5,569,LISTAS,,,
240669,13-071-002,440,274,274,0,1,273,LISTAS,,,
240672,13-072-001,740,486,485,0,8,477,LISTAS,,,
240670,13-073-001,1178,781,781,0,9,772,LISTAS,,,
240675,13-074-001,869,509,509,0,1,508,LISTAS,,,
240677,13-074-002,508,321,321,0,3,318,LISTAS,,,
240679,13-075-001,609,371,371,0,5,366,LISTAS,,,
240681,13-075-002,599,322,321,0,5,316,LISTAS,,,
240683,13-075-003,222,145,145,0,3,142,LISTAS,,,
240685,13-076-001,445,306,305,0,0,305,LISTAS,,,
240687,13-077-001,709,425,425,0,4,421,LISTAS,,,
240690,13-078-001,478,369,369,0,2,367,LISTAS,,,
240688,13-079-001,211,149,149,0,0,149,LISTAS,,,
240693,13-080-001,605,418,418,0,2,416,LISTAS,,,
240695,13-080-002,446,310,310,0,2,308,LISTAS,,,
240697,13-080-003,58,42,42,0,0,42,LISTAS,,,
240699,13-081-001,729,408,408,0,8,400,LISTAS,,,
240701,13-081-002,794,492,492,0,6,486,LISTAS,,,
240703,13-082-001,580,388,388,0,5,383,LISTAS,,,
240705,13-083-001,975,678,678,0,6,672,LISTAS,,,
240707,13-084-001,743,546,546,0,6,540,LISTAS,,,
240709,13-084-002,511,372,372,0,0,372,LISTAS,,,
240711,13-085-001,478,311,311,0,3,308,LISTAS,,,
240713,13-086-001,356,260,260,0,2,258,LISTAS,,,
240716,13-087-001,601,381,381,0,5,376,LISTAS,,,
240714,13-087-002,629,376,375,0,4,371,LISTAS,,,
240719,13-088-001,748,524,523,0,2,521,LISTAS,,,
240721,13-089-001,575,379,379,0,3,376,LISTAS,,,
240723,13-090-001,427,261,261,0,3,258,LISTAS,,,
240725,13-091-001,958,746,745,0,9,736,LISTAS,,,
240727,13-092-001,806,533,533,0,2,531,LISTAS,,,
240729,13-093-001,261,184,184,0,3,181,LISTAS,,,
240731,13-094-001,655,415,415,0,5,410,LISTAS,,,
240733,13-094-002,637,477,476,0,2,474,LISTAS,,,
240735,13-095-001,704,515,515,0,5,510,LISTAS,,,
240737,13-096-001,592,409,409,0,4,405,LISTAS,,,
240739,13-097-001,908,649,648,0,1,647,LISTAS,,,
240741,13-097-002,944,632,632,0,9,623,LISTAS,,,
240743,13-097-003,676,478,478,0,3,475,LISTAS,,,
240745,13-097-004,699,516,516,0,7,509,LISTAS,,,
240747,13-097-005,999,702,702,0,4,698,LISTAS,,,
240749,13-097-006,916,654,654,0,4,650,LISTAS,,,
240751,13-097-007,1010,805,806,0,20,786,LISTAS,,,
240753,13-097-008,763,560,560,0,7,553,LISTAS,,,
240755,13-097-009,299,223,223,0,4,219,LISTAS,,,
240757,13-098-001,439,309,310,0,6,304,LISTAS,,,
240759,13-099-001,144,121,121,0,2,119,LISTAS,,,
240761,13-100-001,1108,759,759,0,4,755,LISTAS,,,
240763,13-100-002,1020,737,735,0,9,726,LISTAS,,,
240765,13-101-001,693,431,431,0,4,427,LISTAS,,,
240767,13-101-002,529,368,368,0,2,366,LISTAS,,,
240769,13-102-001,902,617,615,0,7,608,LISTAS,,,
240771,13-102-002,880,530,529,0,7,522,LISTAS,,,
240773,13-103-001,810,560,559,0,4,555,LISTAS,,,
240775,13-103-002,664,458,458,0,3,455,LISTAS,,,
240777,13-103-003,800,531,531,0,3,528,LISTAS,,,
240779,13-103-004,682,497,497,0,1,496,LISTAS,,,
240781,13-103-005,793,561,561,0,5,556,LISTAS,,,
240783,13-103-006,686,483,480,0,5,475,LISTAS,,,
240785,13-103-007,687,485,485,0,5,480,LISTAS,,,
240787,13-103-008,507,284,284,0,5,279,LISTAS,,,
240789,13-103-009,210,118,118,0,0,118,LISTAS,,,
