TIPUS,VALASZTAS,SZAVAZOKOR,LISTA,SZAVAZAT
Listas,2014EP,07-021-002,FIDESZ-KDNP,109
Listas,2014EP,07-021-002,JOBBIK,37
Listas,2014EP,07-021-002,MSZP,16
Listas,2014EP,07-021-002,DEMOKRATIKUS KOALÍCIÓ,15
Listas,2014EP,07-021-002,EGYÜTT-PM,7
Listas,2014EP,07-021-002,LMP,5
Listas,2014EP,07-021-002,A HAZA NEM ELADÓ,2
Listas,2014EP,07-021-002,SMS,1
Listas,2014EP,07-022-001,FIDESZ-KDNP,81
Listas,2014EP,07-022-001,JOBBIK,44
Listas,2014EP,07-022-001,MSZP,9
Listas,2014EP,07-022-001,LMP,5
Listas,2014EP,07-022-001,DEMOKRATIKUS KOALÍCIÓ,3
Listas,2014EP,07-022-001,EGYÜTT-PM,2
Listas,2014EP,07-022-001,A HAZA NEM ELADÓ,0
Listas,2014EP,07-022-001,SMS,0
Listas,2014EP,07-023-001,FIDESZ-KDNP,84
Listas,2014EP,07-023-001,JOBBIK,39
Listas,2014EP,07-023-001,DEMOKRATIKUS KOALÍCIÓ,13
Listas,2014EP,07-023-001,MSZP,12
Listas,2014EP,07-023-001,EGYÜTT-PM,4
Listas,2014EP,07-023-001,LMP,2
Listas,2014EP,07-023-001,A HAZA NEM ELADÓ,0
Listas,2014EP,07-023-001,SMS,0
Listas,2014EP,07-023-002,FIDESZ-KDNP,92
Listas,2014EP,07-023-002,JOBBIK,24
Listas,2014EP,07-023-002,MSZP,13
Listas,2014EP,07-023-002,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,07-023-002,EGYÜTT-PM,5
Listas,2014EP,07-023-002,LMP,1
Listas,2014EP,07-023-002,A HAZA NEM ELADÓ,0
Listas,2014EP,07-023-002,SMS,0
Listas,2014EP,07-024-001,FIDESZ-KDNP,182
Listas,2014EP,07-024-001,DEMOKRATIKUS KOALÍCIÓ,70
Listas,2014EP,07-024-001,JOBBIK,51
Listas,2014EP,07-024-001,MSZP,43
Listas,2014EP,07-024-001,EGYÜTT-PM,31
Listas,2014EP,07-024-001,LMP,10
Listas,2014EP,07-024-001,SMS,2
Listas,2014EP,07-024-001,A HAZA NEM ELADÓ,1
Listas,2014EP,07-024-002,FIDESZ-KDNP,154
Listas,2014EP,07-024-002,MSZP,54
Listas,2014EP,07-024-002,DEMOKRATIKUS KOALÍCIÓ,43
Listas,2014EP,07-024-002,JOBBIK,42
Listas,2014EP,07-024-002,EGYÜTT-PM,39
Listas,2014EP,07-024-002,LMP,22
Listas,2014EP,07-024-002,A HAZA NEM ELADÓ,3
Listas,2014EP,07-024-002,SMS,2
Listas,2014EP,07-024-003,FIDESZ-KDNP,88
Listas,2014EP,07-024-003,JOBBIK,30
Listas,2014EP,07-024-003,MSZP,26
Listas,2014EP,07-024-003,DEMOKRATIKUS KOALÍCIÓ,25
Listas,2014EP,07-024-003,LMP,21
Listas,2014EP,07-024-003,EGYÜTT-PM,15
Listas,2014EP,07-024-003,SMS,1
Listas,2014EP,07-024-003,A HAZA NEM ELADÓ,0
Listas,2014EP,07-024-004,FIDESZ-KDNP,118
Listas,2014EP,07-024-004,MSZP,41
Listas,2014EP,07-024-004,DEMOKRATIKUS KOALÍCIÓ,34
Listas,2014EP,07-024-004,JOBBIK,25
Listas,2014EP,07-024-004,EGYÜTT-PM,18
Listas,2014EP,07-024-004,LMP,13
Listas,2014EP,07-024-004,A HAZA NEM ELADÓ,3
Listas,2014EP,07-024-004,SMS,1
Listas,2014EP,07-024-005,FIDESZ-KDNP,159
Listas,2014EP,07-024-005,JOBBIK,55
Listas,2014EP,07-024-005,MSZP,49
Listas,2014EP,07-024-005,DEMOKRATIKUS KOALÍCIÓ,29
Listas,2014EP,07-024-005,EGYÜTT-PM,28
Listas,2014EP,07-024-005,LMP,22
Listas,2014EP,07-024-005,SMS,4
Listas,2014EP,07-024-005,A HAZA NEM ELADÓ,3
Listas,2014EP,07-024-006,FIDESZ-KDNP,59
Listas,2014EP,07-024-006,DEMOKRATIKUS KOALÍCIÓ,33
Listas,2014EP,07-024-006,MSZP,30
Listas,2014EP,07-024-006,JOBBIK,28
Listas,2014EP,07-024-006,EGYÜTT-PM,26
Listas,2014EP,07-024-006,LMP,16
Listas,2014EP,07-024-006,SMS,3
Listas,2014EP,07-024-006,A HAZA NEM ELADÓ,0
Listas,2014EP,07-024-007,FIDESZ-KDNP,105
Listas,2014EP,07-024-007,DEMOKRATIKUS KOALÍCIÓ,53
Listas,2014EP,07-024-007,MSZP,40
Listas,2014EP,07-024-007,JOBBIK,26
Listas,2014EP,07-024-007,EGYÜTT-PM,15
Listas,2014EP,07-024-007,LMP,4
Listas,2014EP,07-024-007,SMS,2
Listas,2014EP,07-024-007,A HAZA NEM ELADÓ,1
Listas,2014EP,07-024-008,FIDESZ-KDNP,89
Listas,2014EP,07-024-008,DEMOKRATIKUS KOALÍCIÓ,28
Listas,2014EP,07-024-008,JOBBIK,19
Listas,2014EP,07-024-008,MSZP,18
Listas,2014EP,07-024-008,EGYÜTT-PM,10
Listas,2014EP,07-024-008,LMP,9
Listas,2014EP,07-024-008,A HAZA NEM ELADÓ,4
Listas,2014EP,07-024-008,SMS,2
Listas,2014EP,07-024-009,FIDESZ-KDNP,99
Listas,2014EP,07-024-009,DEMOKRATIKUS KOALÍCIÓ,41
Listas,2014EP,07-024-009,JOBBIK,30
Listas,2014EP,07-024-009,MSZP,22
Listas,2014EP,07-024-009,EGYÜTT-PM,19
Listas,2014EP,07-024-009,LMP,3
Listas,2014EP,07-024-009,A HAZA NEM ELADÓ,2
Listas,2014EP,07-024-009,SMS,0
Listas,2014EP,07-024-010,FIDESZ-KDNP,97
Listas,2014EP,07-024-010,JOBBIK,50
Listas,2014EP,07-024-010,DEMOKRATIKUS KOALÍCIÓ,45
Listas,2014EP,07-024-010,MSZP,38
Listas,2014EP,07-024-010,EGYÜTT-PM,17
Listas,2014EP,07-024-010,LMP,12
Listas,2014EP,07-024-010,A HAZA NEM ELADÓ,4
Listas,2014EP,07-024-010,SMS,2
Listas,2014EP,07-024-011,FIDESZ-KDNP,87
Listas,2014EP,07-024-011,JOBBIK,34
Listas,2014EP,07-024-011,MSZP,25
Listas,2014EP,07-024-011,DEMOKRATIKUS KOALÍCIÓ,24
Listas,2014EP,07-024-011,EGYÜTT-PM,9
Listas,2014EP,07-024-011,LMP,7
Listas,2014EP,07-024-011,SMS,1
Listas,2014EP,07-024-011,A HAZA NEM ELADÓ,1
Listas,2014EP,07-024-012,FIDESZ-KDNP,84
Listas,2014EP,07-024-012,JOBBIK,46
Listas,2014EP,07-024-012,MSZP,29
Listas,2014EP,07-024-012,DEMOKRATIKUS KOALÍCIÓ,25
Listas,2014EP,07-024-012,EGYÜTT-PM,13
Listas,2014EP,07-024-012,LMP,10
Listas,2014EP,07-024-012,A HAZA NEM ELADÓ,3
Listas,2014EP,07-024-012,SMS,0
Listas,2014EP,07-024-013,FIDESZ-KDNP,118
Listas,2014EP,07-024-013,JOBBIK,37
Listas,2014EP,07-024-013,MSZP,31
Listas,2014EP,07-024-013,DEMOKRATIKUS KOALÍCIÓ,27
Listas,2014EP,07-024-013,EGYÜTT-PM,18
Listas,2014EP,07-024-013,LMP,7
Listas,2014EP,07-024-013,A HAZA NEM ELADÓ,2
Listas,2014EP,07-024-013,SMS,0
Listas,2014EP,07-024-014,FIDESZ-KDNP,95
Listas,2014EP,07-024-014,MSZP,31
Listas,2014EP,07-024-014,JOBBIK,29
Listas,2014EP,07-024-014,DEMOKRATIKUS KOALÍCIÓ,23
Listas,2014EP,07-024-014,EGYÜTT-PM,15
Listas,2014EP,07-024-014,LMP,12
Listas,2014EP,07-024-014,A HAZA NEM ELADÓ,2
Listas,2014EP,07-024-014,SMS,1
Listas,2014EP,07-024-015,FIDESZ-KDNP,82
Listas,2014EP,07-024-015,DEMOKRATIKUS KOALÍCIÓ,40
Listas,2014EP,07-024-015,MSZP,31
Listas,2014EP,07-024-015,EGYÜTT-PM,22
Listas,2014EP,07-024-015,JOBBIK,21
Listas,2014EP,07-024-015,LMP,12
Listas,2014EP,07-024-015,A HAZA NEM ELADÓ,0
Listas,2014EP,07-024-015,SMS,0
Listas,2014EP,07-024-016,FIDESZ-KDNP,72
Listas,2014EP,07-024-016,JOBBIK,37
Listas,2014EP,07-024-016,DEMOKRATIKUS KOALÍCIÓ,36
Listas,2014EP,07-024-016,MSZP,23
Listas,2014EP,07-024-016,EGYÜTT-PM,14
Listas,2014EP,07-024-016,LMP,7
Listas,2014EP,07-024-016,SMS,1
Listas,2014EP,07-024-016,A HAZA NEM ELADÓ,0
Listas,2014EP,07-024-017,FIDESZ-KDNP,66
Listas,2014EP,07-024-017,DEMOKRATIKUS KOALÍCIÓ,23
Listas,2014EP,07-024-017,JOBBIK,19
Listas,2014EP,07-024-017,MSZP,16
Listas,2014EP,07-024-017,EGYÜTT-PM,14
Listas,2014EP,07-024-017,LMP,10
Listas,2014EP,07-024-017,SMS,1
Listas,2014EP,07-024-017,A HAZA NEM ELADÓ,0
Listas,2014EP,07-024-018,FIDESZ-KDNP,89
Listas,2014EP,07-024-018,JOBBIK,41
Listas,2014EP,07-024-018,DEMOKRATIKUS KOALÍCIÓ,32
Listas,2014EP,07-024-018,MSZP,31
Listas,2014EP,07-024-018,EGYÜTT-PM,11
Listas,2014EP,07-024-018,LMP,8
Listas,2014EP,07-024-018,A HAZA NEM ELADÓ,1
Listas,2014EP,07-024-018,SMS,0
Listas,2014EP,07-024-019,FIDESZ-KDNP,97
Listas,2014EP,07-024-019,DEMOKRATIKUS KOALÍCIÓ,39
Listas,2014EP,07-024-019,MSZP,32
Listas,2014EP,07-024-019,JOBBIK,26
Listas,2014EP,07-024-019,EGYÜTT-PM,22
Listas,2014EP,07-024-019,LMP,10
Listas,2014EP,07-024-019,SMS,1
Listas,2014EP,07-024-019,A HAZA NEM ELADÓ,1
Listas,2014EP,07-024-020,FIDESZ-KDNP,108
Listas,2014EP,07-024-020,DEMOKRATIKUS KOALÍCIÓ,56
Listas,2014EP,07-024-020,MSZP,37
Listas,2014EP,07-024-020,JOBBIK,21
Listas,2014EP,07-024-020,EGYÜTT-PM,21
Listas,2014EP,07-024-020,LMP,9
Listas,2014EP,07-024-020,SMS,2
Listas,2014EP,07-024-020,A HAZA NEM ELADÓ,1
Listas,2014EP,07-024-021,FIDESZ-KDNP,62
Listas,2014EP,07-024-021,EGYÜTT-PM,19
Listas,2014EP,07-024-021,JOBBIK,19
Listas,2014EP,07-024-021,MSZP,18
Listas,2014EP,07-024-021,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,07-024-021,LMP,11
Listas,2014EP,07-024-021,A HAZA NEM ELADÓ,3
Listas,2014EP,07-024-021,SMS,0
Listas,2014EP,07-024-022,FIDESZ-KDNP,126
Listas,2014EP,07-024-022,JOBBIK,46
Listas,2014EP,07-024-022,MSZP,43
Listas,2014EP,07-024-022,DEMOKRATIKUS KOALÍCIÓ,41
Listas,2014EP,07-024-022,EGYÜTT-PM,23
Listas,2014EP,07-024-022,LMP,19
Listas,2014EP,07-024-022,A HAZA NEM ELADÓ,4
Listas,2014EP,07-024-022,SMS,2
Listas,2014EP,07-024-023,FIDESZ-KDNP,135
Listas,2014EP,07-024-023,MSZP,63
Listas,2014EP,07-024-023,DEMOKRATIKUS KOALÍCIÓ,50
Listas,2014EP,07-024-023,JOBBIK,27
Listas,2014EP,07-024-023,EGYÜTT-PM,25
Listas,2014EP,07-024-023,LMP,15
Listas,2014EP,07-024-023,A HAZA NEM ELADÓ,5
Listas,2014EP,07-024-023,SMS,1
Listas,2014EP,07-024-024,FIDESZ-KDNP,124
Listas,2014EP,07-024-024,MSZP,45
Listas,2014EP,07-024-024,JOBBIK,37
Listas,2014EP,07-024-024,DEMOKRATIKUS KOALÍCIÓ,34
Listas,2014EP,07-024-024,EGYÜTT-PM,24
Listas,2014EP,07-024-024,LMP,17
Listas,2014EP,07-024-024,A HAZA NEM ELADÓ,1
Listas,2014EP,07-024-024,SMS,1
Listas,2014EP,07-024-025,FIDESZ-KDNP,103
Listas,2014EP,07-024-025,DEMOKRATIKUS KOALÍCIÓ,42
Listas,2014EP,07-024-025,MSZP,32
Listas,2014EP,07-024-025,JOBBIK,27
Listas,2014EP,07-024-025,EGYÜTT-PM,16
Listas,2014EP,07-024-025,LMP,8
Listas,2014EP,07-024-025,SMS,0
Listas,2014EP,07-024-025,A HAZA NEM ELADÓ,0
Listas,2014EP,07-024-026,FIDESZ-KDNP,92
Listas,2014EP,07-024-026,JOBBIK,41
Listas,2014EP,07-024-026,MSZP,34
Listas,2014EP,07-024-026,DEMOKRATIKUS KOALÍCIÓ,22
Listas,2014EP,07-024-026,EGYÜTT-PM,21
Listas,2014EP,07-024-026,LMP,11
Listas,2014EP,07-024-026,A HAZA NEM ELADÓ,1
Listas,2014EP,07-024-026,SMS,1
Listas,2014EP,07-024-027,FIDESZ-KDNP,84
Listas,2014EP,07-024-027,JOBBIK,33
Listas,2014EP,07-024-027,MSZP,31
Listas,2014EP,07-024-027,DEMOKRATIKUS KOALÍCIÓ,26
Listas,2014EP,07-024-027,EGYÜTT-PM,14
Listas,2014EP,07-024-027,A HAZA NEM ELADÓ,7
Listas,2014EP,07-024-027,LMP,5
Listas,2014EP,07-024-027,SMS,0
Listas,2014EP,07-024-028,FIDESZ-KDNP,82
Listas,2014EP,07-024-028,MSZP,37
Listas,2014EP,07-024-028,DEMOKRATIKUS KOALÍCIÓ,29
Listas,2014EP,07-024-028,JOBBIK,22
Listas,2014EP,07-024-028,EGYÜTT-PM,16
Listas,2014EP,07-024-028,LMP,8
Listas,2014EP,07-024-028,A HAZA NEM ELADÓ,2
Listas,2014EP,07-024-028,SMS,1
Listas,2014EP,07-024-029,FIDESZ-KDNP,85
Listas,2014EP,07-024-029,MSZP,40
Listas,2014EP,07-024-029,JOBBIK,33
Listas,2014EP,07-024-029,DEMOKRATIKUS KOALÍCIÓ,21
Listas,2014EP,07-024-029,EGYÜTT-PM,15
Listas,2014EP,07-024-029,LMP,7
Listas,2014EP,07-024-029,A HAZA NEM ELADÓ,1
Listas,2014EP,07-024-029,SMS,1
Listas,2014EP,07-024-030,FIDESZ-KDNP,97
Listas,2014EP,07-024-030,JOBBIK,46
Listas,2014EP,07-024-030,MSZP,39
Listas,2014EP,07-024-030,DEMOKRATIKUS KOALÍCIÓ,32
Listas,2014EP,07-024-030,EGYÜTT-PM,17
Listas,2014EP,07-024-030,LMP,14
Listas,2014EP,07-024-030,SMS,3
Listas,2014EP,07-024-030,A HAZA NEM ELADÓ,0
Listas,2014EP,07-024-031,FIDESZ-KDNP,80
Listas,2014EP,07-024-031,DEMOKRATIKUS KOALÍCIÓ,35
Listas,2014EP,07-024-031,MSZP,30
Listas,2014EP,07-024-031,JOBBIK,27
Listas,2014EP,07-024-031,EGYÜTT-PM,11
Listas,2014EP,07-024-031,LMP,5
Listas,2014EP,07-024-031,A HAZA NEM ELADÓ,0
Listas,2014EP,07-024-031,SMS,0
Listas,2014EP,07-024-032,FIDESZ-KDNP,120
Listas,2014EP,07-024-032,JOBBIK,36
Listas,2014EP,07-024-032,DEMOKRATIKUS KOALÍCIÓ,30
Listas,2014EP,07-024-032,MSZP,18
Listas,2014EP,07-024-032,EGYÜTT-PM,15
Listas,2014EP,07-024-032,LMP,9
Listas,2014EP,07-024-032,A HAZA NEM ELADÓ,2
Listas,2014EP,07-024-032,SMS,1
Listas,2014EP,07-024-033,FIDESZ-KDNP,90
Listas,2014EP,07-024-033,MSZP,35
Listas,2014EP,07-024-033,DEMOKRATIKUS KOALÍCIÓ,34
Listas,2014EP,07-024-033,JOBBIK,30
Listas,2014EP,07-024-033,EGYÜTT-PM,14
Listas,2014EP,07-024-033,LMP,8
Listas,2014EP,07-024-033,A HAZA NEM ELADÓ,3
Listas,2014EP,07-024-033,SMS,2
Listas,2014EP,07-024-034,FIDESZ-KDNP,91
Listas,2014EP,07-024-034,JOBBIK,31
Listas,2014EP,07-024-034,MSZP,22
Listas,2014EP,07-024-034,DEMOKRATIKUS KOALÍCIÓ,21
Listas,2014EP,07-024-034,EGYÜTT-PM,12
Listas,2014EP,07-024-034,LMP,5
Listas,2014EP,07-024-034,A HAZA NEM ELADÓ,1
Listas,2014EP,07-024-034,SMS,0
Listas,2014EP,07-024-035,FIDESZ-KDNP,103
Listas,2014EP,07-024-035,JOBBIK,44
Listas,2014EP,07-024-035,MSZP,19
Listas,2014EP,07-024-035,DEMOKRATIKUS KOALÍCIÓ,13
Listas,2014EP,07-024-035,EGYÜTT-PM,11
Listas,2014EP,07-024-035,LMP,9
Listas,2014EP,07-024-035,SMS,0
Listas,2014EP,07-024-035,A HAZA NEM ELADÓ,0
Listas,2014EP,07-024-036,FIDESZ-KDNP,101
Listas,2014EP,07-024-036,JOBBIK,58
Listas,2014EP,07-024-036,DEMOKRATIKUS KOALÍCIÓ,34
Listas,2014EP,07-024-036,MSZP,34
Listas,2014EP,07-024-036,EGYÜTT-PM,14
Listas,2014EP,07-024-036,LMP,9
Listas,2014EP,07-024-036,A HAZA NEM ELADÓ,4
Listas,2014EP,07-024-036,SMS,2
Listas,2014EP,07-024-037,FIDESZ-KDNP,81
Listas,2014EP,07-024-037,JOBBIK,65
Listas,2014EP,07-024-037,MSZP,37
Listas,2014EP,07-024-037,EGYÜTT-PM,30
Listas,2014EP,07-024-037,DEMOKRATIKUS KOALÍCIÓ,30
Listas,2014EP,07-024-037,LMP,11
Listas,2014EP,07-024-037,SMS,1
Listas,2014EP,07-024-037,A HAZA NEM ELADÓ,1
Listas,2014EP,07-024-038,FIDESZ-KDNP,102
Listas,2014EP,07-024-038,JOBBIK,52
Listas,2014EP,07-024-038,DEMOKRATIKUS KOALÍCIÓ,34
Listas,2014EP,07-024-038,MSZP,27
Listas,2014EP,07-024-038,EGYÜTT-PM,21
Listas,2014EP,07-024-038,LMP,9
Listas,2014EP,07-024-038,A HAZA NEM ELADÓ,3
Listas,2014EP,07-024-038,SMS,0
Listas,2014EP,07-024-039,FIDESZ-KDNP,108
Listas,2014EP,07-024-039,DEMOKRATIKUS KOALÍCIÓ,43
Listas,2014EP,07-024-039,JOBBIK,38
Listas,2014EP,07-024-039,MSZP,24
Listas,2014EP,07-024-039,LMP,17
Listas,2014EP,07-024-039,EGYÜTT-PM,10
Listas,2014EP,07-024-039,SMS,2
Listas,2014EP,07-024-039,A HAZA NEM ELADÓ,2
Listas,2014EP,07-024-040,FIDESZ-KDNP,87
Listas,2014EP,07-024-040,JOBBIK,46
Listas,2014EP,07-024-040,DEMOKRATIKUS KOALÍCIÓ,31
Listas,2014EP,07-024-040,MSZP,22
Listas,2014EP,07-024-040,EGYÜTT-PM,17
Listas,2014EP,07-024-040,LMP,7
Listas,2014EP,07-024-040,SMS,1
Listas,2014EP,07-024-040,A HAZA NEM ELADÓ,0
Listas,2014EP,07-024-041,FIDESZ-KDNP,95
Listas,2014EP,07-024-041,DEMOKRATIKUS KOALÍCIÓ,50
Listas,2014EP,07-024-041,MSZP,39
Listas,2014EP,07-024-041,JOBBIK,29
Listas,2014EP,07-024-041,EGYÜTT-PM,25
Listas,2014EP,07-024-041,LMP,10
Listas,2014EP,07-024-041,SMS,2
Listas,2014EP,07-024-041,A HAZA NEM ELADÓ,1
Listas,2014EP,07-024-042,FIDESZ-KDNP,136
Listas,2014EP,07-024-042,JOBBIK,40
Listas,2014EP,07-024-042,MSZP,25
Listas,2014EP,07-024-042,DEMOKRATIKUS KOALÍCIÓ,23
Listas,2014EP,07-024-042,EGYÜTT-PM,18
Listas,2014EP,07-024-042,LMP,17
Listas,2014EP,07-024-042,A HAZA NEM ELADÓ,2
Listas,2014EP,07-024-042,SMS,2
Listas,2014EP,07-024-043,FIDESZ-KDNP,173
Listas,2014EP,07-024-043,EGYÜTT-PM,60
Listas,2014EP,07-024-043,JOBBIK,55
Listas,2014EP,07-024-043,DEMOKRATIKUS KOALÍCIÓ,53
Listas,2014EP,07-024-043,MSZP,46
Listas,2014EP,07-024-043,LMP,23
Listas,2014EP,07-024-043,A HAZA NEM ELADÓ,2
Listas,2014EP,07-024-043,SMS,2
Listas,2014EP,07-024-044,FIDESZ-KDNP,223
Listas,2014EP,07-024-044,JOBBIK,50
Listas,2014EP,07-024-044,MSZP,49
Listas,2014EP,07-024-044,EGYÜTT-PM,45
Listas,2014EP,07-024-044,DEMOKRATIKUS KOALÍCIÓ,30
Listas,2014EP,07-024-044,LMP,17
Listas,2014EP,07-024-044,A HAZA NEM ELADÓ,0
Listas,2014EP,07-024-044,SMS,0
Listas,2014EP,07-024-045,FIDESZ-KDNP,192
Listas,2014EP,07-024-045,JOBBIK,60
Listas,2014EP,07-024-045,MSZP,44
Listas,2014EP,07-024-045,EGYÜTT-PM,21
Listas,2014EP,07-024-045,LMP,20
Listas,2014EP,07-024-045,DEMOKRATIKUS KOALÍCIÓ,18
Listas,2014EP,07-024-045,SMS,3
Listas,2014EP,07-024-045,A HAZA NEM ELADÓ,1
Listas,2014EP,07-024-046,FIDESZ-KDNP,170
Listas,2014EP,07-024-046,JOBBIK,57
Listas,2014EP,07-024-046,MSZP,51
Listas,2014EP,07-024-046,EGYÜTT-PM,48
Listas,2014EP,07-024-046,DEMOKRATIKUS KOALÍCIÓ,47
Listas,2014EP,07-024-046,LMP,21
Listas,2014EP,07-024-046,A HAZA NEM ELADÓ,5
Listas,2014EP,07-024-046,SMS,4
Listas,2014EP,07-024-047,JOBBIK,21
Listas,2014EP,07-024-047,MSZP,20
Listas,2014EP,07-024-047,FIDESZ-KDNP,17
Listas,2014EP,07-024-047,EGYÜTT-PM,6
Listas,2014EP,07-024-047,DEMOKRATIKUS KOALÍCIÓ,5
Listas,2014EP,07-024-047,LMP,4
Listas,2014EP,07-024-047,A HAZA NEM ELADÓ,2
Listas,2014EP,07-024-047,SMS,0
Listas,2014EP,07-025-001,FIDESZ-KDNP,101
Listas,2014EP,07-025-001,JOBBIK,42
Listas,2014EP,07-025-001,MSZP,14
Listas,2014EP,07-025-001,DEMOKRATIKUS KOALÍCIÓ,11
Listas,2014EP,07-025-001,LMP,7
Listas,2014EP,07-025-001,EGYÜTT-PM,3
Listas,2014EP,07-025-001,A HAZA NEM ELADÓ,1
Listas,2014EP,07-025-001,SMS,0
Listas,2014EP,07-025-002,FIDESZ-KDNP,52
Listas,2014EP,07-025-002,JOBBIK,19
Listas,2014EP,07-025-002,DEMOKRATIKUS KOALÍCIÓ,11
Listas,2014EP,07-025-002,LMP,5
Listas,2014EP,07-025-002,MSZP,4
Listas,2014EP,07-025-002,EGYÜTT-PM,4
Listas,2014EP,07-025-002,A HAZA NEM ELADÓ,1
Listas,2014EP,07-025-002,SMS,0
Listas,2014EP,07-025-003,FIDESZ-KDNP,72
Listas,2014EP,07-025-003,JOBBIK,21
Listas,2014EP,07-025-003,MSZP,12
Listas,2014EP,07-025-003,DEMOKRATIKUS KOALÍCIÓ,7
Listas,2014EP,07-025-003,LMP,5
Listas,2014EP,07-025-003,EGYÜTT-PM,1
Listas,2014EP,07-025-003,SMS,0
Listas,2014EP,07-025-003,A HAZA NEM ELADÓ,0
Listas,2014EP,07-026-001,FIDESZ-KDNP,86
Listas,2014EP,07-026-001,JOBBIK,56
Listas,2014EP,07-026-001,DEMOKRATIKUS KOALÍCIÓ,22
Listas,2014EP,07-026-001,MSZP,13
Listas,2014EP,07-026-001,EGYÜTT-PM,10
Listas,2014EP,07-026-001,LMP,8
Listas,2014EP,07-026-001,A HAZA NEM ELADÓ,1
Listas,2014EP,07-026-001,SMS,0
Listas,2014EP,07-026-002,FIDESZ-KDNP,105
Listas,2014EP,07-026-002,JOBBIK,52
Listas,2014EP,07-026-002,MSZP,17
Listas,2014EP,07-026-002,DEMOKRATIKUS KOALÍCIÓ,14
Listas,2014EP,07-026-002,EGYÜTT-PM,8
Listas,2014EP,07-026-002,LMP,1
Listas,2014EP,07-026-002,A HAZA NEM ELADÓ,0
Listas,2014EP,07-026-002,SMS,0
Listas,2014EP,07-026-003,FIDESZ-KDNP,104
Listas,2014EP,07-026-003,JOBBIK,43
Listas,2014EP,07-026-003,MSZP,18
Listas,2014EP,07-026-003,DEMOKRATIKUS KOALÍCIÓ,16
Listas,2014EP,07-026-003,EGYÜTT-PM,10
Listas,2014EP,07-026-003,LMP,4
Listas,2014EP,07-026-003,SMS,2
Listas,2014EP,07-026-003,A HAZA NEM ELADÓ,0
Listas,2014EP,07-026-004,FIDESZ-KDNP,83
Listas,2014EP,07-026-004,JOBBIK,55
Listas,2014EP,07-026-004,DEMOKRATIKUS KOALÍCIÓ,24
Listas,2014EP,07-026-004,MSZP,21
Listas,2014EP,07-026-004,EGYÜTT-PM,12
Listas,2014EP,07-026-004,LMP,7
Listas,2014EP,07-026-004,SMS,1
Listas,2014EP,07-026-004,A HAZA NEM ELADÓ,1
Listas,2014EP,07-026-005,FIDESZ-KDNP,71
Listas,2014EP,07-026-005,JOBBIK,28
Listas,2014EP,07-026-005,DEMOKRATIKUS KOALÍCIÓ,13
Listas,2014EP,07-026-005,MSZP,5
Listas,2014EP,07-026-005,EGYÜTT-PM,1
Listas,2014EP,07-026-005,LMP,0
Listas,2014EP,07-026-005,A HAZA NEM ELADÓ,0
Listas,2014EP,07-026-005,SMS,0
Listas,2014EP,07-026-006,JOBBIK,55
Listas,2014EP,07-026-006,FIDESZ-KDNP,55
Listas,2014EP,07-026-006,DEMOKRATIKUS KOALÍCIÓ,6
Listas,2014EP,07-026-006,MSZP,5
Listas,2014EP,07-026-006,EGYÜTT-PM,4
Listas,2014EP,07-026-006,LMP,3
Listas,2014EP,07-026-006,A HAZA NEM ELADÓ,1
Listas,2014EP,07-026-006,SMS,0
Listas,2014EP,07-026-007,FIDESZ-KDNP,35
Listas,2014EP,07-026-007,JOBBIK,12
Listas,2014EP,07-026-007,MSZP,2
Listas,2014EP,07-026-007,DEMOKRATIKUS KOALÍCIÓ,2
Listas,2014EP,07-026-007,LMP,1
Listas,2014EP,07-026-007,EGYÜTT-PM,0
Listas,2014EP,07-026-007,A HAZA NEM ELADÓ,0
Listas,2014EP,07-026-007,SMS,0
Listas,2014EP,07-026-008,JOBBIK,12
Listas,2014EP,07-026-008,FIDESZ-KDNP,9
Listas,2014EP,07-026-008,SMS,2
Listas,2014EP,07-026-008,EGYÜTT-PM,2
Listas,2014EP,07-026-008,LMP,1
Listas,2014EP,07-026-008,MSZP,1
Listas,2014EP,07-026-008,DEMOKRATIKUS KOALÍCIÓ,1
Listas,2014EP,07-026-008,A HAZA NEM ELADÓ,0
Listas,2014EP,07-027-001,FIDESZ-KDNP,136
Listas,2014EP,07-027-001,JOBBIK,51
Listas,2014EP,07-027-001,DEMOKRATIKUS KOALÍCIÓ,25
Listas,2014EP,07-027-001,MSZP,25
Listas,2014EP,07-027-001,EGYÜTT-PM,23
Listas,2014EP,07-027-001,LMP,7
Listas,2014EP,07-027-001,A HAZA NEM ELADÓ,0
Listas,2014EP,07-027-001,SMS,0
Listas,2014EP,07-027-002,FIDESZ-KDNP,157
Listas,2014EP,07-027-002,JOBBIK,66
Listas,2014EP,07-027-002,MSZP,28
Listas,2014EP,07-027-002,DEMOKRATIKUS KOALÍCIÓ,18
Listas,2014EP,07-027-002,EGYÜTT-PM,11
Listas,2014EP,07-027-002,LMP,10
Listas,2014EP,07-027-002,SMS,3
Listas,2014EP,07-027-002,A HAZA NEM ELADÓ,1
Listas,2014EP,07-027-003,FIDESZ-KDNP,106
Listas,2014EP,07-027-003,JOBBIK,68
Listas,2014EP,07-027-003,MSZP,50
Listas,2014EP,07-027-003,DEMOKRATIKUS KOALÍCIÓ,36
