TIPUS,VALASZTAS,SZAVAZOKOR,LISTA,SZAVAZAT
Listas,2014EP,01-002-045,LMP,37
Listas,2014EP,01-002-045,JOBBIK,30
Listas,2014EP,01-002-045,MSZP,27
Listas,2014EP,01-002-045,A HAZA NEM ELADÓ,1
Listas,2014EP,01-002-045,SMS,0
Listas,2014EP,01-002-046,FIDESZ-KDNP,238
Listas,2014EP,01-002-046,DEMOKRATIKUS KOALÍCIÓ,68
Listas,2014EP,01-002-046,EGYÜTT-PM,60
Listas,2014EP,01-002-046,JOBBIK,36
Listas,2014EP,01-002-046,LMP,33
Listas,2014EP,01-002-046,MSZP,32
Listas,2014EP,01-002-046,SMS,2
Listas,2014EP,01-002-046,A HAZA NEM ELADÓ,1
Listas,2014EP,01-002-047,FIDESZ-KDNP,270
Listas,2014EP,01-002-047,EGYÜTT-PM,73
Listas,2014EP,01-002-047,DEMOKRATIKUS KOALÍCIÓ,52
Listas,2014EP,01-002-047,JOBBIK,31
Listas,2014EP,01-002-047,MSZP,31
Listas,2014EP,01-002-047,LMP,26
Listas,2014EP,01-002-047,SMS,4
Listas,2014EP,01-002-047,A HAZA NEM ELADÓ,0
Listas,2014EP,01-002-048,FIDESZ-KDNP,284
Listas,2014EP,01-002-048,EGYÜTT-PM,81
Listas,2014EP,01-002-048,DEMOKRATIKUS KOALÍCIÓ,42
Listas,2014EP,01-002-048,JOBBIK,35
Listas,2014EP,01-002-048,LMP,34
Listas,2014EP,01-002-048,MSZP,25
Listas,2014EP,01-002-048,A HAZA NEM ELADÓ,3
Listas,2014EP,01-002-048,SMS,0
Listas,2014EP,01-002-049,FIDESZ-KDNP,224
Listas,2014EP,01-002-049,EGYÜTT-PM,88
Listas,2014EP,01-002-049,LMP,48
Listas,2014EP,01-002-049,DEMOKRATIKUS KOALÍCIÓ,33
Listas,2014EP,01-002-049,JOBBIK,32
Listas,2014EP,01-002-049,MSZP,28
Listas,2014EP,01-002-049,A HAZA NEM ELADÓ,4
Listas,2014EP,01-002-049,SMS,0
Listas,2014EP,01-002-050,FIDESZ-KDNP,325
Listas,2014EP,01-002-050,EGYÜTT-PM,135
Listas,2014EP,01-002-050,DEMOKRATIKUS KOALÍCIÓ,71
Listas,2014EP,01-002-050,LMP,65
Listas,2014EP,01-002-050,MSZP,43
Listas,2014EP,01-002-050,JOBBIK,33
Listas,2014EP,01-002-050,SMS,2
Listas,2014EP,01-002-050,A HAZA NEM ELADÓ,0
Listas,2014EP,01-002-051,FIDESZ-KDNP,308
Listas,2014EP,01-002-051,EGYÜTT-PM,60
Listas,2014EP,01-002-051,DEMOKRATIKUS KOALÍCIÓ,36
Listas,2014EP,01-002-051,MSZP,35
Listas,2014EP,01-002-051,LMP,33
Listas,2014EP,01-002-051,JOBBIK,25
Listas,2014EP,01-002-051,SMS,3
Listas,2014EP,01-002-051,A HAZA NEM ELADÓ,0
Listas,2014EP,01-002-052,FIDESZ-KDNP,217
Listas,2014EP,01-002-052,EGYÜTT-PM,55
Listas,2014EP,01-002-052,LMP,44
Listas,2014EP,01-002-052,DEMOKRATIKUS KOALÍCIÓ,43
Listas,2014EP,01-002-052,MSZP,34
Listas,2014EP,01-002-052,JOBBIK,25
Listas,2014EP,01-002-052,A HAZA NEM ELADÓ,3
Listas,2014EP,01-002-052,SMS,0
Listas,2014EP,01-002-053,FIDESZ-KDNP,257
Listas,2014EP,01-002-053,EGYÜTT-PM,71
Listas,2014EP,01-002-053,LMP,41
Listas,2014EP,01-002-053,DEMOKRATIKUS KOALÍCIÓ,38
Listas,2014EP,01-002-053,MSZP,28
Listas,2014EP,01-002-053,JOBBIK,19
Listas,2014EP,01-002-053,SMS,1
Listas,2014EP,01-002-053,A HAZA NEM ELADÓ,0
Listas,2014EP,01-002-054,FIDESZ-KDNP,339
Listas,2014EP,01-002-054,EGYÜTT-PM,90
Listas,2014EP,01-002-054,DEMOKRATIKUS KOALÍCIÓ,64
Listas,2014EP,01-002-054,LMP,51
Listas,2014EP,01-002-054,MSZP,49
Listas,2014EP,01-002-054,JOBBIK,31
Listas,2014EP,01-002-054,SMS,4
Listas,2014EP,01-002-054,A HAZA NEM ELADÓ,3
Listas,2014EP,01-002-055,FIDESZ-KDNP,247
Listas,2014EP,01-002-055,EGYÜTT-PM,105
Listas,2014EP,01-002-055,DEMOKRATIKUS KOALÍCIÓ,48
Listas,2014EP,01-002-055,LMP,38
Listas,2014EP,01-002-055,MSZP,24
Listas,2014EP,01-002-055,JOBBIK,22
Listas,2014EP,01-002-055,A HAZA NEM ELADÓ,1
Listas,2014EP,01-002-055,SMS,0
Listas,2014EP,01-002-056,FIDESZ-KDNP,222
Listas,2014EP,01-002-056,EGYÜTT-PM,64
Listas,2014EP,01-002-056,DEMOKRATIKUS KOALÍCIÓ,45
Listas,2014EP,01-002-056,MSZP,38
Listas,2014EP,01-002-056,LMP,28
Listas,2014EP,01-002-056,JOBBIK,24
Listas,2014EP,01-002-056,SMS,4
Listas,2014EP,01-002-056,A HAZA NEM ELADÓ,1
Listas,2014EP,01-002-057,FIDESZ-KDNP,178
Listas,2014EP,01-002-057,EGYÜTT-PM,86
Listas,2014EP,01-002-057,DEMOKRATIKUS KOALÍCIÓ,51
Listas,2014EP,01-002-057,LMP,43
Listas,2014EP,01-002-057,MSZP,30
Listas,2014EP,01-002-057,JOBBIK,21
Listas,2014EP,01-002-057,SMS,0
Listas,2014EP,01-002-057,A HAZA NEM ELADÓ,0
Listas,2014EP,01-002-058,FIDESZ-KDNP,207
Listas,2014EP,01-002-058,EGYÜTT-PM,83
Listas,2014EP,01-002-058,LMP,55
Listas,2014EP,01-002-058,MSZP,40
Listas,2014EP,01-002-058,DEMOKRATIKUS KOALÍCIÓ,37
Listas,2014EP,01-002-058,JOBBIK,22
Listas,2014EP,01-002-058,A HAZA NEM ELADÓ,2
Listas,2014EP,01-002-058,SMS,1
Listas,2014EP,01-002-059,FIDESZ-KDNP,145
Listas,2014EP,01-002-059,EGYÜTT-PM,63
Listas,2014EP,01-002-059,LMP,49
Listas,2014EP,01-002-059,MSZP,46
Listas,2014EP,01-002-059,DEMOKRATIKUS KOALÍCIÓ,34
Listas,2014EP,01-002-059,JOBBIK,20
Listas,2014EP,01-002-059,SMS,0
Listas,2014EP,01-002-059,A HAZA NEM ELADÓ,0
Listas,2014EP,01-002-060,FIDESZ-KDNP,180
Listas,2014EP,01-002-060,EGYÜTT-PM,69
Listas,2014EP,01-002-060,DEMOKRATIKUS KOALÍCIÓ,65
Listas,2014EP,01-002-060,MSZP,55
Listas,2014EP,01-002-060,JOBBIK,44
Listas,2014EP,01-002-060,LMP,32
Listas,2014EP,01-002-060,SMS,2
Listas,2014EP,01-002-060,A HAZA NEM ELADÓ,0
Listas,2014EP,01-002-061,FIDESZ-KDNP,219
Listas,2014EP,01-002-061,EGYÜTT-PM,108
Listas,2014EP,01-002-061,LMP,60
Listas,2014EP,01-002-061,DEMOKRATIKUS KOALÍCIÓ,46
Listas,2014EP,01-002-061,MSZP,27
Listas,2014EP,01-002-061,JOBBIK,25
Listas,2014EP,01-002-061,SMS,2
Listas,2014EP,01-002-061,A HAZA NEM ELADÓ,1
Listas,2014EP,01-002-062,FIDESZ-KDNP,133
Listas,2014EP,01-002-062,EGYÜTT-PM,66
Listas,2014EP,01-002-062,DEMOKRATIKUS KOALÍCIÓ,43
Listas,2014EP,01-002-062,LMP,29
Listas,2014EP,01-002-062,MSZP,24
Listas,2014EP,01-002-062,JOBBIK,13
Listas,2014EP,01-002-062,SMS,1
Listas,2014EP,01-002-062,A HAZA NEM ELADÓ,0
Listas,2014EP,01-002-063,FIDESZ-KDNP,188
Listas,2014EP,01-002-063,EGYÜTT-PM,84
Listas,2014EP,01-002-063,LMP,47
Listas,2014EP,01-002-063,DEMOKRATIKUS KOALÍCIÓ,43
Listas,2014EP,01-002-063,MSZP,40
Listas,2014EP,01-002-063,JOBBIK,17
Listas,2014EP,01-002-063,SMS,2
Listas,2014EP,01-002-063,A HAZA NEM ELADÓ,0
Listas,2014EP,01-002-064,FIDESZ-KDNP,203
Listas,2014EP,01-002-064,EGYÜTT-PM,70
Listas,2014EP,01-002-064,DEMOKRATIKUS KOALÍCIÓ,54
Listas,2014EP,01-002-064,LMP,46
Listas,2014EP,01-002-064,MSZP,38
Listas,2014EP,01-002-064,JOBBIK,26
Listas,2014EP,01-002-064,A HAZA NEM ELADÓ,1
Listas,2014EP,01-002-064,SMS,0
Listas,2014EP,01-002-065,FIDESZ-KDNP,219
Listas,2014EP,01-002-065,EGYÜTT-PM,73
Listas,2014EP,01-002-065,DEMOKRATIKUS KOALÍCIÓ,54
Listas,2014EP,01-002-065,LMP,52
Listas,2014EP,01-002-065,MSZP,36
Listas,2014EP,01-002-065,JOBBIK,16
Listas,2014EP,01-002-065,A HAZA NEM ELADÓ,1
Listas,2014EP,01-002-065,SMS,0
Listas,2014EP,01-002-066,FIDESZ-KDNP,254
Listas,2014EP,01-002-066,EGYÜTT-PM,79
Listas,2014EP,01-002-066,DEMOKRATIKUS KOALÍCIÓ,59
Listas,2014EP,01-002-066,LMP,58
Listas,2014EP,01-002-066,JOBBIK,35
Listas,2014EP,01-002-066,MSZP,26
Listas,2014EP,01-002-066,SMS,1
Listas,2014EP,01-002-066,A HAZA NEM ELADÓ,1
Listas,2014EP,01-002-067,FIDESZ-KDNP,210
Listas,2014EP,01-002-067,DEMOKRATIKUS KOALÍCIÓ,44
Listas,2014EP,01-002-067,MSZP,35
Listas,2014EP,01-002-067,EGYÜTT-PM,34
Listas,2014EP,01-002-067,JOBBIK,30
Listas,2014EP,01-002-067,LMP,29
Listas,2014EP,01-002-067,SMS,3
Listas,2014EP,01-002-067,A HAZA NEM ELADÓ,1
Listas,2014EP,01-002-068,FIDESZ-KDNP,203
Listas,2014EP,01-002-068,DEMOKRATIKUS KOALÍCIÓ,56
Listas,2014EP,01-002-068,EGYÜTT-PM,54
Listas,2014EP,01-002-068,LMP,38
Listas,2014EP,01-002-068,MSZP,36
Listas,2014EP,01-002-068,JOBBIK,34
Listas,2014EP,01-002-068,A HAZA NEM ELADÓ,2
Listas,2014EP,01-002-068,SMS,1
Listas,2014EP,01-002-069,FIDESZ-KDNP,226
Listas,2014EP,01-002-069,EGYÜTT-PM,53
Listas,2014EP,01-002-069,LMP,44
Listas,2014EP,01-002-069,MSZP,39
Listas,2014EP,01-002-069,DEMOKRATIKUS KOALÍCIÓ,35
Listas,2014EP,01-002-069,JOBBIK,25
Listas,2014EP,01-002-069,A HAZA NEM ELADÓ,1
Listas,2014EP,01-002-069,SMS,0
Listas,2014EP,01-002-070,FIDESZ-KDNP,195
Listas,2014EP,01-002-070,EGYÜTT-PM,49
Listas,2014EP,01-002-070,LMP,46
Listas,2014EP,01-002-070,MSZP,46
Listas,2014EP,01-002-070,DEMOKRATIKUS KOALÍCIÓ,43
Listas,2014EP,01-002-070,JOBBIK,29
Listas,2014EP,01-002-070,A HAZA NEM ELADÓ,2
Listas,2014EP,01-002-070,SMS,1
Listas,2014EP,01-002-071,FIDESZ-KDNP,222
Listas,2014EP,01-002-071,DEMOKRATIKUS KOALÍCIÓ,71
Listas,2014EP,01-002-071,EGYÜTT-PM,64
Listas,2014EP,01-002-071,MSZP,49
Listas,2014EP,01-002-071,LMP,36
Listas,2014EP,01-002-071,JOBBIK,29
Listas,2014EP,01-002-071,A HAZA NEM ELADÓ,2
Listas,2014EP,01-002-071,SMS,0
Listas,2014EP,01-002-072,FIDESZ-KDNP,232
Listas,2014EP,01-002-072,EGYÜTT-PM,61
Listas,2014EP,01-002-072,DEMOKRATIKUS KOALÍCIÓ,58
Listas,2014EP,01-002-072,LMP,46
Listas,2014EP,01-002-072,MSZP,40
Listas,2014EP,01-002-072,JOBBIK,33
Listas,2014EP,01-002-072,SMS,1
Listas,2014EP,01-002-072,A HAZA NEM ELADÓ,0
Listas,2014EP,01-002-073,FIDESZ-KDNP,250
Listas,2014EP,01-002-073,EGYÜTT-PM,78
Listas,2014EP,01-002-073,DEMOKRATIKUS KOALÍCIÓ,62
Listas,2014EP,01-002-073,LMP,57
Listas,2014EP,01-002-073,MSZP,52
Listas,2014EP,01-002-073,JOBBIK,26
Listas,2014EP,01-002-073,SMS,2
Listas,2014EP,01-002-073,A HAZA NEM ELADÓ,0
Listas,2014EP,01-003-001,FIDESZ-KDNP,201
Listas,2014EP,01-003-001,EGYÜTT-PM,70
Listas,2014EP,01-003-001,DEMOKRATIKUS KOALÍCIÓ,53
Listas,2014EP,01-003-001,LMP,33
Listas,2014EP,01-003-001,MSZP,32
Listas,2014EP,01-003-001,JOBBIK,28
Listas,2014EP,01-003-001,SMS,2
Listas,2014EP,01-003-001,A HAZA NEM ELADÓ,1
Listas,2014EP,01-003-002,FIDESZ-KDNP,166
Listas,2014EP,01-003-002,EGYÜTT-PM,56
Listas,2014EP,01-003-002,DEMOKRATIKUS KOALÍCIÓ,45
Listas,2014EP,01-003-002,MSZP,39
Listas,2014EP,01-003-002,JOBBIK,28
Listas,2014EP,01-003-002,LMP,20
Listas,2014EP,01-003-002,SMS,0
Listas,2014EP,01-003-002,A HAZA NEM ELADÓ,0
Listas,2014EP,01-003-003,FIDESZ-KDNP,149
Listas,2014EP,01-003-003,EGYÜTT-PM,65
Listas,2014EP,01-003-003,MSZP,48
Listas,2014EP,01-003-003,DEMOKRATIKUS KOALÍCIÓ,47
Listas,2014EP,01-003-003,JOBBIK,39
Listas,2014EP,01-003-003,LMP,26
Listas,2014EP,01-003-003,SMS,3
Listas,2014EP,01-003-003,A HAZA NEM ELADÓ,1
Listas,2014EP,01-003-004,FIDESZ-KDNP,168
Listas,2014EP,01-003-004,EGYÜTT-PM,58
Listas,2014EP,01-003-004,JOBBIK,37
Listas,2014EP,01-003-004,DEMOKRATIKUS KOALÍCIÓ,36
Listas,2014EP,01-003-004,MSZP,34
Listas,2014EP,01-003-004,LMP,33
Listas,2014EP,01-003-004,A HAZA NEM ELADÓ,3
Listas,2014EP,01-003-004,SMS,0
Listas,2014EP,01-003-005,FIDESZ-KDNP,136
Listas,2014EP,01-003-005,DEMOKRATIKUS KOALÍCIÓ,55
Listas,2014EP,01-003-005,EGYÜTT-PM,41
Listas,2014EP,01-003-005,LMP,30
Listas,2014EP,01-003-005,JOBBIK,30
Listas,2014EP,01-003-005,MSZP,17
Listas,2014EP,01-003-005,SMS,2
Listas,2014EP,01-003-005,A HAZA NEM ELADÓ,1
Listas,2014EP,01-003-006,FIDESZ-KDNP,213
Listas,2014EP,01-003-006,EGYÜTT-PM,73
Listas,2014EP,01-003-006,DEMOKRATIKUS KOALÍCIÓ,43
Listas,2014EP,01-003-006,LMP,40
Listas,2014EP,01-003-006,MSZP,31
Listas,2014EP,01-003-006,JOBBIK,28
Listas,2014EP,01-003-006,A HAZA NEM ELADÓ,4
Listas,2014EP,01-003-006,SMS,1
Listas,2014EP,01-003-007,FIDESZ-KDNP,185
Listas,2014EP,01-003-007,MSZP,53
Listas,2014EP,01-003-007,DEMOKRATIKUS KOALÍCIÓ,51
Listas,2014EP,01-003-007,EGYÜTT-PM,49
Listas,2014EP,01-003-007,JOBBIK,28
Listas,2014EP,01-003-007,LMP,20
Listas,2014EP,01-003-007,SMS,1
Listas,2014EP,01-003-007,A HAZA NEM ELADÓ,0
Listas,2014EP,01-003-008,FIDESZ-KDNP,128
Listas,2014EP,01-003-008,EGYÜTT-PM,57
Listas,2014EP,01-003-008,DEMOKRATIKUS KOALÍCIÓ,41
Listas,2014EP,01-003-008,MSZP,36
Listas,2014EP,01-003-008,LMP,29
Listas,2014EP,01-003-008,JOBBIK,23
Listas,2014EP,01-003-008,SMS,0
Listas,2014EP,01-003-008,A HAZA NEM ELADÓ,0
Listas,2014EP,01-003-009,FIDESZ-KDNP,149
Listas,2014EP,01-003-009,DEMOKRATIKUS KOALÍCIÓ,62
Listas,2014EP,01-003-009,EGYÜTT-PM,60
Listas,2014EP,01-003-009,MSZP,34
Listas,2014EP,01-003-009,LMP,33
Listas,2014EP,01-003-009,JOBBIK,27
Listas,2014EP,01-003-009,A HAZA NEM ELADÓ,1
Listas,2014EP,01-003-009,SMS,0
Listas,2014EP,01-003-010,FIDESZ-KDNP,203
Listas,2014EP,01-003-010,EGYÜTT-PM,88
Listas,2014EP,01-003-010,DEMOKRATIKUS KOALÍCIÓ,56
Listas,2014EP,01-003-010,LMP,41
Listas,2014EP,01-003-010,MSZP,30
Listas,2014EP,01-003-010,JOBBIK,28
Listas,2014EP,01-003-010,A HAZA NEM ELADÓ,1
Listas,2014EP,01-003-010,SMS,0
Listas,2014EP,01-003-011,FIDESZ-KDNP,184
Listas,2014EP,01-003-011,EGYÜTT-PM,88
Listas,2014EP,01-003-011,DEMOKRATIKUS KOALÍCIÓ,51
Listas,2014EP,01-003-011,MSZP,43
Listas,2014EP,01-003-011,JOBBIK,42
Listas,2014EP,01-003-011,LMP,36
Listas,2014EP,01-003-011,SMS,1
Listas,2014EP,01-003-011,A HAZA NEM ELADÓ,1
Listas,2014EP,01-003-012,FIDESZ-KDNP,270
Listas,2014EP,01-003-012,EGYÜTT-PM,69
Listas,2014EP,01-003-012,DEMOKRATIKUS KOALÍCIÓ,49
Listas,2014EP,01-003-012,LMP,35
Listas,2014EP,01-003-012,JOBBIK,30
Listas,2014EP,01-003-012,MSZP,29
Listas,2014EP,01-003-012,A HAZA NEM ELADÓ,1
Listas,2014EP,01-003-012,SMS,0
Listas,2014EP,01-003-013,FIDESZ-KDNP,199
Listas,2014EP,01-003-013,EGYÜTT-PM,73
Listas,2014EP,01-003-013,DEMOKRATIKUS KOALÍCIÓ,55
Listas,2014EP,01-003-013,JOBBIK,39
Listas,2014EP,01-003-013,MSZP,36
Listas,2014EP,01-003-013,LMP,35
Listas,2014EP,01-003-013,SMS,2
Listas,2014EP,01-003-013,A HAZA NEM ELADÓ,0
Listas,2014EP,01-003-014,FIDESZ-KDNP,199
Listas,2014EP,01-003-014,EGYÜTT-PM,85
Listas,2014EP,01-003-014,DEMOKRATIKUS KOALÍCIÓ,51
Listas,2014EP,01-003-014,LMP,45
Listas,2014EP,01-003-014,MSZP,35
Listas,2014EP,01-003-014,JOBBIK,24
Listas,2014EP,01-003-014,A HAZA NEM ELADÓ,2
Listas,2014EP,01-003-014,SMS,1
Listas,2014EP,01-003-015,FIDESZ-KDNP,171
Listas,2014EP,01-003-015,EGYÜTT-PM,71
Listas,2014EP,01-003-015,JOBBIK,42
Listas,2014EP,01-003-015,LMP,36
Listas,2014EP,01-003-015,DEMOKRATIKUS KOALÍCIÓ,30
Listas,2014EP,01-003-015,MSZP,25
Listas,2014EP,01-003-015,SMS,3
Listas,2014EP,01-003-015,A HAZA NEM ELADÓ,1
Listas,2014EP,01-003-016,FIDESZ-KDNP,219
Listas,2014EP,01-003-016,EGYÜTT-PM,67
Listas,2014EP,01-003-016,LMP,40
Listas,2014EP,01-003-016,MSZP,34
Listas,2014EP,01-003-016,DEMOKRATIKUS KOALÍCIÓ,33
Listas,2014EP,01-003-016,JOBBIK,29
Listas,2014EP,01-003-016,SMS,2
Listas,2014EP,01-003-016,A HAZA NEM ELADÓ,0
Listas,2014EP,01-003-017,FIDESZ-KDNP,212
Listas,2014EP,01-003-017,EGYÜTT-PM,72
Listas,2014EP,01-003-017,DEMOKRATIKUS KOALÍCIÓ,52
Listas,2014EP,01-003-017,LMP,37
Listas,2014EP,01-003-017,JOBBIK,34
Listas,2014EP,01-003-017,MSZP,33
Listas,2014EP,01-003-017,A HAZA NEM ELADÓ,2
Listas,2014EP,01-003-017,SMS,2
Listas,2014EP,01-003-018,FIDESZ-KDNP,196
Listas,2014EP,01-003-018,EGYÜTT-PM,68
Listas,2014EP,01-003-018,JOBBIK,42
Listas,2014EP,01-003-018,MSZP,42
Listas,2014EP,01-003-018,DEMOKRATIKUS KOALÍCIÓ,37
Listas,2014EP,01-003-018,LMP,34
Listas,2014EP,01-003-018,SMS,3
Listas,2014EP,01-003-018,A HAZA NEM ELADÓ,1
Listas,2014EP,01-003-019,FIDESZ-KDNP,198
Listas,2014EP,01-003-019,EGYÜTT-PM,62
Listas,2014EP,01-003-019,DEMOKRATIKUS KOALÍCIÓ,52
Listas,2014EP,01-003-019,LMP,43
Listas,2014EP,01-003-019,JOBBIK,42
Listas,2014EP,01-003-019,MSZP,26
Listas,2014EP,01-003-019,A HAZA NEM ELADÓ,2
Listas,2014EP,01-003-019,SMS,0
Listas,2014EP,01-003-020,FIDESZ-KDNP,188
Listas,2014EP,01-003-020,JOBBIK,51
Listas,2014EP,01-003-020,EGYÜTT-PM,46
Listas,2014EP,01-003-020,LMP,36
Listas,2014EP,01-003-020,DEMOKRATIKUS KOALÍCIÓ,34
Listas,2014EP,01-003-020,MSZP,25
Listas,2014EP,01-003-020,A HAZA NEM ELADÓ,2
Listas,2014EP,01-003-020,SMS,0
Listas,2014EP,01-003-021,FIDESZ-KDNP,182
Listas,2014EP,01-003-021,EGYÜTT-PM,47
Listas,2014EP,01-003-021,DEMOKRATIKUS KOALÍCIÓ,43
Listas,2014EP,01-003-021,LMP,33
Listas,2014EP,01-003-021,JOBBIK,25
Listas,2014EP,01-003-021,MSZP,11
Listas,2014EP,01-003-021,SMS,0
Listas,2014EP,01-003-021,A HAZA NEM ELADÓ,0
Listas,2014EP,01-003-022,FIDESZ-KDNP,165
Listas,2014EP,01-003-022,EGYÜTT-PM,60
Listas,2014EP,01-003-022,JOBBIK,40
Listas,2014EP,01-003-022,MSZP,27
Listas,2014EP,01-003-022,DEMOKRATIKUS KOALÍCIÓ,26
Listas,2014EP,01-003-022,LMP,20
Listas,2014EP,01-003-022,SMS,1
Listas,2014EP,01-003-022,A HAZA NEM ELADÓ,1
Listas,2014EP,01-003-023,FIDESZ-KDNP,143
Listas,2014EP,01-003-023,EGYÜTT-PM,69
Listas,2014EP,01-003-023,LMP,60
Listas,2014EP,01-003-023,MSZP,28
Listas,2014EP,01-003-023,DEMOKRATIKUS KOALÍCIÓ,28
Listas,2014EP,01-003-023,JOBBIK,15
Listas,2014EP,01-003-023,SMS,0
Listas,2014EP,01-003-023,A HAZA NEM ELADÓ,0
Listas,2014EP,01-003-024,FIDESZ-KDNP,175
Listas,2014EP,01-003-024,DEMOKRATIKUS KOALÍCIÓ,53
Listas,2014EP,01-003-024,EGYÜTT-PM,47
Listas,2014EP,01-003-024,JOBBIK,37
Listas,2014EP,01-003-024,LMP,33
Listas,2014EP,01-003-024,MSZP,25
Listas,2014EP,01-003-024,A HAZA NEM ELADÓ,1
Listas,2014EP,01-003-024,SMS,0
Listas,2014EP,01-003-025,FIDESZ-KDNP,146
Listas,2014EP,01-003-025,DEMOKRATIKUS KOALÍCIÓ,55
Listas,2014EP,01-003-025,MSZP,48
Listas,2014EP,01-003-025,JOBBIK,41
Listas,2014EP,01-003-025,EGYÜTT-PM,31
Listas,2014EP,01-003-025,LMP,8
Listas,2014EP,01-003-025,SMS,0
Listas,2014EP,01-003-025,A HAZA NEM ELADÓ,0
Listas,2014EP,01-003-026,FIDESZ-KDNP,181
Listas,2014EP,01-003-026,EGYÜTT-PM,77
Listas,2014EP,01-003-026,DEMOKRATIKUS KOALÍCIÓ,46
Listas,2014EP,01-003-026,LMP,41
Listas,2014EP,01-003-026,JOBBIK,25
Listas,2014EP,01-003-026,MSZP,23
Listas,2014EP,01-003-026,SMS,0
Listas,2014EP,01-003-026,A HAZA NEM ELADÓ,0
Listas,2014EP,01-003-027,FIDESZ-KDNP,206
Listas,2014EP,01-003-027,EGYÜTT-PM,68
Listas,2014EP,01-003-027,DEMOKRATIKUS KOALÍCIÓ,61
Listas,2014EP,01-003-027,JOBBIK,41
Listas,2014EP,01-003-027,LMP,30
Listas,2014EP,01-003-027,MSZP,24
Listas,2014EP,01-003-027,SMS,2
Listas,2014EP,01-003-027,A HAZA NEM ELADÓ,0
Listas,2014EP,01-003-028,FIDESZ-KDNP,170
Listas,2014EP,01-003-028,JOBBIK,44
Listas,2014EP,01-003-028,EGYÜTT-PM,39
Listas,2014EP,01-003-028,DEMOKRATIKUS KOALÍCIÓ,32
Listas,2014EP,01-003-028,MSZP,30
Listas,2014EP,01-003-028,LMP,26
Listas,2014EP,01-003-028,A HAZA NEM ELADÓ,4
Listas,2014EP,01-003-028,SMS,0
Listas,2014EP,01-003-029,FIDESZ-KDNP,199
Listas,2014EP,01-003-029,JOBBIK,45
Listas,2014EP,01-003-029,EGYÜTT-PM,44
Listas,2014EP,01-003-029,DEMOKRATIKUS KOALÍCIÓ,36
Listas,2014EP,01-003-029,LMP,32
Listas,2014EP,01-003-029,MSZP,28
Listas,2014EP,01-003-029,SMS,2
Listas,2014EP,01-003-029,A HAZA NEM ELADÓ,0
Listas,2014EP,01-003-030,FIDESZ-KDNP,175
Listas,2014EP,01-003-030,EGYÜTT-PM,77
Listas,2014EP,01-003-030,DEMOKRATIKUS KOALÍCIÓ,38
Listas,2014EP,01-003-030,MSZP,35
Listas,2014EP,01-003-030,LMP,34
Listas,2014EP,01-003-030,JOBBIK,33
Listas,2014EP,01-003-030,SMS,1
Listas,2014EP,01-003-030,A HAZA NEM ELADÓ,1
Listas,2014EP,01-003-031,FIDESZ-KDNP,147
Listas,2014EP,01-003-031,DEMOKRATIKUS KOALÍCIÓ,58
Listas,2014EP,01-003-031,MSZP,44
Listas,2014EP,01-003-031,EGYÜTT-PM,42
Listas,2014EP,01-003-031,JOBBIK,37
Listas,2014EP,01-003-031,LMP,18
Listas,2014EP,01-003-031,A HAZA NEM ELADÓ,3
Listas,2014EP,01-003-031,SMS,2
Listas,2014EP,01-003-032,FIDESZ-KDNP,163
Listas,2014EP,01-003-032,DEMOKRATIKUS KOALÍCIÓ,80
Listas,2014EP,01-003-032,EGYÜTT-PM,64
Listas,2014EP,01-003-032,MSZP,64
Listas,2014EP,01-003-032,JOBBIK,37
Listas,2014EP,01-003-032,LMP,28
Listas,2014EP,01-003-032,A HAZA NEM ELADÓ,2
Listas,2014EP,01-003-032,SMS,1
Listas,2014EP,01-003-033,FIDESZ-KDNP,135
Listas,2014EP,01-003-033,DEMOKRATIKUS KOALÍCIÓ,61
Listas,2014EP,01-003-033,MSZP,50
Listas,2014EP,01-003-033,EGYÜTT-PM,44
Listas,2014EP,01-003-033,JOBBIK,28
Listas,2014EP,01-003-033,LMP,20
Listas,2014EP,01-003-033,SMS,2
Listas,2014EP,01-003-033,A HAZA NEM ELADÓ,1
Listas,2014EP,01-003-034,FIDESZ-KDNP,120
Listas,2014EP,01-003-034,MSZP,57
Listas,2014EP,01-003-034,DEMOKRATIKUS KOALÍCIÓ,52
Listas,2014EP,01-003-034,JOBBIK,41
Listas,2014EP,01-003-034,EGYÜTT-PM,32
Listas,2014EP,01-003-034,LMP,30
Listas,2014EP,01-003-034,SMS,0
Listas,2014EP,01-003-034,A HAZA NEM ELADÓ,0
Listas,2014EP,01-003-035,FIDESZ-KDNP,122
Listas,2014EP,01-003-035,MSZP,67
Listas,2014EP,01-003-035,DEMOKRATIKUS KOALÍCIÓ,65
Listas,2014EP,01-003-035,EGYÜTT-PM,36
Listas,2014EP,01-003-035,JOBBIK,30
Listas,2014EP,01-003-035,LMP,22
Listas,2014EP,01-003-035,SMS,2
Listas,2014EP,01-003-035,A HAZA NEM ELADÓ,0
Listas,2014EP,01-003-036,FIDESZ-KDNP,138
Listas,2014EP,01-003-036,DEMOKRATIKUS KOALÍCIÓ,65
Listas,2014EP,01-003-036,MSZP,59
Listas,2014EP,01-003-036,EGYÜTT-PM,42
Listas,2014EP,01-003-036,LMP,30
Listas,2014EP,01-003-036,JOBBIK,25
Listas,2014EP,01-003-036,SMS,2
Listas,2014EP,01-003-036,A HAZA NEM ELADÓ,0
